Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2012-01-01,,,0:00:00,16:20:00,22:36:00,,,6:16:00,93.43,,,0:00:00,6:16:00,00:00:00,00:00:00,17:44:00,0:00:00,6:16:00,17:44:00,,,,,,,
2012-01-02,,,0:00:00,,,,,0:00:00,104.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-03,,,0:00:00,,,,,0:00:00,114.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-04,,,0:00:00,,,,,0:00:00,125.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-05,,,0:00:00,,,,,0:00:00,136.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-06,,,0:00:00,,,,,0:00:00,147.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-07,,,0:00:00,,,,,0:00:00,158.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-08,,,0:00:00,,,,,0:00:00,170.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-09,,,0:00:00,,,,,0:00:00,182.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2012-01-10,,,0:00:00,,,,,0:00:00,194.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
