Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2013-01-01,,,0:00:00,03:00:00,06:06:00,,,3:06:00,225.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,20:54:00,,,,,
2013-01-02,,,0:00:00,01:35:00,09:08:00,,,7:33:00,237.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,16:27:00,,,,,
2013-01-03,,,0:00:00,00:48:00,,,,23:12:00,249.43,,,0:00:00,,,0:00:00,00:00:00,00:48:00,0:48:00,,,,,
2013-01-04,,,0:00:00,,14:00:00,23:24:00,,14:36:00,261.43,,,0:00:00,,,0:00:00,14:00:00,23:24:00,9:24:00,,,,,
2013-01-05,,,0:00:00,,16:45:00,22:23:00,,18:22:00,274.43,,,0:00:00,,,0:00:00,16:45:00,22:23:00,5:38:00,,,,,
2013-01-06,,,0:00:00,,,,,0:00:00,286.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-07,,,0:00:00,,,,,0:00:00,299.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-08,,,0:00:00,,,,,0:00:00,313.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-09,,,0:00:00,,,,,0:00:00,326.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-10,,,0:00:00,,,,,0:00:00,340.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-11,,,0:00:00,,,,,0:00:00,354.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-12,,,0:00:00,,,,,0:00:00,8.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-13,,,0:00:00,,,,,24:00:00,22.43,,,0:00:00,,,0:00:00,,,0:00:00,,,,,
2013-01-14,,,0:00:00,,01:40:00,06:02:00,,19:38:00,35.43,,,0:00:00,,,0:00:00,01:40:00,06:02:00,4:22:00,,,,,
2013-01-15,,,0:00:00,09:07:00,23:40:00,,,14:33:00,48.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,9:27:00,,,,,
2013-01-16,,,0:00:00,,22:58:00,,,22:58:00,61.43,,,0:00:00,,,0:00:00,22:58:00,00:00:00,1:02:00,,,,,
2013-01-17,,,0:00:00,14:07:00,22:13:00,,,8:06:00,73.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,15:54:00,,,,,
2013-01-18,,,0:00:00,16:56:00,21:02:00,,,4:06:00,85.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,19:54:00,,,,,
2013-01-19,,,0:00:00,,,,,0:00:00,96.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-20,,,0:00:00,,,,,0:00:00,107.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-21,,,0:00:00,,,,,0:00:00,118.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-22,,,0:00:00,,,,,0:00:00,128.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-23,,,0:00:00,,,,,0:00:00,139.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-24,,,0:00:00,,,,,0:00:00,150.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-25,,,0:00:00,,,,,0:00:00,161.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-26,,,0:00:00,,,,,0:00:00,172.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-27,,,0:00:00,,,,,0:00:00,183.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-28,,,0:00:00,,,,,0:00:00,195.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-01-29,,,0:00:00,,06:26:00,23:17:00,,7:09:00,206.43,,,0:00:00,,,0:00:00,06:26:00,23:17:00,16:51:00,,,,,
2013-01-30,,,0:00:00,,08:59:00,22:35:00,,10:24:00,218.43,,,0:00:00,,,0:00:00,08:59:00,22:35:00,13:36:00,,,,,
2013-01-31,,,0:00:00,21:55:00,,,,2:05:00,231.43,,,0:00:00,,,0:00:00,00:00:00,21:55:00,21:55:00,,,,,
2013-02-01,,,0:00:00,,13:58:00,21:04:00,,16:54:00,243.43,,,0:00:00,,,0:00:00,13:58:00,21:04:00,7:06:00,,,,,
2013-02-02,,,0:00:00,,17:48:00,19:01:00,,22:47:00,255.43,,,0:00:00,,,0:00:00,17:48:00,19:01:00,1:13:00,,,,,
2013-02-03,,,0:00:00,,,,,0:00:00,268.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-04,,,0:00:00,,,,,0:00:00,281.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-05,,,0:00:00,,,,,0:00:00,294.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-06,,,0:00:00,,,,,0:00:00,308.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-07,,,0:00:00,,,,,0:00:00,321.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-08,,,0:00:00,,,,,0:00:00,335.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-09,,,0:00:00,,,,,0:00:00,348.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-10,,,0:00:00,,23:11:00,,,23:11:00,1.43,,,0:00:00,,,0:00:00,23:11:00,00:00:00,0:49:00,,,,,
2013-02-11,,,0:00:00,05:49:00,22:16:00,,,16:27:00,15.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,7:33:00,,,,,
2013-02-12,,,0:00:00,08:33:00,21:34:00,,,13:01:00,28.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,10:59:00,,,,,
2013-02-13,,,0:00:00,,20:52:00,,,20:52:00,40.43,,,0:00:00,,,0:00:00,20:52:00,00:00:00,3:08:00,,,,,
2013-02-14,,,0:00:00,13:38:00,19:59:00,,,6:21:00,52.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,17:39:00,,,,,
2013-02-15,,,0:00:00,,,,,0:00:00,64.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-16,,,0:00:00,,,,,0:00:00,75.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-17,,,0:00:00,,,,,0:00:00,86.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-18,,,0:00:00,,,,,0:00:00,97.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-19,,,0:00:00,,,,,0:00:00,108.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-20,,,0:00:00,,,,,0:00:00,119.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-21,,,0:00:00,,,,,0:00:00,130.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-22,,,0:00:00,,,,,0:00:00,141.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-23,,,0:00:00,,,,,0:00:00,152.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-02-24,,,0:00:00,22:55:00,,,,1:05:00,163.43,,,0:00:00,,,0:00:00,00:00:00,22:55:00,22:55:00,,,,,
2013-02-25,,,0:00:00,,03:28:00,21:48:00,,5:40:00,175.43,,,0:00:00,,,0:00:00,03:28:00,21:48:00,18:20:00,,,,,
2013-02-26,,,0:00:00,,06:15:00,21:04:00,,9:11:00,187.43,,,0:00:00,,,0:00:00,06:15:00,21:04:00,14:49:00,,,,,
2013-02-27,,,0:00:00,,08:43:00,20:24:00,,12:19:00,200.43,,,0:00:00,,,0:00:00,08:43:00,20:24:00,11:41:00,,,,,
2013-02-28,,,0:00:00,19:39:00,,,,4:21:00,212.43,,,0:00:00,,,0:00:00,00:00:00,19:39:00,19:39:00,,,,,
2013-03-01,,,0:00:00,,14:13:00,18:27:00,,19:46:00,225.43,,,0:00:00,,,0:00:00,14:13:00,18:27:00,4:14:00,,,,,
2013-03-02,,,0:00:00,,,,,0:00:00,238.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-03-03,,,0:00:00,,,,,0:00:00,251.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-03-04,,,0:00:00,,,,,0:00:00,264.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-03-05,,,0:00:00,,,,,0:00:00,277.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2013-03-06,05:54:39,22:08:43,16:14:04,,,,,0:00:00,290.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,7:45:56,,,,,
2013-03-07,06:03:00,22:00:06,15:57:06,,,,,0:00:00,303.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:02:54,,,,,
2013-03-08,06:11:10,21:51:39,15:40:28,,,,,0:00:00,316.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:19:32,,,,,
2013-03-09,06:19:11,21:43:19,15:24:07,,21:57:00,,,21:57:00,329.43,06:19:11,21:43:19,15:24:07,,,0:00:00,21:57:00,00:00:00,2:03:00,,,,,
2013-03-10,06:27:04,21:35:05,15:08:02,02:37:00,20:50:00,,,18:13:00,342.43,06:27:04,20:50:00,14:22:56,,,0:00:00,00:00:00,00:00:00,5:01:54,,,,,
2013-03-11,06:34:49,21:26:58,14:52:10,05:34:00,20:05:00,,,14:31:00,355.43,06:34:49,20:05:00,13:30:11,,,0:00:00,00:00:00,00:00:00,8:07:01,,,,,
2013-03-12,06:42:27,21:18:57,14:36:30,08:05:00,19:26:00,,,11:21:00,8.43,08:05:00,19:26:00,11:21:00,,,0:00:00,00:00:00,00:00:00,9:23:30,,,,,
