Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2017-01-01,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-02,,,0:00:00,,,,,24:00:00,,,0:00:00,,,0:00:00,,,,
2017-01-03,,,0:00:00,,03:11:00,08:04:00,,19:07:00,,,0:00:00,03:11:00,08:04:00,4:53:00,,,,
2017-01-04,,,0:00:00,,02:16:00,,,2:16:00,,,0:00:00,02:16:00,00:00:00,21:44:00,,,,
2017-01-05,,,0:00:00,,01:39:00,13:07:00,,12:32:00,,,0:00:00,01:39:00,13:07:00,11:28:00,,,,
2017-01-06,,,0:00:00,,01:05:00,15:33:00,,9:32:00,,,0:00:00,01:05:00,15:33:00,14:28:00,,,,
2017-01-07,,,0:00:00,18:21:00,23:30:00,,,5:09:00,,,0:00:00,00:00:00,00:00:00,18:51:00,,,,
2017-01-08,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-09,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-10,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-11,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-12,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-13,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-14,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-15,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-16,,,0:00:00,02:17:00,07:42:00,,,5:25:00,,,0:00:00,00:00:00,00:00:00,18:35:00,,,,
2017-01-17,,,0:00:00,01:25:00,10:14:00,,,8:49:00,,,0:00:00,00:00:00,00:00:00,15:11:00,,,,
2017-01-18,,,0:00:00,00:50:00,,,,23:10:00,,,0:00:00,00:00:00,00:50:00,0:50:00,,,,
2017-01-19,,,0:00:00,,14:35:00,23:46:00,,14:49:00,,,0:00:00,14:35:00,23:46:00,9:11:00,,,,
2017-01-20,,,0:00:00,,16:49:00,23:04:00,,17:45:00,,,0:00:00,16:49:00,23:04:00,6:15:00,,,,
2017-01-21,,,0:00:00,,19:55:00,21:30:00,,22:25:00,,,0:00:00,19:55:00,21:30:00,1:35:00,,,,
2017-01-22,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-23,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-24,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-25,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-26,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-27,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-28,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-01-29,,,0:00:00,,,,,24:00:00,,,0:00:00,,,0:00:00,,,,
2017-01-30,,,0:00:00,,02:00:00,05:05:00,,20:55:00,,,0:00:00,02:00:00,05:05:00,3:05:00,,,,
2017-01-31,,,0:00:00,,00:46:00,08:06:00,,16:40:00,,,0:00:00,00:46:00,08:06:00,7:20:00,,,,
2017-02-01,,,0:00:00,10:34:00,23:30:00,,,12:56:00,,,0:00:00,00:00:00,00:00:00,11:04:00,,,,
2017-02-02,,,0:00:00,,22:55:00,,,22:55:00,,,0:00:00,22:55:00,00:00:00,1:05:00,,,,
2017-02-03,,,0:00:00,15:34:00,22:09:00,,,6:35:00,,,0:00:00,00:00:00,00:00:00,17:25:00,,,,
2017-02-04,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-05,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-06,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-07,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-08,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-09,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-10,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-11,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-12,,,0:00:00,01:19:00,04:11:00,,,2:52:00,,,0:00:00,00:00:00,00:00:00,21:08:00,,,,
2017-02-13,,,0:00:00,,07:15:00,23:19:00,,7:56:00,,,0:00:00,07:15:00,23:19:00,16:04:00,,,,
2017-02-14,,,0:00:00,,09:36:00,22:47:00,,10:49:00,,,0:00:00,09:36:00,22:47:00,13:11:00,,,,
2017-02-15,,,0:00:00,22:15:00,,,,1:45:00,,,0:00:00,00:00:00,22:15:00,22:15:00,,,,
2017-02-16,,,0:00:00,,13:59:00,21:38:00,,16:21:00,,,0:00:00,13:59:00,21:38:00,7:39:00,,,,
2017-02-17,,,0:00:00,,16:29:00,20:42:00,,19:47:00,,,0:00:00,16:29:00,20:42:00,4:13:00,,,,
2017-02-18,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-19,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-20,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-21,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-22,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-23,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-24,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-25,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2017-02-26,,,0:00:00,,23:21:00,,,23:21:00,,,0:00:00,23:21:00,00:00:00,0:39:00,,,,
2017-02-27,,,0:00:00,05:13:00,22:32:00,,,17:19:00,,,0:00:00,00:00:00,00:00:00,6:41:00,,,,
2017-02-28,,,0:00:00,07:51:00,21:55:00,,,14:04:00,,,0:00:00,00:00:00,00:00:00,9:56:00,,,,
2017-03-01,,,0:00:00,10:19:00,21:20:00,,,11:01:00,,,0:00:00,00:00:00,00:00:00,12:59:00,,,,
2017-03-02,,,0:00:00,,20:39:00,,,20:39:00,,,0:00:00,20:39:00,00:00:00,3:21:00,,,,
2017-03-03,,,0:00:00,16:01:00,19:24:00,,,3:23:00,,,0:00:00,00:00:00,00:00:00,20:37:00,,,,
