Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2020-01-01,,,0:00:00,,04:47:00,08:17:00,,20:30:00,,,0:00:00,04:47:00,08:17:00,3:30:00,,,,
2020-01-02,,,0:00:00,,03:18:00,,,3:18:00,,,0:00:00,03:18:00,00:00:00,20:42:00,,,,
2020-01-03,,,0:00:00,,02:26:00,13:38:00,,12:48:00,,,0:00:00,02:26:00,13:38:00,11:12:00,,,,
2020-01-04,,,0:00:00,,01:40:00,15:59:00,,9:41:00,,,0:00:00,01:40:00,15:59:00,14:19:00,,,,
2020-01-05,,,0:00:00,18:46:00,23:34:00,,,4:48:00,,,0:00:00,00:00:00,00:00:00,19:12:00,,,,
2020-01-06,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-07,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-08,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-09,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-10,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-11,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-12,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-13,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-14,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-15,,,0:00:00,03:34:00,08:13:00,,,4:39:00,,,0:00:00,00:00:00,00:00:00,19:21:00,,,,
2020-01-16,,,0:00:00,02:06:00,,,,21:54:00,,,0:00:00,00:00:00,02:06:00,2:06:00,,,,
2020-01-17,,,0:00:00,01:09:00,14:25:00,,,13:16:00,,,0:00:00,00:00:00,00:00:00,10:44:00,,,,
2020-01-18,,,0:00:00,,17:32:00,22:56:00,,18:36:00,,,0:00:00,17:32:00,22:56:00,5:24:00,,,,
2020-01-19,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-20,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-21,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-22,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-23,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-24,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-25,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-26,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-27,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-01-28,,,0:00:00,,,,,24:00:00,,,0:00:00,,,0:00:00,,,,
2020-01-29,,,0:00:00,,01:56:00,08:26:00,,17:30:00,,,0:00:00,01:56:00,08:26:00,6:30:00,,,,
2020-01-30,,,0:00:00,,00:56:00,,,0:56:00,,,0:00:00,00:56:00,00:00:00,23:04:00,,,,
2020-01-31,,,0:00:00,13:14:00,23:22:00,,,10:08:00,,,0:00:00,00:00:00,00:00:00,13:52:00,,,,
2020-02-01,,,0:00:00,15:44:00,22:22:00,,,6:38:00,,,0:00:00,00:00:00,00:00:00,17:22:00,,,,
2020-02-02,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-03,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-04,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-05,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-06,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-07,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-08,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-09,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-10,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-11,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-12,,,0:00:00,,08:32:00,23:40:00,,8:52:00,,,0:00:00,08:32:00,23:40:00,15:08:00,,,,
2020-02-13,,,0:00:00,22:44:00,,,,1:16:00,,,0:00:00,00:00:00,22:44:00,22:44:00,,,,
2020-02-14,,,0:00:00,,14:40:00,21:35:00,,17:05:00,,,0:00:00,14:40:00,21:35:00,6:55:00,,,,
2020-02-15,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-16,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-17,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-18,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-19,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-20,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-21,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-22,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-23,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-02-24,,,0:00:00,,,,,24:00:00,,,0:00:00,,,0:00:00,,,,
2020-02-25,,,0:00:00,05:36:00,23:25:00,,,17:49:00,,,0:00:00,00:00:00,00:00:00,6:11:00,,,,
2020-02-26,,,0:00:00,08:18:00,22:35:00,,,14:17:00,,,0:00:00,00:00:00,00:00:00,9:43:00,,,,
2020-02-27,,,0:00:00,,21:49:00,,,21:49:00,,,0:00:00,21:49:00,00:00:00,2:11:00,,,,
2020-02-28,,,0:00:00,13:02:00,20:55:00,,,7:53:00,,,0:00:00,00:00:00,00:00:00,16:07:00,,,,
2020-02-29,,,0:00:00,16:07:00,19:20:00,,,3:13:00,,,0:00:00,00:00:00,00:00:00,20:47:00,,,,
2020-03-01,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-03-02,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-03-03,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-03-04,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-03-05,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-03-06,05:57:06,22:06:09,16:09:03,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,7:50:57,,,,
2020-03-07,06:05:24,21:57:36,15:52:11,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:07:49,,,,
2020-03-08,06:13:32,21:49:10,15:35:38,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:24:22,,,,
2020-03-09,06:21:30,21:40:52,15:19:22,23:50:00,,,,0:10:00,,,0:00:00,00:00:00,23:50:00,8:30:38,,,,
2020-03-10,06:29:21,21:32:41,15:03:21,,04:51:00,22:21:00,,6:30:00,,,0:00:00,04:51:00,22:21:00,2:26:39,,,,
2020-03-11,06:37:04,21:24:36,14:47:32,,08:21:00,21:20:00,,11:01:00,06:37:04,21:24:36,1:48:32,,,0:00:00,,,,
2020-03-12,06:44:40,21:16:35,14:31:55,20:17:00,,,,3:43:00,20:17:00,21:16:35,0:59:36,00:00:00,06:44:40,6:44:41,,,,
2020-03-13,06:52:11,21:08:40,14:16:29,,15:16:00,18:28:00,,20:48:00,06:52:11,21:08:40,11:04:29,,,0:00:00,,,,
2020-03-14,06:59:37,21:00:48,14:01:11,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,9:58:49,,,,
2020-03-15,07:06:59,20:53:00,13:46:02,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,10:13:58,,,,
2020-03-16,07:14:16,20:45:15,13:30:59,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,10:29:01,,,,
2020-03-17,07:21:30,20:37:33,13:16:02,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,10:43:58,,,,
2020-03-18,07:28:42,20:29:52,13:01:10,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,10:58:50,,,,
2020-03-19,07:35:51,20:22:14,12:46:23,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:13:37,,,,
2020-03-20,07:42:58,20:14:37,12:31:39,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:28:21,,,,
2020-03-21,07:50:03,20:07:01,12:16:57,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:43:03,,,,
2020-03-22,07:57:08,19:59:25,12:02:17,,23:36:00,,,23:36:00,07:57:08,19:59:25,12:02:17,23:36:00,00:00:00,0:24:00,,,,
2020-03-23,08:04:11,19:51:50,11:47:39,02:34:00,21:57:00,,,19:23:00,08:04:11,19:51:50,11:47:39,00:00:00,00:00:00,4:37:00,,,,
2020-03-24,08:11:15,19:44:15,11:33:00,05:42:00,21:02:00,,,15:20:00,08:11:15,19:44:15,11:33:00,00:00:00,00:00:00,8:40:00,,,,
2020-03-25,08:18:18,19:36:39,11:18:21,08:07:00,20:15:00,,,12:08:00,08:18:18,19:36:39,11:18:21,00:00:00,00:00:00,11:52:00,,,,
2020-03-26,08:25:23,19:29:03,11:03:41,,19:24:00,,,19:24:00,08:25:23,19:24:00,10:58:37,19:29:03,00:00:00,4:30:56,,,,
2020-03-27,08:32:28,19:21:26,10:48:58,13:12:00,18:09:00,,,4:57:00,13:12:00,18:09:00,4:57:00,00:00:00,00:00:00,13:11:02,,,,
2020-03-28,08:39:34,19:13:47,10:34:13,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,13:25:47,,,,
2020-03-29,08:46:42,19:06:06,10:19:24,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,13:40:36,,,,
2020-03-30,08:53:53,18:58:23,10:04:31,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,13:55:29,,,,
2020-03-31,09:01:06,18:50:38,9:49:32,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,14:10:28,,,,
2020-04-01,09:08:23,18:42:49,9:34:26,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,14:25:34,,,,
2020-04-02,09:15:43,18:34:56,9:19:13,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,14:40:47,,,,
2020-04-03,09:23:08,18:26:59,9:03:52,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,14:56:08,,,,
2020-04-04,09:30:38,18:18:58,8:48:20,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,15:11:40,,,,
2020-04-05,08:38:13,17:10:51,8:32:38,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,15:27:22,,,,
2020-04-06,08:45:55,17:02:37,8:16:42,20:14:00,,,,3:46:00,,,0:00:00,00:00:00,20:14:00,11:57:18,,,,
2020-04-07,08:53:45,16:54:17,8:00:32,,03:46:00,19:04:00,,8:42:00,,,0:00:00,03:46:00,19:04:00,7:17:28,,,,
2020-04-08,09:01:42,16:45:49,7:44:06,,06:59:00,18:03:00,,12:56:00,,,0:00:00,06:59:00,18:03:00,3:19:54,,,,
2020-04-09,09:09:50,16:37:11,7:27:21,16:46:00,,,,7:14:00,,,0:00:00,00:00:00,16:46:00,9:18:39,,,,
2020-04-10,09:18:08,16:28:23,7:10:16,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,16:49:44,,,,
2020-04-11,09:26:38,16:19:24,6:52:45,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,17:07:15,,,,
2020-04-12,09:35:23,16:10:11,6:34:48,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,17:25:12,,,,
2020-04-13,09:44:24,16:00:42,6:16:18,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,17:43:42,,,,
2020-04-14,09:53:44,15:50:54,5:57:10,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,18:02:50,,,,
2020-04-15,10:03:26,15:40:45,5:37:19,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,18:22:41,,,,
2020-04-16,10:13:35,15:30:09,5:16:34,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,18:43:26,,,,
2020-04-17,10:24:17,15:19:02,4:54:45,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,19:05:15,,,,
2020-04-18,10:35:38,15:07:15,4:31:36,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,19:28:24,,,,
2020-04-19,10:47:52,14:54:36,4:06:44,,19:36:00,,,19:36:00,10:47:52,14:54:36,4:06:44,19:36:00,00:00:00,4:24:00,,,,
2020-04-20,11:01:15,14:40:48,3:39:33,02:00:00,18:33:00,,,16:33:00,11:01:15,14:40:48,3:39:33,00:00:00,00:00:00,7:27:00,,,,
2020-04-21,11:16:18,14:25:22,3:09:04,04:32:00,17:44:00,,,13:12:00,11:16:18,14:25:22,3:09:04,00:00:00,00:00:00,10:48:00,,,,
2020-04-22,11:33:57,14:07:16,2:33:19,06:54:00,16:54:00,,,10:00:00,11:33:57,14:07:16,2:33:19,00:00:00,00:00:00,14:00:00,,,,
2020-04-23,12:50:33,13:43:55,0:53:22,,15:50:00,,,15:50:00,12:50:33,13:43:55,0:53:22,15:50:00,00:00:00,8:10:00,,,,
2020-04-24,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-04-25,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-04-26,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-04-27,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-04-28,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-04-29,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-04-30,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-01,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-02,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-03,,,0:00:00,19:20:00,,,,4:40:00,,,0:00:00,00:00:00,19:20:00,19:20:00,,,,
2020-05-04,,,0:00:00,,00:08:00,17:49:00,,6:19:00,,,0:00:00,00:08:00,17:49:00,17:41:00,,,,
2020-05-05,,,0:00:00,,03:36:00,16:47:00,,10:49:00,,,0:00:00,03:36:00,16:47:00,13:11:00,,,,
2020-05-06,,,0:00:00,,06:42:00,15:43:00,,14:59:00,,,0:00:00,06:42:00,15:43:00,9:01:00,,,,
2020-05-07,,,0:00:00,13:50:00,,,,10:10:00,,,0:00:00,00:00:00,13:50:00,13:50:00,,,,
2020-05-08,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-09,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-10,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-11,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-12,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-13,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-14,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-15,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-16,,,0:00:00,,18:27:00,23:04:00,,19:23:00,,,0:00:00,18:27:00,23:04:00,4:37:00,,,,
2020-05-17,,,0:00:00,,17:08:00,,,17:08:00,,,0:00:00,17:08:00,00:00:00,6:52:00,,,,
2020-05-18,,,0:00:00,01:52:00,16:15:00,,,14:23:00,,,0:00:00,00:00:00,00:00:00,9:37:00,,,,
2020-05-19,,,0:00:00,04:15:00,15:26:00,,,11:11:00,,,0:00:00,00:00:00,00:00:00,12:49:00,,,,
2020-05-20,,,0:00:00,06:41:00,14:29:00,,,7:48:00,,,0:00:00,00:00:00,00:00:00,16:12:00,,,,
2020-05-21,,,0:00:00,,12:44:00,,,12:44:00,,,0:00:00,12:44:00,00:00:00,11:16:00,,,,
2020-05-22,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-23,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-24,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-25,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-26,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-27,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-28,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-29,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-05-30,,,0:00:00,19:06:00,20:07:00,,,1:01:00,,,0:00:00,00:00:00,00:00:00,22:59:00,,,,
2020-05-31,,,0:00:00,16:31:00,,,,7:29:00,,,0:00:00,00:00:00,16:31:00,16:31:00,,,,
2020-06-01,,,0:00:00,,00:33:00,15:25:00,,9:08:00,,,0:00:00,00:33:00,15:25:00,14:52:00,,,,
2020-06-02,,,0:00:00,,03:34:00,14:26:00,,13:08:00,,,0:00:00,03:34:00,14:26:00,10:52:00,,,,
2020-06-03,,,0:00:00,13:10:00,,,,10:50:00,,,0:00:00,00:00:00,13:10:00,13:10:00,,,,
2020-06-04,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-05,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-06,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-07,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-08,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-09,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-10,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-11,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-12,,,0:00:00,,18:07:00,19:12:00,,22:55:00,,,0:00:00,18:07:00,19:12:00,1:05:00,,,,
2020-06-13,,,0:00:00,,15:47:00,23:03:00,,16:44:00,,,0:00:00,15:47:00,23:03:00,7:16:00,,,,
2020-06-14,,,0:00:00,,14:48:00,,,14:48:00,,,0:00:00,14:48:00,00:00:00,9:12:00,,,,
2020-06-15,,,0:00:00,01:32:00,13:59:00,,,12:27:00,,,0:00:00,00:00:00,00:00:00,11:33:00,,,,
2020-06-16,,,0:00:00,03:55:00,,,,20:05:00,,,0:00:00,00:00:00,03:55:00,3:55:00,,,,
2020-06-17,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-18,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-19,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-20,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-21,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-22,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-23,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2020-06-24,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
