Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2011-01-01,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-02,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-03,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-04,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-05,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-06,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-07,,,0:00:00,,,,,24:00:00,,,0:00:00,,,0:00:00,,,,
2011-01-08,,,0:00:00,,01:59:00,07:26:00,,18:33:00,,,0:00:00,01:59:00,07:26:00,5:27:00,,,,
2011-01-09,,,0:00:00,10:09:00,23:54:00,,,13:45:00,,,0:00:00,00:00:00,00:00:00,10:15:00,,,,
2011-01-10,,,0:00:00,,23:03:00,,,23:03:00,,,0:00:00,23:03:00,00:00:00,0:57:00,,,,
2011-01-11,,,0:00:00,15:03:00,22:02:00,,,6:59:00,,,0:00:00,00:00:00,00:00:00,17:01:00,,,,
2011-01-12,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-13,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-14,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-15,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-16,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-17,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-18,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-19,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-20,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-21,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-22,,,0:00:00,,06:32:00,23:46:00,,6:46:00,,,0:00:00,06:32:00,23:46:00,17:14:00,,,,
2011-01-23,,,0:00:00,22:45:00,,,,1:15:00,,,0:00:00,00:00:00,22:45:00,22:45:00,,,,
2011-01-24,,,0:00:00,,13:00:00,21:40:00,,15:20:00,,,0:00:00,13:00:00,21:40:00,8:40:00,,,,
2011-01-25,,,0:00:00,,16:51:00,19:43:00,,21:08:00,,,0:00:00,16:51:00,19:43:00,2:52:00,,,,
2011-01-26,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-27,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-28,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-29,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-30,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-01-31,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-02-01,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-02-02,,,0:00:00,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,
2011-02-03,,,0:00:00,,,,,24:00:00,,,0:00:00,,,0:00:00,,,,
2011-02-04,,,0:00:00,04:10:00,23:23:00,,,19:13:00,,,0:00:00,00:00:00,00:00:00,4:47:00,,,,
