Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2007-01-01,,,0:00:00,,,,,0:00:00,153.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-02,,,0:00:00,,,,,0:00:00,166.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-03,,,0:00:00,,,,,0:00:00,178.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-04,,,0:00:00,,,,,0:00:00,191.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-05,,,0:00:00,,,,,0:00:00,203.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-06,,,0:00:00,,,,,0:00:00,215.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-07,,,0:00:00,,,,,0:00:00,226.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-08,,,0:00:00,03:41:00,07:26:00,,,3:45:00,237.43,,,0:00:00,3:45:00,00:00:00,00:00:00,20:15:00,0:00:00,3:45:00,20:15:00,,,,,,,
2007-01-09,,,0:00:00,01:48:00,,,,22:12:00,248.43,,,0:00:00,22:12:00,00:00:00,01:48:00,1:48:00,0:00:00,22:12:00,1:48:00,,,,,,,
2007-01-10,,,0:00:00,,13:29:00,23:33:00,,13:56:00,259.43,,,0:00:00,13:56:00,13:29:00,23:33:00,10:04:00,0:00:00,13:56:00,10:04:00,,,,,,,
2007-01-11,,,0:00:00,,16:25:00,22:04:00,,18:21:00,270.43,,,0:00:00,18:21:00,16:25:00,22:04:00,5:39:00,0:00:00,18:21:00,5:39:00,,,,,,,
2007-01-12,,,0:00:00,,,,,0:00:00,280.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-13,,,0:00:00,,,,,0:00:00,291.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-14,,,0:00:00,,,,,0:00:00,302.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-15,,,0:00:00,,,,,0:00:00,314.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-16,,,0:00:00,,,,,0:00:00,326.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-17,,,0:00:00,,,,,0:00:00,338.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-18,,,0:00:00,,,,,0:00:00,350.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-19,,,0:00:00,,,,,0:00:00,3.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-20,,,0:00:00,,,,,0:00:00,16.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-21,,,0:00:00,,,,,24:00:00,30.43,,,0:00:00,24:00:00,,,0:00:00,0:00:00,24:00:00,0:00:00,,,,,,,
2007-01-22,,,0:00:00,,02:49:00,06:26:00,,20:23:00,43.43,,,0:00:00,20:23:00,02:49:00,06:26:00,3:37:00,0:00:00,20:23:00,3:37:00,,,,,,,
2007-01-23,,,0:00:00,,23:20:00,,,23:20:00,56.43,,,0:00:00,23:20:00,23:20:00,00:00:00,0:40:00,0:00:00,23:20:00,0:40:00,,,,,,,
2007-01-24,,,0:00:00,13:50:00,21:54:00,,,8:04:00,70.43,,,0:00:00,8:04:00,00:00:00,00:00:00,15:56:00,0:00:00,8:04:00,15:56:00,,,,,,,
2007-01-25,,,0:00:00,,,,,0:00:00,83.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-26,,,0:00:00,,,,,0:00:00,96.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-27,,,0:00:00,,,,,0:00:00,109.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-28,,,0:00:00,,,,,0:00:00,122.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-29,,,0:00:00,,,,,0:00:00,134.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-30,,,0:00:00,,,,,0:00:00,147.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-01-31,,,0:00:00,,,,,0:00:00,159.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-01,,,0:00:00,,,,,0:00:00,171.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-02,,,0:00:00,,,,,0:00:00,183.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-03,,,0:00:00,,,,,0:00:00,194.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-04,,,0:00:00,,,,,0:00:00,206.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-05,,,0:00:00,,07:50:00,23:15:00,,8:35:00,217.43,,,0:00:00,8:35:00,07:50:00,23:15:00,15:25:00,0:00:00,8:35:00,15:25:00,,,,,,,
2007-02-06,,,0:00:00,22:09:00,,,,1:51:00,228.43,,,0:00:00,1:51:00,00:00:00,22:09:00,22:09:00,0:00:00,1:51:00,22:09:00,,,,,,,
2007-02-07,,,0:00:00,,13:24:00,20:54:00,,16:30:00,238.43,,,0:00:00,16:30:00,13:24:00,20:54:00,7:30:00,0:00:00,16:30:00,7:30:00,,,,,,,
2007-02-08,,,0:00:00,,,,,0:00:00,249.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-09,,,0:00:00,,,,,0:00:00,260.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-10,,,0:00:00,,,,,0:00:00,271.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-11,,,0:00:00,,,,,0:00:00,282.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-12,,,0:00:00,,,,,0:00:00,293.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-13,,,0:00:00,,,,,0:00:00,305.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-14,,,0:00:00,,,,,0:00:00,317.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-15,,,0:00:00,,,,,0:00:00,330.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-16,,,0:00:00,,,,,0:00:00,343.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-17,,,0:00:00,,,,,0:00:00,356.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-18,,,0:00:00,,23:35:00,,,23:35:00,10.43,,,0:00:00,0:00:00,23:35:00,00:00:00,0:25:00,0:00:00,23:35:00,0:25:00,,,,,,,
2007-02-19,,,0:00:00,07:06:00,22:04:00,,,14:58:00,24.43,,,0:00:00,0:00:00,00:00:00,00:00:00,9:02:00,0:00:00,14:58:00,9:02:00,,,,,,,
2007-02-20,,,0:00:00,,20:42:00,,,20:42:00,38.43,,,0:00:00,20:42:00,20:42:00,00:00:00,3:18:00,0:00:00,20:42:00,3:18:00,,,,,,,
2007-02-21,,,0:00:00,14:44:00,18:32:00,,,3:48:00,51.43,,,0:00:00,3:48:00,00:00:00,00:00:00,20:12:00,0:00:00,3:48:00,20:12:00,,,,,,,
2007-02-22,,,0:00:00,,,,,0:00:00,65.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-23,,,0:00:00,,,,,0:00:00,78.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-24,,,0:00:00,,,,,0:00:00,91.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-25,,,0:00:00,,,,,0:00:00,104.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-26,,,0:00:00,,,,,0:00:00,116.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-27,,,0:00:00,,,,,0:00:00,128.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-02-28,,,0:00:00,,,,,0:00:00,140.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-03-01,,,0:00:00,,,,,0:00:00,152.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-03-02,,,0:00:00,,,,,0:00:00,163.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2007-03-03,,,0:00:00,23:27:00,,,,0:33:00,175.43,,,0:00:00,0:33:00,00:00:00,23:27:00,23:27:00,0:00:00,0:33:00,23:27:00,,,,,,,
2007-03-04,,,0:00:00,,04:49:00,21:53:00,,6:56:00,186.43,,,0:00:00,6:56:00,04:49:00,21:53:00,17:04:00,0:00:00,6:56:00,17:04:00,,,,,,,
2007-03-05,,,0:00:00,,07:51:00,20:46:00,,11:05:00,197.43,,,0:00:00,11:05:00,07:51:00,20:46:00,12:55:00,0:00:00,11:05:00,12:55:00,,,,,,,
2007-03-06,,,0:00:00,19:37:00,,,,4:23:00,208.43,,,0:00:00,4:23:00,00:00:00,19:37:00,19:37:00,0:00:00,4:23:00,19:37:00,,,,,,,
2007-03-07,05:58:26,22:04:50,16:06:24,,13:48:00,17:49:00,,19:59:00,219.43,05:58:26,22:04:50,12:05:24,19:59:00,,,0:00:00,0:00:00,19:59:00,0:00:00,,,,,,,
2007-03-08,06:06:42,21:56:17,15:49:35,,,,,0:00:00,229.43,,,0:00:00,0:00:00,00:00:00,00:00:00,8:10:25,15:49:35,0:00:00,8:10:25,,,,,,,
2007-03-09,06:14:48,21:47:53,15:33:05,,,,,0:00:00,240.43,,,0:00:00,0:00:00,00:00:00,00:00:00,8:26:55,15:33:05,0:00:00,8:26:55,,,,,,,
2007-03-10,06:22:45,21:39:36,15:16:51,,,,,0:00:00,251.43,,,0:00:00,0:00:00,00:00:00,00:00:00,8:43:09,15:16:51,0:00:00,8:43:09,,,,,,,
2007-03-11,06:30:34,21:31:26,15:00:52,,,,,0:00:00,262.43,,,0:00:00,0:00:00,00:00:00,00:00:00,8:59:08,15:00:52,0:00:00,8:59:08,,,,,,,
2007-03-12,06:38:16,21:23:21,14:45:05,,,,,0:00:00,273.43,,,0:00:00,0:00:00,00:00:00,00:00:00,9:14:55,14:45:05,0:00:00,9:14:55,,,,,,,
2007-03-13,06:45:52,21:15:22,14:29:30,,,,,0:00:00,285.43,,,0:00:00,0:00:00,00:00:00,00:00:00,9:30:30,14:29:30,0:00:00,9:30:30,,,,,,,
2007-03-14,06:53:22,21:07:27,14:14:05,,,,,0:00:00,297.43,,,0:00:00,0:00:00,00:00:00,00:00:00,9:45:55,14:14:05,0:00:00,9:45:55,,,,,,,
2007-03-15,07:00:47,20:59:36,13:58:48,,,,,0:00:00,310.43,,,0:00:00,0:00:00,00:00:00,00:00:00,10:01:12,13:58:48,0:00:00,10:01:12,,,,,,,
2007-03-16,07:08:08,20:51:48,13:43:40,,,,,0:00:00,323.43,,,0:00:00,0:00:00,00:00:00,00:00:00,10:16:20,13:43:40,0:00:00,10:16:20,,,,,,,
2007-03-17,07:15:25,20:44:03,13:28:38,,23:13:00,,,23:13:00,336.43,07:15:25,20:44:03,13:28:38,0:00:00,23:13:00,00:00:00,0:47:00,13:28:38,23:13:00,0:47:00,,,,,,,
2007-03-18,06:22:39,19:36:21,13:13:42,02:50:00,20:00:00,,,17:10:00,350.43,06:22:39,19:36:21,13:13:42,0:00:00,00:00:00,00:00:00,6:50:00,13:13:42,17:10:00,6:50:00,,,,,,,
2007-03-19,06:29:50,19:28:41,12:58:51,06:01:00,18:37:00,,,12:36:00,4.43,06:29:50,18:37:00,12:07:10,0:00:00,00:00:00,00:00:00,10:32:19,12:58:51,12:36:00,10:32:19,,,,,,,
2007-03-20,06:36:59,19:21:03,12:44:04,,17:02:00,,,17:02:00,18.43,06:36:59,17:02:00,10:25:01,0:00:00,19:21:03,00:00:00,4:38:57,12:44:04,17:02:00,4:38:57,,,,,,,
2007-03-21,06:44:05,19:13:26,12:29:20,,,,,0:00:00,32.43,,,0:00:00,0:00:00,00:00:00,00:00:00,11:30:40,12:29:20,0:00:00,11:30:40,,,,,,,
