Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2014-01-01,,,0:00:00,,,,,0:00:00,359.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-02,,,0:00:00,,,,,0:00:00,13.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-03,,,0:00:00,,,,,24:00:00,27.43,,,0:00:00,,,0:00:00,,,0:00:00,,,,,
2014-01-04,,,0:00:00,,03:04:00,05:23:00,,21:41:00,41.43,,,0:00:00,,,0:00:00,03:04:00,05:23:00,2:19:00,,,,,
2014-01-05,,,0:00:00,,01:27:00,08:59:00,,16:28:00,55.43,,,0:00:00,,,0:00:00,01:27:00,08:59:00,7:32:00,,,,,
2014-01-06,,,0:00:00,,00:42:00,,,0:42:00,68.43,,,0:00:00,,,0:00:00,00:42:00,00:00:00,23:18:00,,,,,
2014-01-07,,,0:00:00,14:06:00,23:26:00,,,9:20:00,81.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,14:40:00,,,,,
2014-01-08,,,0:00:00,16:42:00,22:35:00,,,5:53:00,93.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,18:07:00,,,,,
2014-01-09,,,0:00:00,,,,,0:00:00,106.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-10,,,0:00:00,,,,,0:00:00,117.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-11,,,0:00:00,,,,,0:00:00,129.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-12,,,0:00:00,,,,,0:00:00,140.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-13,,,0:00:00,,,,,0:00:00,151.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-14,,,0:00:00,,,,,0:00:00,162.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-15,,,0:00:00,,,,,0:00:00,173.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-16,,,0:00:00,,,,,0:00:00,183.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-17,,,0:00:00,,,,,0:00:00,194.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-18,,,0:00:00,,,,,0:00:00,205.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-19,,,0:00:00,01:00:00,06:51:00,,,5:51:00,216.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,18:09:00,,,,,
2014-01-20,,,0:00:00,,09:10:00,23:38:00,,9:32:00,227.43,,,0:00:00,,,0:00:00,09:10:00,23:38:00,14:28:00,,,,,
2014-01-21,,,0:00:00,23:05:00,,,,0:55:00,238.43,,,0:00:00,,,0:00:00,00:00:00,23:05:00,23:05:00,,,,,
2014-01-22,,,0:00:00,,13:29:00,22:30:00,,14:59:00,249.43,,,0:00:00,,,0:00:00,13:29:00,22:30:00,9:01:00,,,,,
2014-01-23,,,0:00:00,,15:56:00,21:40:00,,18:16:00,261.43,,,0:00:00,,,0:00:00,15:56:00,21:40:00,5:44:00,,,,,
2014-01-24,,,0:00:00,,,,,0:00:00,273.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-25,,,0:00:00,,,,,0:00:00,285.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-26,,,0:00:00,,,,,0:00:00,298.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-27,,,0:00:00,,,,,0:00:00,311.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-28,,,0:00:00,,,,,0:00:00,325.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-29,,,0:00:00,,,,,0:00:00,339.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-30,,,0:00:00,,,,,0:00:00,353.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-01-31,,,0:00:00,,,,,24:00:00,7.43,,,0:00:00,,,0:00:00,,,0:00:00,,,,,
2014-02-01,,,0:00:00,05:28:00,23:18:00,,,17:50:00,21.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,6:10:00,,,,,
2014-02-02,,,0:00:00,08:29:00,22:38:00,,,14:09:00,35.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,9:51:00,,,,,
2014-02-03,,,0:00:00,,22:00:00,,,22:00:00,48.43,,,0:00:00,,,0:00:00,22:00:00,00:00:00,2:00:00,,,,,
2014-02-04,,,0:00:00,13:40:00,21:17:00,,,7:37:00,61.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,16:23:00,,,,,
2014-02-05,,,0:00:00,16:42:00,20:02:00,,,3:20:00,74.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,20:40:00,,,,,
2014-02-06,,,0:00:00,,,,,0:00:00,86.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-07,,,0:00:00,,,,,0:00:00,98.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-08,,,0:00:00,,,,,0:00:00,109.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-09,,,0:00:00,,,,,0:00:00,120.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-10,,,0:00:00,,,,,0:00:00,131.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-11,,,0:00:00,,,,,0:00:00,142.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-12,,,0:00:00,,,,,0:00:00,153.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-13,,,0:00:00,,,,,0:00:00,164.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-14,,,0:00:00,23:37:00,,,,0:23:00,174.43,,,0:00:00,,,0:00:00,00:00:00,23:37:00,23:37:00,,,,,
2014-02-15,,,0:00:00,,04:09:00,22:41:00,,5:28:00,185.43,,,0:00:00,,,0:00:00,04:09:00,22:41:00,18:32:00,,,,,
2014-02-16,,,0:00:00,,06:38:00,22:04:00,,8:34:00,196.43,,,0:00:00,,,0:00:00,06:38:00,22:04:00,15:26:00,,,,,
2014-02-17,,,0:00:00,,08:48:00,21:31:00,,11:17:00,208.43,,,0:00:00,,,0:00:00,08:48:00,21:31:00,12:43:00,,,,,
2014-02-18,,,0:00:00,20:58:00,,,,3:02:00,219.43,,,0:00:00,,,0:00:00,00:00:00,20:58:00,20:58:00,,,,,
2014-02-19,,,0:00:00,,13:15:00,20:17:00,,16:58:00,231.43,,,0:00:00,,,0:00:00,13:15:00,20:17:00,7:02:00,,,,,
2014-02-20,,,0:00:00,,16:15:00,18:57:00,,21:18:00,242.43,,,0:00:00,,,0:00:00,16:15:00,18:57:00,2:42:00,,,,,
2014-02-21,,,0:00:00,,,,,0:00:00,254.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-22,,,0:00:00,,,,,0:00:00,267.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-23,,,0:00:00,,,,,0:00:00,279.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-24,,,0:00:00,,,,,0:00:00,292.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-25,,,0:00:00,,,,,0:00:00,306.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-26,,,0:00:00,,,,,0:00:00,319.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-02-27,,,0:00:00,,23:51:00,,,23:51:00,333.43,,,0:00:00,,,0:00:00,23:51:00,00:00:00,0:09:00,,,,,
2014-02-28,,,0:00:00,01:13:00,21:58:00,,,20:45:00,347.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,3:15:00,,,,,
2014-03-01,,,0:00:00,05:08:00,21:11:00,,,16:03:00,1.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,7:57:00,,,,,
2014-03-02,,,0:00:00,07:53:00,20:34:00,,,12:41:00,14.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:19:00,,,,,
2014-03-03,,,0:00:00,,19:55:00,,,19:55:00,28.43,,,0:00:00,,,0:00:00,19:55:00,00:00:00,4:05:00,,,,,
2014-03-04,,,0:00:00,13:12:00,19:04:00,,,5:52:00,41.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,18:08:00,,,,,
2014-03-05,,,0:00:00,,,,,0:00:00,54.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-03-06,,,0:00:00,,,,,0:00:00,66.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,24:00:00,,,,,
2014-03-07,06:00:59,22:02:11,16:01:12,,,,,0:00:00,78.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,7:58:48,,,,,
2014-03-08,06:09:12,21:53:41,15:44:30,,,,,0:00:00,90.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:15:30,,,,,
2014-03-09,06:17:15,21:45:20,15:28:05,,,,,0:00:00,101.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:31:55,,,,,
2014-03-10,06:25:09,21:37:05,15:11:56,,,,,0:00:00,112.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,8:48:04,,,,,
2014-03-11,06:32:56,21:28:56,14:56:00,,,,,0:00:00,122.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,9:04:00,,,,,
2014-03-12,06:40:36,21:20:54,14:40:18,,,,,0:00:00,133.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,9:19:42,,,,,
2014-03-13,06:48:10,21:12:56,14:24:46,22:24:00,,,,1:36:00,144.43,,,0:00:00,,,0:00:00,00:00:00,22:24:00,7:59:14,,,,,
2014-03-14,06:55:38,21:05:02,14:09:24,,01:13:00,21:09:00,,4:04:00,155.43,,,0:00:00,,,0:00:00,01:13:00,21:09:00,5:46:36,,,,,
2014-03-15,07:03:02,20:57:12,13:54:10,,04:01:00,20:28:00,,7:33:00,166.43,20:28:00,20:57:12,0:29:12,20:28:00,20:57:12,0:29:12,04:01:00,07:03:02,3:02:03,,,,,
2014-03-16,07:10:22,20:49:25,13:39:04,,06:15:00,19:55:00,,10:20:00,177.43,19:55:00,20:49:25,0:54:26,19:55:00,20:49:25,0:54:26,06:15:00,07:10:22,0:55:22,,,,,
2014-03-17,07:17:38,20:41:42,13:24:04,,08:24:00,19:24:00,,13:00:00,189.43,07:17:38,20:41:42,2:24:04,07:17:38,20:41:42,2:24:04,,,0:00:00,,,,,
2014-03-18,07:24:50,20:34:00,13:09:10,18:47:00,,,,5:13:00,200.43,18:47:00,20:34:00,1:47:01,18:47:00,20:34:00,1:47:01,00:00:00,07:24:50,7:24:51,,,,,
2014-03-19,07:32:00,20:26:21,12:54:20,,13:15:00,17:50:00,,19:25:00,212.43,07:32:00,20:26:21,8:19:20,07:32:00,20:26:21,8:19:20,,,0:00:00,,,,,
2014-03-20,07:39:08,20:18:43,12:39:35,,,,,0:00:00,224.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:20:25,,,,,
2014-03-21,07:46:15,20:11:06,12:24:52,,,,,0:00:00,237.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:35:08,,,,,
2014-03-22,07:53:20,20:03:31,12:10:11,,,,,0:00:00,249.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,11:49:49,,,,,
2014-03-23,08:00:24,19:55:56,11:55:32,,,,,0:00:00,262.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,12:04:28,,,,,
2014-03-24,08:07:27,19:48:21,11:40:54,,,,,0:00:00,275.43,,,0:00:00,,,0:00:00,00:00:00,00:00:00,12:19:06,,,,,
