Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2023-01-01,,,0:00:00,,,,,0:00:00,119.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-02,,,0:00:00,,,,,0:00:00,131.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-03,,,0:00:00,,,,,0:00:00,142.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-04,,,0:00:00,,,,,0:00:00,153.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-05,,,0:00:00,,,,,0:00:00,164.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-06,,,0:00:00,,,,,0:00:00,175.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-07,,,0:00:00,,,,,0:00:00,186.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-08,,,0:00:00,,,,,0:00:00,197.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-09,,,0:00:00,,,,,0:00:00,208.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-10,,,0:00:00,,,,,0:00:00,218.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-11,,,0:00:00,,,,,0:00:00,229.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-12,,,0:00:00,03:58:00,07:41:00,,,3:43:00,240.43,,,0:00:00,3:43:00,00:00:00,00:00:00,20:17:00,0:00:00,3:43:00,20:17:00,,,,,,,
2023-01-13,,,0:00:00,02:10:00,,,,21:50:00,251.43,,,0:00:00,21:50:00,00:00:00,02:10:00,2:10:00,0:00:00,21:50:00,2:10:00,,,,,,,
2023-01-14,,,0:00:00,,13:43:00,23:57:00,,13:46:00,263.43,,,0:00:00,13:46:00,13:43:00,23:57:00,10:14:00,0:00:00,13:46:00,10:14:00,,,,,,,
2023-01-15,,,0:00:00,,16:48:00,22:28:00,,18:20:00,274.43,,,0:00:00,18:20:00,16:48:00,22:28:00,5:40:00,0:00:00,18:20:00,5:40:00,,,,,,,
2023-01-16,,,0:00:00,,,,,0:00:00,287.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
2023-01-17,,,0:00:00,,,,,0:00:00,299.43,,,0:00:00,0:00:00,00:00:00,00:00:00,24:00:00,0:00:00,0:00:00,24:00:00,,,,,,,
