Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2019-01-01,08:06:32,16:01:32,7:55:00,03:10:00,13:22:00,,,10:12:00,08:06:32,13:22:00,5:15:27,00:00:00,00:00:00,11:08:27,,,,
2019-01-02,08:06:25,16:02:36,7:56:11,04:21:00,13:50:00,,,9:29:00,08:06:25,13:50:00,5:43:34,00:00:00,00:00:00,12:18:23,,,,
2019-01-03,08:06:15,16:03:43,7:57:27,05:28:00,14:22:00,,,8:54:00,08:06:15,14:22:00,6:15:44,00:00:00,00:00:00,13:24:17,,,,
2019-01-04,08:06:02,16:04:52,7:58:50,06:32:00,15:00:00,,,8:28:00,08:06:02,15:00:00,6:53:57,00:00:00,00:00:00,14:27:08,,,,
2019-01-05,08:05:45,16:06:04,8:00:18,07:29:00,15:46:00,,,8:17:00,08:05:45,15:46:00,7:40:14,00:00:00,00:00:00,15:22:56,,,,
2019-01-06,08:05:25,16:07:18,8:01:53,08:18:00,16:38:00,,,8:20:00,08:18:00,16:07:18,7:49:18,00:00:00,00:00:00,15:27:26,,,,
2019-01-07,08:05:02,16:08:34,8:03:32,08:59:00,17:36:00,,,8:37:00,08:59:00,16:08:34,7:09:35,00:00:00,00:00:00,14:29:03,,,,
2019-01-08,08:04:36,16:09:53,8:05:18,09:34:00,18:38:00,,,9:04:00,09:34:00,16:09:53,6:35:54,00:00:00,00:00:00,13:26:36,,,,
2019-01-09,08:04:06,16:11:14,8:07:08,10:02:00,19:42:00,,,9:40:00,10:02:00,16:11:14,6:09:15,00:00:00,00:00:00,12:22:06,,,,
2019-01-10,08:03:33,16:12:37,8:09:04,10:26:00,20:46:00,,,10:20:00,10:26:00,16:12:37,5:46:38,00:00:00,00:00:00,11:17:33,,,,
2019-01-11,08:02:57,16:14:02,8:11:05,10:47:00,21:52:00,,,11:05:00,10:47:00,16:14:02,5:27:03,00:00:00,00:00:00,10:10:57,,,,
2019-01-12,08:02:18,16:15:29,8:13:11,11:07:00,22:58:00,,,11:51:00,11:07:00,16:15:29,5:08:30,00:00:00,00:00:00,9:04:18,,,,
2019-01-13,08:01:36,16:16:58,8:15:22,11:26:00,,,,12:34:00,11:26:00,16:16:58,4:50:58,00:00:00,08:01:36,8:01:36,,,,
2019-01-14,08:00:50,16:18:29,8:17:38,,00:05:00,11:46:00,,12:19:00,11:46:00,16:18:29,4:32:29,00:05:00,08:00:50,7:55:51,,,,
2019-01-15,08:00:02,16:20:01,8:19:59,,01:15:00,12:08:00,,13:07:00,12:08:00,16:20:01,4:12:01,01:15:00,08:00:02,6:45:03,,,,
2019-01-16,07:59:11,16:21:35,8:22:24,,02:27:00,12:34:00,,13:53:00,12:34:00,16:21:35,3:47:35,02:27:00,07:59:11,5:32:12,,,,
2019-01-17,07:58:17,16:23:10,8:24:53,,03:41:00,13:05:00,,14:36:00,13:05:00,16:23:10,3:18:10,03:41:00,07:58:17,4:17:18,,,,
2019-01-18,07:57:20,16:24:47,8:27:26,,04:56:00,13:46:00,,15:10:00,13:46:00,16:24:47,2:38:47,04:56:00,07:57:20,3:01:21,,,,
2019-01-19,07:56:21,16:26:25,8:30:04,,06:08:00,14:38:00,,15:30:00,14:38:00,16:26:25,1:48:25,06:08:00,07:56:21,1:48:21,,,,
2019-01-20,07:55:19,16:28:04,8:32:46,,07:13:00,15:43:00,,15:30:00,15:43:00,16:28:04,0:45:05,07:13:00,07:55:19,0:42:19,,,,
2019-01-21,07:54:14,16:29:45,8:35:31,,08:07:00,16:59:00,,15:08:00,07:54:14,08:07:00,0:12:46,16:29:45,16:59:00,0:29:15,,,,
2019-01-22,07:53:06,16:31:26,8:38:20,,08:50:00,18:22:00,,14:28:00,07:53:06,08:50:00,0:56:53,16:31:26,18:22:00,1:50:33,,,,
2019-01-23,07:51:56,16:33:09,8:41:13,,09:25:00,19:46:00,,13:39:00,07:51:56,09:25:00,1:33:04,16:33:09,19:46:00,3:12:51,,,,
2019-01-24,07:50:43,16:34:52,8:44:09,,09:53:00,21:09:00,,12:44:00,07:50:43,09:53:00,2:02:16,16:34:52,21:09:00,4:34:07,,,,
2019-01-25,07:49:28,16:36:37,8:47:09,,10:18:00,22:28:00,,11:50:00,07:49:28,10:18:00,2:28:31,16:36:37,22:28:00,5:51:23,,,,
2019-01-26,07:48:11,16:38:22,8:50:11,,10:41:00,23:45:00,,10:56:00,07:48:11,10:41:00,2:52:49,16:38:22,23:45:00,7:06:38,,,,
2019-01-27,07:46:51,16:40:08,8:53:17,,11:04:00,,,11:04:00,07:46:51,11:04:00,3:17:09,16:40:08,00:00:00,7:19:52,,,,
2019-01-28,07:45:29,16:41:54,8:56:25,01:00:00,11:27:00,,,10:27:00,07:45:29,11:27:00,3:41:31,00:00:00,00:00:00,8:18:05,,,,
2019-01-29,07:44:05,16:43:42,8:59:37,02:12:00,11:54:00,,,9:42:00,07:44:05,11:54:00,4:09:55,00:00:00,00:00:00,9:28:18,,,,
2019-01-30,07:42:38,16:45:29,9:02:51,03:21:00,12:24:00,,,9:03:00,07:42:38,12:24:00,4:41:21,00:00:00,00:00:00,10:35:30,,,,
2019-01-31,07:41:10,16:47:17,9:06:08,04:25:00,13:00:00,,,8:35:00,07:41:10,13:00:00,5:18:50,00:00:00,00:00:00,11:37:42,,,,
2019-02-01,07:39:39,16:49:06,9:09:27,05:24:00,13:43:00,,,8:19:00,07:39:39,13:43:00,6:03:21,00:00:00,00:00:00,12:34:54,,,,
2019-02-02,07:38:06,16:50:55,9:12:49,06:15:00,14:33:00,,,8:18:00,07:38:06,14:33:00,6:54:53,00:00:00,00:00:00,13:24:05,,,,
2019-02-03,07:36:31,16:52:44,9:16:13,06:59:00,15:29:00,,,8:30:00,07:36:31,15:29:00,7:52:28,00:00:00,00:00:00,14:06:15,,,,
2019-02-04,07:34:55,16:54:33,9:19:39,07:35:00,16:29:00,,,8:54:00,07:35:00,16:29:00,8:54:00,00:00:00,00:00:00,14:40:21,,,,
2019-02-05,07:33:17,16:56:23,9:23:07,08:05:00,17:33:00,,,9:28:00,08:05:00,16:56:23,8:51:24,00:00:00,00:00:00,14:00:17,,,,
2019-02-06,07:31:36,16:58:13,9:26:37,08:31:00,18:37:00,,,10:06:00,08:31:00,16:58:13,8:27:13,00:00:00,00:00:00,12:54:37,,,,
2019-02-07,07:29:54,17:00:03,9:30:09,08:53:00,19:42:00,,,10:49:00,08:53:00,17:00:03,8:07:03,00:00:00,00:00:00,11:47:55,,,,
2019-02-08,07:28:11,17:01:53,9:33:42,09:13:00,20:48:00,,,11:35:00,09:13:00,17:01:53,7:48:53,00:00:00,00:00:00,10:40:11,,,,
2019-02-09,07:26:25,17:03:43,9:37:18,09:32:00,21:54:00,,,12:22:00,09:32:00,17:03:43,7:31:43,00:00:00,00:00:00,9:32:26,,,,
2019-02-10,07:24:38,17:05:33,9:40:55,09:51:00,23:02:00,,,13:11:00,09:51:00,17:05:33,7:14:34,00:00:00,00:00:00,8:22:39,,,,
2019-02-11,07:22:50,17:07:23,9:44:33,10:11:00,,,,13:49:00,10:11:00,17:07:23,6:56:24,00:00:00,07:22:50,7:22:51,,,,
2019-02-12,07:21:00,17:09:13,9:48:13,,00:11:00,10:35:00,,13:36:00,10:35:00,17:09:13,6:34:14,00:11:00,07:21:00,7:10:01,,,,
2019-02-13,07:19:09,17:11:03,9:51:54,,01:22:00,11:02:00,,14:20:00,11:02:00,17:11:03,6:09:03,01:22:00,07:19:09,5:57:09,,,,
2019-02-14,07:17:16,17:12:53,9:55:37,,02:35:00,11:37:00,,14:58:00,11:37:00,17:12:53,5:35:53,02:35:00,07:17:16,4:42:16,,,,
2019-02-15,07:15:22,17:14:42,9:59:21,,03:46:00,12:21:00,,15:25:00,12:21:00,17:14:42,4:53:43,03:46:00,07:15:22,3:29:22,,,,
2019-02-16,07:13:26,17:16:32,10:03:06,,04:53:00,13:18:00,,15:35:00,13:18:00,17:16:32,3:58:32,04:53:00,07:13:26,2:20:27,,,,
2019-02-17,07:11:29,17:18:21,10:06:52,,05:51:00,14:27:00,,15:24:00,14:27:00,17:18:21,2:51:22,05:51:00,07:11:29,1:20:30,,,,
2019-02-18,07:09:32,17:20:10,10:10:39,,06:39:00,15:47:00,,14:52:00,15:47:00,17:20:10,1:33:11,06:39:00,07:09:32,0:30:32,,,,
2019-02-19,07:07:32,17:21:59,10:14:27,,07:18:00,17:12:00,,14:06:00,07:07:32,17:21:59,0:20:27,,,0:00:00,,,,
2019-02-20,07:05:32,17:23:48,10:18:15,,07:50:00,18:37:00,,13:13:00,07:05:32,07:50:00,0:44:27,17:23:48,18:37:00,1:13:12,,,,
2019-02-21,07:03:31,17:25:36,10:22:05,,08:17:00,20:02:00,,12:15:00,07:03:31,08:17:00,1:13:29,17:25:36,20:02:00,2:36:23,,,,
2019-02-22,07:01:28,17:27:24,10:25:56,,08:42:00,21:23:00,,11:19:00,07:01:28,08:42:00,1:40:31,17:27:24,21:23:00,3:55:35,,,,
2019-02-23,06:59:25,17:29:12,10:29:47,,09:05:00,22:42:00,,10:23:00,06:59:25,09:05:00,2:05:35,17:29:12,22:42:00,5:12:47,,,,
2019-02-24,06:57:20,17:31:00,10:33:39,,09:29:00,23:58:00,,9:31:00,06:57:20,09:29:00,2:31:39,17:31:00,23:58:00,6:27:00,,,,
2019-02-25,06:55:15,17:32:47,10:37:32,,09:55:00,,,9:55:00,06:55:15,09:55:00,2:59:44,17:32:47,00:00:00,6:27:13,,,,
2019-02-26,06:53:09,17:34:34,10:41:25,01:10:00,10:25:00,,,9:15:00,06:53:09,10:25:00,3:31:51,00:00:00,00:00:00,7:35:25,,,,
2019-02-27,06:51:02,17:36:21,10:45:19,02:17:00,10:59:00,,,8:42:00,06:51:02,10:59:00,4:07:58,00:00:00,00:00:00,8:40:39,,,,
2019-02-28,06:48:54,17:38:07,10:49:13,03:19:00,11:40:00,,,8:21:00,06:48:54,11:40:00,4:51:05,00:00:00,00:00:00,9:40:52,,,,
2019-03-01,06:46:45,17:39:53,10:53:08,04:13:00,12:28:00,,,8:15:00,06:46:45,12:28:00,5:41:14,00:00:00,00:00:00,10:33:06,,,,
2019-03-02,06:44:36,17:41:39,10:57:03,04:59:00,13:22:00,,,8:23:00,06:44:36,13:22:00,6:37:23,00:00:00,00:00:00,11:17:20,,,,
2019-03-03,06:42:26,17:43:25,11:00:59,05:37:00,14:21:00,,,8:44:00,06:42:26,14:21:00,7:38:34,00:00:00,00:00:00,11:53:35,,,,
2019-03-04,06:40:15,17:45:10,11:04:55,06:09:00,15:24:00,,,9:15:00,06:40:15,15:24:00,8:43:44,00:00:00,00:00:00,12:23:49,,,,
2019-03-05,06:38:04,17:46:55,11:08:52,06:35:00,16:28:00,,,9:53:00,06:38:04,16:28:00,9:49:56,00:00:00,00:00:00,12:48:04,,,,
2019-03-06,06:35:52,17:48:40,11:12:48,06:58:00,17:34:00,,,10:36:00,06:58:00,17:34:00,10:36:00,00:00:00,00:00:00,12:47:12,,,,
