Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2020-01-01,08:06:33,16:01:17,7:54:43,11:37:00,22:45:00,,,11:08:00,72.43,11:37:00,16:01:17,4:24:17,,,0:00:00,00:00:00,00:00:00,9:21:34,,,,,
2020-01-02,08:06:28,16:02:20,7:55:52,11:54:00,23:51:00,,,11:57:00,83.43,11:54:00,16:02:20,4:08:20,,,0:00:00,00:00:00,00:00:00,8:15:28,,,,,
2020-01-03,08:06:18,16:03:26,7:57:08,12:11:00,,,,11:49:00,93.43,12:11:00,16:03:26,3:52:26,12:11:00,16:03:26,3:52:26,00:00:00,08:06:18,8:06:19,,,,,
2020-01-04,08:06:06,16:04:35,7:58:29,,00:57:00,12:27:00,,12:30:00,104.43,12:27:00,16:04:35,3:37:35,12:27:00,16:04:35,3:37:35,00:57:00,08:06:06,7:09:06,,,,,
2020-01-05,08:05:50,16:05:46,7:59:56,,02:05:00,12:46:00,,13:19:00,115.43,12:46:00,16:05:46,3:19:46,12:46:00,16:05:46,3:19:46,02:05:00,08:05:50,6:00:50,,,,,
2020-01-06,08:05:31,16:06:59,8:01:29,,03:14:00,13:08:00,,14:06:00,126.43,13:08:00,16:06:59,2:59:00,13:08:00,16:06:59,2:59:00,03:14:00,08:05:31,4:51:31,,,,,
2020-01-07,08:05:08,16:08:15,8:03:07,,04:25:00,13:35:00,,14:50:00,138.43,13:35:00,16:08:15,2:33:16,13:35:00,16:08:15,2:33:16,04:25:00,08:05:08,3:40:09,,,,,
2020-01-08,08:04:42,16:09:33,8:04:51,,05:37:00,14:09:00,,15:28:00,150.43,14:09:00,16:09:33,2:00:34,14:09:00,16:09:33,2:00:34,05:37:00,08:04:42,2:27:43,,,,,
2020-01-09,08:04:13,16:10:54,8:06:40,,06:47:00,14:54:00,,15:53:00,162.43,14:54:00,16:10:54,1:16:54,14:54:00,16:10:54,1:16:54,06:47:00,08:04:13,1:17:14,,,,,
2020-01-10,08:03:41,16:12:16,8:08:35,,07:50:00,15:52:00,,15:58:00,175.43,15:52:00,16:12:16,0:20:17,15:52:00,16:12:16,0:20:17,07:50:00,08:03:41,0:13:42,,,,,
2020-01-11,08:03:06,16:13:41,8:10:35,,08:43:00,17:02:00,,15:41:00,188.43,08:03:06,08:43:00,0:39:53,08:03:06,08:43:00,0:39:53,16:13:41,17:02:00,0:48:19,,,,,
2020-01-12,08:02:28,16:15:07,8:12:40,,09:26:00,18:21:00,,15:05:00,202.43,08:02:28,09:26:00,1:23:32,08:02:28,09:26:00,1:23:32,16:15:07,18:21:00,2:05:52,,,,,
2020-01-13,08:01:46,16:16:36,8:14:50,,09:59:00,19:44:00,,14:15:00,215.43,08:01:46,09:59:00,1:57:13,08:01:46,09:59:00,1:57:13,16:16:36,19:44:00,3:27:24,,,,,
2020-01-14,08:01:02,16:18:06,8:17:04,,10:26:00,21:07:00,,13:19:00,228.43,08:01:02,10:26:00,2:24:58,08:01:02,10:26:00,2:24:58,16:18:06,21:07:00,4:48:53,,,,,
2020-01-15,08:00:14,16:19:38,8:19:24,,10:49:00,22:29:00,,12:20:00,242.43,08:00:14,10:49:00,2:48:45,08:00:14,10:49:00,2:48:45,16:19:38,22:29:00,6:09:22,,,,,
2020-01-16,07:59:24,16:21:11,8:21:47,,11:10:00,23:50:00,,11:20:00,255.43,07:59:24,11:10:00,3:10:36,07:59:24,11:10:00,3:10:36,16:21:11,23:50:00,7:28:48,,,,,
2020-01-17,07:58:31,16:22:46,8:24:16,,11:30:00,,,11:30:00,268.43,07:58:31,11:30:00,3:31:29,07:58:31,11:30:00,3:31:29,16:22:46,00:00:00,7:37:13,,,,,
