Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2025-01-01,08:06:29,16:02:05,7:55:36,09:48:00,17:29:00,,,7:41:00,19.43,09:48:00,16:02:05,6:14:05,0:00:00,00:00:00,00:00:00,14:37:30,7:55:36,7:41:00,14:37:30,,,,,,,
2025-01-02,08:06:21,16:03:10,7:56:50,10:11:00,18:56:00,,,8:45:00,31.43,10:11:00,16:03:10,5:52:11,8:45:00,00:00:00,00:00:00,13:10:21,0:00:00,8:45:00,13:10:21,,,,,,,
2025-01-03,08:06:09,16:04:18,7:58:10,10:29:00,20:22:00,,,9:53:00,44.43,10:29:00,16:04:18,5:35:19,9:53:00,00:00:00,00:00:00,11:44:09,0:00:00,9:53:00,11:44:09,,,,,,,
2025-01-04,08:05:54,16:05:29,7:59:35,10:43:00,21:46:00,,,11:03:00,57.43,10:43:00,16:05:29,5:22:29,11:03:00,00:00:00,00:00:00,10:19:54,0:00:00,11:03:00,10:19:54,,,,,,,
2025-01-05,08:05:35,16:06:42,8:01:07,10:55:00,23:10:00,,,12:15:00,70.43,10:55:00,16:06:42,5:11:42,12:15:00,00:00:00,00:00:00,8:55:36,0:00:00,12:15:00,8:55:36,,,,,,,
2025-01-06,08:05:13,16:07:57,8:02:44,11:07:00,,,,12:53:00,83.43,11:07:00,16:07:57,5:00:58,12:53:00,00:00:00,08:05:13,8:05:14,0:00:00,12:53:00,8:05:14,,,,,,,
2025-01-07,08:04:48,16:09:15,8:04:27,,00:35:00,11:20:00,,13:15:00,96.43,11:20:00,16:09:15,4:49:16,13:15:00,00:35:00,08:04:48,7:29:49,0:00:00,13:15:00,7:29:49,,,,,,,
2025-01-08,08:04:20,16:10:35,8:06:15,,02:01:00,11:36:00,,14:25:00,109.43,11:36:00,16:10:35,4:34:36,14:25:00,02:01:00,08:04:20,6:03:20,0:00:00,14:25:00,6:03:20,,,,,,,
2025-01-09,08:03:48,16:11:57,8:08:09,,03:30:00,11:57:00,,15:33:00,122.43,11:57:00,16:11:57,4:14:58,15:33:00,03:30:00,08:03:48,4:33:49,0:00:00,15:33:00,4:33:49,,,,,,,
2025-01-10,08:03:14,16:13:22,8:10:08,,04:59:00,12:26:00,,16:33:00,135.43,12:26:00,16:13:22,3:47:22,16:33:00,04:59:00,08:03:14,3:04:14,0:00:00,16:33:00,3:04:14,,,,,,,
2025-01-11,08:02:36,16:14:48,8:12:12,,06:22:00,13:08:00,,17:14:00,148.43,13:08:00,16:14:48,3:06:48,17:14:00,06:22:00,08:02:36,1:40:37,0:00:00,17:14:00,1:40:37,,,,,,,
2025-01-12,08:01:55,16:16:16,8:14:20,,07:30:00,14:08:00,,17:22:00,161.43,14:08:00,16:16:16,2:08:16,17:22:00,07:30:00,08:01:55,0:31:56,0:00:00,17:22:00,0:31:56,,,,,,,
2025-01-13,08:01:11,16:17:46,8:16:34,,08:20:00,15:22:00,,16:58:00,174.43,08:01:11,16:17:46,1:14:34,16:58:00,,,0:00:00,0:00:00,16:58:00,0:00:00,,,,,,,
2025-01-14,08:00:25,16:19:17,8:18:53,,08:54:00,16:44:00,,16:10:00,186.43,08:00:25,08:54:00,0:53:35,16:10:00,16:19:17,16:44:00,0:24:42,0:00:00,16:10:00,0:24:42,,,,,,,
2025-01-15,07:59:35,16:20:50,8:21:15,,09:17:00,18:05:00,,15:12:00,199.43,07:59:35,09:17:00,1:17:25,15:12:00,16:20:50,18:05:00,1:44:09,0:00:00,15:12:00,1:44:09,,,,,,,
2025-01-16,07:58:42,16:22:25,8:23:43,,09:34:00,19:24:00,,14:10:00,211.43,07:58:42,09:34:00,1:35:17,14:10:00,16:22:25,19:24:00,3:01:35,0:00:00,14:10:00,3:01:35,,,,,,,
2025-01-17,07:57:47,16:24:01,8:26:14,,09:46:00,20:39:00,,13:07:00,222.43,07:57:47,09:46:00,1:48:13,13:07:00,16:24:01,20:39:00,4:14:58,0:00:00,13:07:00,4:14:58,,,,,,,
2025-01-18,07:56:48,16:25:39,8:28:50,,09:57:00,21:50:00,,12:07:00,234.43,07:56:48,09:57:00,2:00:11,12:07:00,16:25:39,21:50:00,5:24:21,0:00:00,12:07:00,5:24:21,,,,,,,
2025-01-19,07:55:47,16:27:17,8:31:30,,10:07:00,23:01:00,,11:06:00,245.43,07:55:47,10:07:00,2:11:12,11:06:00,16:27:17,23:01:00,6:33:42,0:00:00,11:06:00,6:33:42,,,,,,,
2025-01-20,07:54:43,16:28:57,8:34:14,,10:16:00,,,10:16:00,256.43,07:54:43,10:16:00,2:21:16,10:16:00,16:28:57,00:00:00,7:31:02,0:00:00,10:16:00,7:31:02,,,,,,,
2025-01-21,07:53:37,16:30:39,8:37:01,00:11:00,10:27:00,,,10:16:00,266.43,07:53:37,10:27:00,2:33:22,10:16:00,00:00:00,00:00:00,7:40:21,0:00:00,10:16:00,7:40:21,,,,,,,
2025-01-22,07:52:28,16:32:21,8:39:53,01:23:00,10:39:00,,,9:16:00,277.43,07:52:28,10:39:00,2:46:31,9:16:00,00:00:00,00:00:00,8:50:39,0:00:00,9:16:00,8:50:39,,,,,,,
2025-01-23,07:51:17,16:34:04,8:42:47,02:37:00,10:56:00,,,8:19:00,288.43,07:51:17,10:56:00,3:04:43,8:19:00,00:00:00,00:00:00,10:02:56,0:23:47,8:19:00,10:02:56,,,,,,,
2025-01-24,07:50:03,16:35:48,8:45:45,03:52:00,11:19:00,,,7:27:00,299.43,07:50:03,11:19:00,3:28:57,7:27:00,00:00:00,00:00:00,11:16:12,1:18:45,7:27:00,11:16:12,,,,,,,
2025-01-25,07:48:46,16:37:33,8:48:46,05:06:00,11:52:00,,,6:46:00,310.43,07:48:46,11:52:00,4:03:13,6:46:00,00:00:00,00:00:00,12:28:27,2:02:46,6:46:00,12:28:27,,,,,,,
2025-01-26,07:47:28,16:39:18,8:51:51,06:12:00,12:39:00,,,6:27:00,322.43,07:47:28,12:39:00,4:51:32,6:27:00,00:00:00,00:00:00,13:32:41,2:24:51,6:27:00,13:32:41,,,,,,,
2025-01-27,07:46:06,16:41:05,8:54:58,07:07:00,13:45:00,,,6:38:00,334.43,07:46:06,13:45:00,5:58:53,0:00:00,00:00:00,00:00:00,14:25:55,8:54:58,6:38:00,14:25:55,,,,,,,
2025-01-28,07:44:43,16:42:52,8:58:08,07:46:00,15:04:00,,,7:18:00,346.43,07:46:00,15:04:00,7:18:00,0:00:00,00:00:00,00:00:00,15:01:52,8:58:08,7:18:00,15:01:52,,,,,,,
2025-01-29,07:43:18,16:44:39,9:01:21,08:14:00,16:32:00,,,8:18:00,359.43,08:14:00,16:32:00,8:18:00,0:00:00,00:00:00,00:00:00,14:58:39,9:01:21,8:18:00,14:58:39,,,,,,,
2025-01-30,07:41:50,16:46:27,9:04:37,08:34:00,18:01:00,,,9:27:00,12.43,08:34:00,16:46:27,8:12:28,0:00:00,00:00:00,00:00:00,13:40:50,9:04:37,9:27:00,13:40:50,,,,,,,
2025-01-31,07:40:20,16:48:15,9:07:55,08:50:00,19:29:00,,,10:39:00,25.43,08:50:00,16:48:15,7:58:16,0:00:00,00:00:00,00:00:00,12:11:21,9:07:55,10:39:00,12:11:21,,,,,,,
2025-02-01,07:38:48,16:50:04,9:11:16,09:03:00,20:55:00,,,11:52:00,38.43,09:03:00,16:50:04,7:47:05,11:52:00,00:00:00,00:00:00,10:43:49,0:00:00,11:52:00,10:43:49,,,,,,,
2025-02-02,07:37:15,16:51:53,9:14:39,09:15:00,22:22:00,,,13:07:00,51.43,09:15:00,16:51:53,7:36:54,13:07:00,00:00:00,00:00:00,9:15:15,0:00:00,13:07:00,9:15:15,,,,,,,
2025-02-03,07:35:39,16:53:43,9:18:04,09:27:00,23:49:00,,,14:22:00,65.43,09:27:00,16:53:43,7:26:43,14:22:00,00:00:00,00:00:00,7:46:39,0:00:00,14:22:00,7:46:39,,,,,,,
2025-02-04,07:34:01,16:55:32,9:21:31,09:42:00,,,,14:18:00,78.43,09:42:00,16:55:32,7:13:33,14:18:00,00:00:00,07:34:01,7:34:02,0:00:00,14:18:00,7:34:02,,,,,,,
2025-02-05,07:32:22,16:57:22,9:25:00,,01:17:00,10:01:00,,15:16:00,91.43,10:01:00,16:57:22,6:56:23,15:16:00,01:17:00,07:32:22,6:15:22,0:00:00,15:16:00,6:15:22,,,,,,,
2025-02-06,07:30:41,16:59:12,9:28:31,,02:46:00,10:26:00,,16:20:00,104.43,10:26:00,16:59:12,6:33:13,16:20:00,02:46:00,07:30:41,4:44:41,0:00:00,16:20:00,4:44:41,,,,,,,
2025-02-07,07:28:58,17:01:02,9:32:04,,04:10:00,11:03:00,,17:07:00,117.43,11:03:00,17:01:02,5:58:03,17:07:00,04:10:00,07:28:58,3:18:58,0:00:00,17:07:00,3:18:58,,,,,,,
2025-02-08,07:27:13,17:02:52,9:35:39,,05:23:00,11:56:00,,17:27:00,130.43,11:56:00,17:02:52,5:06:53,17:27:00,05:23:00,07:27:13,2:04:14,0:00:00,17:27:00,2:04:14,,,,,,,
2025-02-09,07:25:27,17:04:42,9:39:15,,06:17:00,13:04:00,,17:13:00,142.43,13:04:00,17:04:42,4:00:43,17:13:00,06:17:00,07:25:27,1:08:28,0:00:00,17:13:00,1:08:28,,,,,,,
2025-02-10,07:23:39,17:06:32,9:42:53,,06:55:00,14:23:00,,16:32:00,155.43,14:23:00,17:06:32,2:43:33,16:32:00,06:55:00,07:23:39,0:28:40,0:00:00,16:32:00,0:28:40,,,,,,,
2025-02-11,07:21:50,17:08:22,9:46:32,,07:21:00,15:44:00,,15:37:00,167.43,15:44:00,17:08:22,1:24:23,15:37:00,07:21:00,07:21:50,0:00:50,0:00:00,15:37:00,0:00:50,,,,,,,
2025-02-12,07:19:59,17:10:12,9:50:13,,07:39:00,17:04:00,,14:35:00,179.43,07:19:59,17:10:12,0:25:13,14:35:00,,,0:00:00,0:00:00,14:35:00,0:00:00,,,,,,,
2025-02-13,07:18:07,17:12:02,9:53:55,,07:53:00,18:20:00,,13:33:00,190.43,07:18:07,07:53:00,0:34:53,13:33:00,17:12:02,18:20:00,1:07:57,0:00:00,13:33:00,1:07:57,,,,,,,
2025-02-14,07:16:13,17:13:52,9:57:38,,08:04:00,19:33:00,,12:31:00,202.43,07:16:13,08:04:00,0:47:46,12:31:00,17:13:52,19:33:00,2:19:08,0:00:00,12:31:00,2:19:08,,,,,,,
2025-02-15,07:14:19,17:15:41,10:01:23,,08:14:00,20:44:00,,11:30:00,213.43,07:14:19,08:14:00,0:59:41,11:30:00,17:15:41,20:44:00,3:28:18,0:00:00,11:30:00,3:28:18,,,,,,,
2025-02-16,07:12:22,17:17:31,10:05:08,,08:23:00,21:55:00,,10:28:00,224.43,07:12:22,08:23:00,1:10:37,10:28:00,17:17:31,21:55:00,4:37:29,0:00:00,10:28:00,4:37:29,,,,,,,
2025-02-17,07:10:25,17:19:20,10:08:55,,08:33:00,23:06:00,,9:27:00,235.43,07:10:25,08:33:00,1:22:35,9:27:00,17:19:20,23:06:00,5:46:40,0:41:55,9:27:00,5:46:40,,,,,,,
2025-02-18,07:08:26,17:21:09,10:12:43,,08:45:00,,,8:45:00,246.43,07:08:26,08:45:00,1:36:33,8:45:00,17:21:09,00:00:00,6:38:51,1:27:43,8:45:00,6:38:51,,,,,,,
