Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2014-01-01,06:51:11,16:38:07,9:46:56,06:07:00,16:37:00,,,10:30:00,359.43,06:51:11,16:37:00,9:45:48,0:00:00,00:00:00,00:00:00,13:28:52,9:46:56,10:30:00,13:28:52,,,,,,,
2014-01-02,06:51:22,16:38:53,9:47:31,07:03:00,17:47:00,,,10:44:00,13.43,07:03:00,16:38:53,9:35:54,0:00:00,00:00:00,00:00:00,13:04:23,9:47:31,10:44:00,13:04:23,,,,,,,
2014-01-03,06:51:31,16:39:41,9:48:10,07:54:00,18:58:00,,,11:04:00,27.43,07:54:00,16:39:41,8:45:41,0:00:00,00:00:00,00:00:00,11:53:31,9:48:10,11:04:00,11:53:31,,,,,,,
2014-01-04,06:51:38,16:40:30,9:48:52,,20:08:00,,,20:08:00,41.43,06:51:38,16:40:30,9:48:52,20:08:00,20:08:00,00:00:00,3:52:00,0:00:00,20:08:00,3:52:00,,,,,,,
2014-01-05,06:51:43,16:41:19,9:49:37,09:20:00,21:16:00,,,11:56:00,55.43,09:20:00,16:41:19,7:21:20,11:56:00,00:00:00,00:00:00,9:35:43,0:00:00,11:56:00,9:35:43,,,,,,,
2014-01-06,06:51:46,16:42:10,9:50:25,09:57:00,22:22:00,,,12:25:00,68.43,09:57:00,16:42:10,6:45:11,12:25:00,00:00:00,00:00:00,8:29:46,0:00:00,12:25:00,8:29:46,,,,,,,
2014-01-07,06:51:47,16:43:02,9:51:15,10:33:00,23:25:00,,,12:52:00,81.43,10:33:00,16:43:02,6:10:03,12:52:00,00:00:00,00:00:00,7:26:47,0:00:00,12:52:00,7:26:47,,,,,,,
2014-01-08,06:51:46,16:43:55,9:52:09,11:08:00,,,,12:52:00,93.43,11:08:00,16:43:55,5:35:56,12:52:00,00:00:00,06:51:46,6:51:46,0:00:00,12:52:00,6:51:46,,,,,,,
2014-01-09,06:51:43,16:44:49,9:53:06,,00:26:00,11:45:00,,12:41:00,106.43,11:45:00,16:44:49,4:59:49,12:41:00,00:26:00,06:51:43,6:25:44,0:00:00,12:41:00,6:25:44,,,,,,,
2014-01-10,06:51:38,16:45:44,9:54:05,,01:25:00,12:22:00,,13:03:00,117.43,12:22:00,16:45:44,4:23:44,13:03:00,01:25:00,06:51:38,5:26:39,0:00:00,13:03:00,5:26:39,,,,,,,
2014-01-11,06:51:32,16:46:39,9:55:07,,02:22:00,13:03:00,,13:19:00,129.43,13:03:00,16:46:39,3:43:40,13:19:00,02:22:00,06:51:32,4:29:32,0:00:00,13:19:00,4:29:32,,,,,,,
2014-01-12,06:51:23,16:47:36,9:56:12,,03:17:00,13:46:00,,13:31:00,140.43,13:46:00,16:47:36,3:01:36,13:31:00,03:17:00,06:51:23,3:34:24,0:00:00,13:31:00,3:34:24,,,,,,,
2014-01-13,06:51:13,16:48:33,9:57:20,,04:08:00,14:33:00,,13:35:00,151.43,14:33:00,16:48:33,2:15:33,13:35:00,04:08:00,06:51:13,2:43:13,0:00:00,13:35:00,2:43:13,,,,,,,
2014-01-14,06:51:00,16:49:30,9:58:30,,04:57:00,15:22:00,,13:35:00,162.43,15:22:00,16:49:30,1:27:31,13:35:00,04:57:00,06:51:00,1:54:01,0:00:00,13:35:00,1:54:01,,,,,,,
2014-01-15,06:50:46,16:50:29,9:59:43,,05:42:00,16:14:00,,13:28:00,173.43,16:14:00,16:50:29,0:36:29,13:28:00,05:42:00,06:50:46,1:08:46,0:00:00,13:28:00,1:08:46,,,,,,,
2014-01-16,06:50:29,16:51:28,10:00:59,,06:22:00,17:07:00,,13:15:00,183.43,,,0:00:00,13:15:00,06:22:00,17:07:00,0:44:01,0:00:00,13:15:00,0:44:01,,,,,,,
2014-01-17,06:50:11,16:52:27,10:02:16,,07:00:00,18:01:00,,12:59:00,194.43,06:50:11,07:00:00,0:09:49,12:59:00,16:52:27,18:01:00,1:08:32,0:00:00,12:59:00,1:08:32,,,,,,,
2014-01-18,06:49:51,16:53:27,10:03:37,,07:35:00,18:55:00,,12:40:00,205.43,06:49:51,07:35:00,0:45:09,12:40:00,16:53:27,18:55:00,2:01:32,0:00:00,12:40:00,2:01:32,,,,,,,
2014-01-19,06:49:29,16:54:28,10:04:59,,08:07:00,19:50:00,,12:17:00,216.43,06:49:29,08:07:00,1:17:31,12:17:00,16:54:28,19:50:00,2:55:32,0:00:00,12:17:00,2:55:32,,,,,,,
2014-01-20,06:49:05,16:55:29,10:06:24,20:45:00,,,,3:15:00,227.43,,,0:00:00,3:15:00,00:00:00,20:45:00,10:38:36,6:51:24,3:15:00,10:38:36,,,,,,,
2014-01-21,06:48:39,16:56:30,10:07:51,,09:10:00,21:42:00,,11:28:00,238.43,06:48:39,09:10:00,2:21:20,11:28:00,16:56:30,21:42:00,4:45:29,0:00:00,11:28:00,4:45:29,,,,,,,
2014-01-22,06:48:11,16:57:32,10:09:20,,09:41:00,22:39:00,,11:02:00,249.43,06:48:11,09:41:00,2:52:48,11:02:00,16:57:32,22:39:00,5:41:28,0:00:00,11:02:00,5:41:28,,,,,,,
2014-01-23,06:47:42,16:58:33,10:10:51,,10:15:00,23:38:00,,10:37:00,261.43,06:47:42,10:15:00,3:27:17,10:37:00,16:58:33,23:38:00,6:39:26,0:00:00,10:37:00,6:39:26,,,,,,,
2014-01-24,06:47:11,16:59:36,10:12:25,,10:51:00,,,10:51:00,273.43,06:47:11,10:51:00,4:03:49,10:51:00,16:59:36,00:00:00,7:00:24,0:00:00,10:51:00,7:00:24,,,,,,,
2014-01-25,06:46:38,17:00:38,10:14:00,00:39:00,11:32:00,,,10:53:00,285.43,06:46:38,11:32:00,4:45:22,10:53:00,00:00:00,00:00:00,7:38:22,0:00:00,10:53:00,7:38:22,,,,,,,
2014-01-26,06:46:03,17:01:40,10:15:37,01:41:00,12:19:00,,,10:38:00,298.43,06:46:03,12:19:00,5:32:56,10:38:00,00:00:00,00:00:00,8:39:19,0:00:00,10:38:00,8:39:19,,,,,,,
2014-01-27,06:45:27,17:02:43,10:17:16,02:44:00,13:12:00,,,10:28:00,311.43,06:45:27,13:12:00,6:26:33,10:28:00,00:00:00,00:00:00,9:41:17,0:00:00,10:28:00,9:41:17,,,,,,,
2014-01-28,06:44:48,17:03:46,10:18:57,03:46:00,14:13:00,,,10:27:00,325.43,06:44:48,14:13:00,7:28:11,10:27:00,00:00:00,00:00:00,10:42:14,0:00:00,10:27:00,10:42:14,,,,,,,
2014-01-29,06:44:08,17:04:48,10:20:40,04:45:00,15:20:00,,,10:35:00,339.43,06:44:08,15:20:00,8:35:51,0:00:00,00:00:00,00:00:00,11:40:11,10:20:40,10:35:00,11:40:11,,,,,,,
2014-01-30,06:43:27,17:05:51,10:22:24,05:38:00,16:30:00,,,10:52:00,353.43,06:43:27,16:30:00,9:46:33,0:00:00,00:00:00,00:00:00,12:32:08,10:22:24,10:52:00,12:32:08,,,,,,,
2014-01-31,06:42:44,17:06:54,10:24:10,06:27:00,17:42:00,,,11:15:00,7.43,06:42:44,17:06:54,10:24:10,0:00:00,00:00:00,00:00:00,12:45:00,10:24:10,11:15:00,12:45:00,,,,,,,
2014-02-01,06:41:59,17:07:56,10:25:58,07:11:00,18:53:00,,,11:42:00,21.43,07:11:00,17:07:56,9:56:57,0:00:00,00:00:00,00:00:00,11:48:59,10:25:58,11:42:00,11:48:59,,,,,,,
2014-02-02,06:41:12,17:08:59,10:27:47,07:52:00,20:02:00,,,12:10:00,35.43,07:52:00,17:08:59,9:17:00,12:10:00,00:00:00,00:00:00,10:39:13,0:00:00,12:10:00,10:39:13,,,,,,,
2014-02-03,06:40:24,17:10:02,10:29:37,,21:09:00,,,21:09:00,48.43,06:40:24,17:10:02,10:29:37,21:09:00,21:09:00,00:00:00,2:51:00,0:00:00,21:09:00,2:51:00,,,,,,,
2014-02-04,06:39:35,17:11:04,10:31:29,09:07:00,22:13:00,,,13:06:00,61.43,09:07:00,17:11:04,8:04:04,13:06:00,00:00:00,00:00:00,8:26:35,0:00:00,13:06:00,8:26:35,,,,,,,
2014-02-05,06:38:44,17:12:06,10:33:22,09:44:00,23:15:00,,,13:31:00,74.43,09:44:00,17:12:06,7:28:07,13:31:00,00:00:00,00:00:00,7:23:44,0:00:00,13:31:00,7:23:44,,,,,,,
2014-02-06,06:37:51,17:13:08,10:35:17,10:22:00,,,,13:38:00,86.43,10:22:00,17:13:08,6:51:09,13:38:00,00:00:00,06:37:51,6:37:52,0:00:00,13:38:00,6:37:52,,,,,,,
2014-02-07,06:36:57,17:14:10,10:37:13,,00:14:00,11:02:00,,13:12:00,98.43,11:02:00,17:14:10,6:12:11,13:12:00,00:14:00,06:36:57,6:22:58,0:00:00,13:12:00,6:22:58,,,,,,,
2014-02-08,06:36:02,17:15:12,10:39:10,,01:10:00,11:45:00,,13:25:00,109.43,11:45:00,17:15:12,5:30:12,13:25:00,01:10:00,06:36:02,5:26:03,0:00:00,13:25:00,5:26:03,,,,,,,
2014-02-09,06:35:05,17:16:13,10:41:08,,02:04:00,12:30:00,,13:34:00,120.43,12:30:00,17:16:13,4:46:14,13:34:00,02:04:00,06:35:05,4:31:06,0:00:00,13:34:00,4:31:06,,,,,,,
2014-02-10,06:34:07,17:17:15,10:43:07,,02:53:00,13:19:00,,13:34:00,131.43,13:19:00,17:17:15,3:58:15,13:34:00,02:53:00,06:34:07,3:41:08,0:00:00,13:34:00,3:41:08,,,,,,,
2014-02-11,06:33:08,17:18:16,10:45:08,,03:39:00,14:09:00,,13:30:00,142.43,14:09:00,17:18:16,3:09:16,13:30:00,03:39:00,06:33:08,2:54:08,0:00:00,13:30:00,2:54:08,,,,,,,
2014-02-12,06:32:07,17:19:16,10:47:09,,04:21:00,15:02:00,,13:19:00,153.43,15:02:00,17:19:16,2:17:17,13:19:00,04:21:00,06:32:07,2:11:08,0:00:00,13:19:00,2:11:08,,,,,,,
2014-02-13,06:31:05,17:20:17,10:49:11,,05:00:00,15:55:00,,13:05:00,164.43,15:55:00,17:20:17,1:25:17,13:05:00,05:00:00,06:31:05,1:31:06,0:00:00,13:05:00,1:31:06,,,,,,,
2014-02-14,06:30:02,17:21:17,10:51:15,,05:36:00,16:50:00,,12:46:00,174.43,16:50:00,17:21:17,0:31:17,12:46:00,05:36:00,06:30:02,0:54:03,0:00:00,12:46:00,0:54:03,,,,,,,
2014-02-15,06:28:58,17:22:17,10:53:19,,06:09:00,17:45:00,,12:24:00,185.43,,,0:00:00,12:24:00,06:09:00,17:45:00,0:42:41,0:00:00,12:24:00,0:42:41,,,,,,,
2014-02-16,06:27:52,17:23:16,10:55:24,,06:42:00,18:40:00,,12:02:00,196.43,06:27:52,06:42:00,0:14:07,12:02:00,17:23:16,18:40:00,1:16:43,0:00:00,12:02:00,1:16:43,,,,,,,
2014-02-17,06:26:46,17:24:15,10:57:29,,07:13:00,19:36:00,,11:37:00,208.43,06:26:46,07:13:00,0:46:14,11:37:00,17:24:15,19:36:00,2:11:44,0:00:00,11:37:00,2:11:44,,,,,,,
2014-02-18,06:25:38,17:25:14,10:59:36,,07:45:00,20:33:00,,11:12:00,219.43,06:25:38,07:45:00,1:19:22,11:12:00,17:25:14,20:33:00,3:07:45,0:00:00,11:12:00,3:07:45,,,,,,,
2014-02-19,06:24:29,17:26:13,11:01:43,,08:18:00,21:32:00,,10:46:00,231.43,06:24:29,08:18:00,1:53:30,10:46:00,17:26:13,21:32:00,4:05:47,0:15:43,10:46:00,4:05:47,,,,,,,
2014-02-20,06:23:19,17:27:11,11:03:51,22:31:00,,,,1:29:00,242.43,,,0:00:00,1:29:00,00:00:00,22:31:00,11:27:09,9:34:51,1:29:00,11:27:09,,,,,,,
2014-02-21,06:22:09,17:28:09,11:06:00,,09:32:00,23:32:00,,10:00:00,254.43,06:22:09,09:32:00,3:09:51,10:00:00,17:28:09,23:32:00,6:03:51,1:06:00,10:00:00,6:03:51,,,,,,,
2014-02-22,06:20:57,17:29:06,11:08:09,,10:15:00,,,10:15:00,267.43,06:20:57,10:15:00,3:54:03,10:15:00,17:29:06,00:00:00,6:30:53,0:53:09,10:15:00,6:30:53,,,,,,,
2014-02-23,06:19:44,17:30:03,11:10:19,00:33:00,11:04:00,,,10:31:00,279.43,06:19:44,11:04:00,4:44:15,10:31:00,00:00:00,00:00:00,7:02:56,0:39:19,10:31:00,7:02:56,,,,,,,
2014-02-24,06:18:30,17:31:00,11:12:30,01:33:00,11:59:00,,,10:26:00,292.43,06:18:30,11:59:00,5:40:29,10:26:00,00:00:00,00:00:00,8:02:00,0:46:30,10:26:00,8:02:00,,,,,,,
2014-02-25,06:17:16,17:31:56,11:14:41,02:30:00,13:01:00,,,10:31:00,306.43,06:17:16,13:01:00,6:43:44,10:31:00,00:00:00,00:00:00,8:58:03,0:43:41,10:31:00,8:58:03,,,,,,,
2014-02-26,06:16:01,17:32:53,11:16:52,03:24:00,14:07:00,,,10:43:00,319.43,06:16:01,14:07:00,7:50:59,10:43:00,00:00:00,00:00:00,9:51:07,0:33:52,10:43:00,9:51:07,,,,,,,
2014-02-27,06:14:44,17:33:48,11:19:04,04:14:00,15:16:00,,,11:02:00,333.43,06:14:44,15:16:00,9:01:15,0:00:00,00:00:00,00:00:00,10:40:11,11:19:04,11:02:00,10:40:11,,,,,,,
2014-02-28,06:13:27,17:34:44,11:21:16,05:00:00,16:27:00,,,11:27:00,347.43,06:13:27,16:27:00,10:13:32,0:00:00,00:00:00,00:00:00,11:25:16,11:21:16,11:27:00,11:25:16,,,,,,,
2014-03-01,06:12:10,17:35:39,11:23:29,05:42:00,17:37:00,,,11:55:00,1.43,06:12:10,17:35:39,11:23:29,0:00:00,00:00:00,00:00:00,12:05:00,11:23:29,11:55:00,12:05:00,,,,,,,
2014-03-02,06:10:52,17:36:34,11:25:42,06:22:00,18:46:00,,,12:24:00,14.43,06:22:00,17:36:34,11:14:34,0:00:00,00:00:00,00:00:00,11:24:52,11:25:42,12:24:00,11:24:52,,,,,,,
2014-03-03,06:09:32,17:37:28,11:27:56,07:00:00,19:52:00,,,12:52:00,28.43,07:00:00,17:37:28,10:37:29,0:00:00,00:00:00,00:00:00,10:17:33,11:27:56,12:52:00,10:17:33,,,,,,,
2014-03-04,06:08:13,17:38:22,11:30:10,07:38:00,20:57:00,,,13:19:00,41.43,07:38:00,17:38:22,10:00:23,13:19:00,00:00:00,00:00:00,9:11:13,0:00:00,13:19:00,9:11:13,,,,,,,
2014-03-05,06:06:53,17:39:16,11:32:24,08:17:00,22:00:00,,,13:43:00,54.43,08:17:00,17:39:16,9:22:17,13:43:00,00:00:00,00:00:00,8:06:53,0:00:00,13:43:00,8:06:53,,,,,,,
2014-03-06,06:05:32,17:40:10,11:34:38,,22:59:00,,,22:59:00,66.43,06:05:32,17:40:10,11:34:38,22:59:00,22:59:00,00:00:00,1:01:00,0:00:00,22:59:00,1:01:00,,,,,,,
2014-03-07,06:04:10,17:41:03,11:36:53,09:41:00,23:55:00,,,14:14:00,78.43,09:41:00,17:41:03,8:00:04,14:14:00,00:00:00,00:00:00,6:09:11,0:00:00,14:14:00,6:09:11,,,,,,,
2014-03-08,06:02:48,17:41:56,11:39:08,10:26:00,,,,13:34:00,90.43,10:26:00,17:41:56,7:15:57,13:34:00,00:00:00,06:02:48,6:02:49,0:00:00,13:34:00,6:02:49,,,,,,,
2014-03-09,06:01:26,17:42:49,11:41:23,,00:47:00,11:14:00,,13:33:00,101.43,11:14:00,17:42:49,6:28:50,13:33:00,00:47:00,06:01:26,5:14:26,0:00:00,13:33:00,5:14:26,,,,,,,
2014-03-10,06:00:03,17:43:42,11:43:38,,01:34:00,12:04:00,,13:30:00,112.43,12:04:00,17:43:42,5:39:42,13:30:00,01:34:00,06:00:03,4:26:04,0:00:00,13:30:00,4:26:04,,,,,,,
2014-03-11,05:58:40,17:44:34,11:45:54,,02:18:00,12:55:00,,13:23:00,122.43,12:55:00,17:44:34,4:49:34,13:23:00,02:18:00,05:58:40,3:40:40,0:00:00,13:23:00,3:40:40,,,,,,,
2014-03-12,05:57:16,17:45:26,11:48:10,,02:58:00,13:48:00,,13:10:00,133.43,13:48:00,17:45:26,3:57:26,13:10:00,02:58:00,05:57:16,2:59:17,0:00:00,13:10:00,2:59:17,,,,,,,
2014-03-13,05:55:52,17:46:18,11:50:25,,03:35:00,14:43:00,,12:52:00,144.43,14:43:00,17:46:18,3:03:18,12:52:00,03:35:00,05:55:52,2:20:53,0:00:00,12:52:00,2:20:53,,,,,,,
2014-03-14,05:54:28,17:47:09,11:52:41,,04:10:00,15:37:00,,12:33:00,155.43,15:37:00,17:47:09,2:10:10,12:33:00,04:10:00,05:54:28,1:44:28,0:00:00,12:33:00,1:44:28,,,,,,,
2014-03-15,05:53:03,17:48:01,11:54:57,,04:42:00,16:33:00,,12:09:00,166.43,16:33:00,17:48:01,1:15:01,12:09:00,04:42:00,05:53:03,1:11:04,0:00:00,12:09:00,1:11:04,,,,,,,
2014-03-16,05:51:38,17:48:52,11:57:13,,05:14:00,17:29:00,,11:45:00,177.43,17:29:00,17:48:52,0:19:52,11:45:00,05:14:00,05:51:38,0:37:39,0:12:13,11:45:00,0:37:39,,,,,,,
2014-03-17,05:50:13,17:49:43,11:59:30,,05:47:00,18:27:00,,11:20:00,189.43,,,0:00:00,11:20:00,05:47:00,18:27:00,0:40:30,0:39:30,11:20:00,0:40:30,,,,,,,
