Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2010-01-01,06:51:12,16:38:06,9:46:53,,07:04:00,17:10:00,,13:54:00,188.43,06:51:12,07:04:00,0:12:47,06:51:12,07:04:00,0:12:47,16:38:06,17:10:00,0:31:54,,,,,
2010-01-02,06:51:23,16:38:52,9:47:29,,07:53:00,18:26:00,,13:27:00,202.43,06:51:23,07:53:00,1:01:36,06:51:23,07:53:00,1:01:36,16:38:52,18:26:00,1:47:08,,,,,
2010-01-03,06:51:32,16:39:39,9:48:08,19:41:00,,,,4:19:00,216.43,,,0:00:00,,,0:00:00,00:00:00,19:41:00,9:52:52,,,,,
2010-01-04,06:51:39,16:40:28,9:48:49,,09:10:00,20:53:00,,12:17:00,230.43,06:51:39,09:10:00,2:18:21,06:51:39,09:10:00,2:18:21,16:40:28,20:53:00,4:12:31,,,,,
2010-01-05,06:51:44,16:41:18,9:49:34,,09:42:00,22:02:00,,11:40:00,244.43,06:51:44,09:42:00,2:50:16,06:51:44,09:42:00,2:50:16,16:41:18,22:02:00,5:20:42,,,,,
2010-01-06,06:51:47,16:42:09,9:50:22,,10:12:00,23:09:00,,11:03:00,257.43,06:51:47,10:12:00,3:20:13,06:51:47,10:12:00,3:20:13,16:42:09,23:09:00,6:26:51,,,,,
2010-01-07,06:51:48,16:43:01,9:51:13,,10:42:00,,,10:42:00,270.43,06:51:48,10:42:00,3:50:11,,,0:00:00,16:43:01,00:00:00,7:16:59,,,,,
2010-01-08,06:51:47,16:43:54,9:52:06,00:15:00,11:14:00,,,10:59:00,282.43,06:51:47,11:14:00,4:22:12,,,0:00:00,00:00:00,00:00:00,7:31:06,,,,,
2010-01-09,06:51:45,16:44:47,9:53:03,01:20:00,11:48:00,,,10:28:00,294.43,06:51:45,11:48:00,4:56:15,,,0:00:00,00:00:00,00:00:00,8:35:12,,,,,
2010-01-10,06:51:40,16:45:42,9:54:02,02:23:00,12:27:00,,,10:04:00,306.43,06:51:40,12:27:00,5:35:20,,,0:00:00,00:00:00,00:00:00,9:37:17,,,,,
2010-01-11,06:51:33,16:46:38,9:55:04,03:25:00,13:10:00,,,9:45:00,318.43,06:51:33,13:10:00,6:18:26,,,0:00:00,00:00:00,00:00:00,10:38:22,,,,,
2010-01-12,06:51:25,16:47:34,9:56:09,04:22:00,13:59:00,,,9:37:00,329.43,06:51:25,13:59:00,7:07:35,,,0:00:00,00:00:00,00:00:00,11:34:26,,,,,
2010-01-13,06:51:14,16:48:31,9:57:17,05:14:00,14:53:00,,,9:39:00,340.43,06:51:14,14:53:00,8:01:45,,,0:00:00,00:00:00,00:00:00,12:25:28,,,,,
2010-01-14,06:51:02,16:49:29,9:58:27,06:00:00,15:50:00,,,9:50:00,351.43,06:51:02,15:50:00,8:58:58,,,0:00:00,00:00:00,00:00:00,13:10:31,,,,,
2010-01-15,06:50:47,16:50:27,9:59:40,06:40:00,16:48:00,,,10:08:00,2.43,06:50:47,16:48:00,9:57:12,,,0:00:00,00:00:00,00:00:00,13:49:32,,,,,
2010-01-16,06:50:31,16:51:26,10:00:55,07:15:00,17:46:00,,,10:31:00,13.43,07:15:00,16:51:26,9:36:27,,,0:00:00,00:00:00,00:00:00,13:04:31,,,,,
2010-01-17,06:50:13,16:52:26,10:02:13,07:45:00,18:43:00,,,10:58:00,24.43,07:45:00,16:52:26,9:07:26,,,0:00:00,00:00:00,00:00:00,12:07:13,,,,,
