Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2022-01-01,06:51:12,16:38:08,9:46:57,04:58:00,14:52:00,,,9:54:00,341.43,06:51:12,14:52:00,8:00:48,,,0:00:00,00:00:00,00:00:00,12:19:51,,,,,
2022-01-02,06:51:22,16:38:54,9:47:32,06:13:00,15:51:00,,,9:38:00,355.43,06:51:22,15:51:00,8:59:37,,,0:00:00,00:00:00,00:00:00,13:34:05,,,,,
2022-01-03,06:51:31,16:39:42,9:48:11,07:21:00,17:00:00,,,9:39:00,9.43,07:21:00,16:39:42,9:18:43,,,0:00:00,00:00:00,00:00:00,13:51:31,,,,,
2022-01-04,06:51:38,16:40:31,9:48:53,,18:13:00,,,18:13:00,23.43,06:51:38,16:40:31,9:48:53,,,0:00:00,18:13:00,00:00:00,5:47:00,,,,,
2022-01-05,06:51:43,16:41:21,9:49:38,09:06:00,19:26:00,,,10:20:00,36.43,09:06:00,16:41:21,7:35:21,,,0:00:00,00:00:00,00:00:00,11:25:43,,,,,
2022-01-06,06:51:45,16:42:12,9:50:26,09:45:00,20:36:00,,,10:51:00,50.43,09:45:00,16:42:12,6:57:12,,,0:00:00,00:00:00,00:00:00,10:15:46,,,,,
2022-01-07,06:51:46,16:43:04,9:51:17,10:17:00,21:43:00,,,11:26:00,62.43,10:17:00,16:43:04,6:26:04,,,0:00:00,00:00:00,00:00:00,9:08:47,,,,,
2022-01-08,06:51:45,16:43:56,9:52:11,10:46:00,22:45:00,,,11:59:00,75.43,10:46:00,16:43:56,5:57:57,,,0:00:00,00:00:00,00:00:00,8:06:46,,,,,
2022-01-09,06:51:43,16:44:50,9:53:08,11:12:00,23:45:00,,,12:33:00,87.43,11:12:00,16:44:50,5:32:51,,,0:00:00,00:00:00,00:00:00,7:06:43,,,,,
2022-01-10,06:51:38,16:45:45,9:54:07,11:38:00,,,,12:22:00,98.43,11:38:00,16:45:45,5:07:46,11:38:00,16:45:45,5:07:46,00:00:00,06:51:38,6:51:38,,,,,
2022-01-11,06:51:31,16:46:41,9:55:10,,00:44:00,12:04:00,,12:40:00,110.43,12:04:00,16:46:41,4:42:41,12:04:00,16:46:41,4:42:41,00:44:00,06:51:31,6:07:31,,,,,
2022-01-12,06:51:22,16:47:37,9:56:15,,01:42:00,12:32:00,,13:10:00,121.43,12:32:00,16:47:37,4:15:38,12:32:00,16:47:37,4:15:38,01:42:00,06:51:22,5:09:23,,,,,
2022-01-13,06:51:12,16:48:34,9:57:23,,02:40:00,13:03:00,,13:37:00,131.43,13:03:00,16:48:34,3:45:35,13:03:00,16:48:34,3:45:35,02:40:00,06:51:12,4:11:12,,,,,
2022-01-14,06:50:59,16:49:32,9:58:33,,03:39:00,13:39:00,,14:00:00,142.43,13:39:00,16:49:32,3:10:33,13:39:00,16:49:32,3:10:33,03:39:00,06:50:59,3:11:59,,,,,
2022-01-15,06:50:44,16:50:30,9:59:46,,04:36:00,14:20:00,,14:16:00,153.43,14:20:00,16:50:30,2:30:31,14:20:00,16:50:30,2:30:31,04:36:00,06:50:44,2:14:45,,,,,
2022-01-16,06:50:28,16:51:30,10:01:02,,05:31:00,15:07:00,,14:24:00,164.43,15:07:00,16:51:30,1:44:30,15:07:00,16:51:30,1:44:30,05:31:00,06:50:28,1:19:28,,,,,
2022-01-17,06:50:10,16:52:29,10:02:20,,06:23:00,16:00:00,,14:23:00,174.43,16:00:00,16:52:29,0:52:30,16:00:00,16:52:29,0:52:30,06:23:00,06:50:10,0:27:10,,,,,
2022-01-18,06:49:49,16:53:29,10:03:40,,07:09:00,16:58:00,,14:11:00,186.43,06:49:49,07:09:00,0:19:10,06:49:49,07:09:00,0:19:10,16:53:29,16:58:00,0:04:30,,,,,
2022-01-19,06:49:27,16:54:30,10:05:03,,07:50:00,17:58:00,,13:52:00,197.43,06:49:27,07:50:00,1:00:32,06:49:27,07:50:00,1:00:32,16:54:30,17:58:00,1:03:30,,,,,
2022-01-20,06:49:03,16:55:31,10:06:28,,08:25:00,19:00:00,,13:25:00,208.43,06:49:03,08:25:00,1:35:56,06:49:03,08:25:00,1:35:56,16:55:31,19:00:00,2:04:29,,,,,
2022-01-21,06:48:37,16:56:32,10:07:55,20:02:00,,,,3:58:00,220.43,,,0:00:00,,,0:00:00,00:00:00,20:02:00,9:54:05,,,,,
2022-01-22,06:48:10,16:57:34,10:09:24,,09:26:00,21:04:00,,12:22:00,232.43,06:48:10,09:26:00,2:37:50,06:48:10,09:26:00,2:37:50,16:57:34,21:04:00,4:06:26,,,,,
2022-01-23,06:47:40,16:58:35,10:10:55,,09:53:00,22:06:00,,11:47:00,244.43,06:47:40,09:53:00,3:05:19,06:47:40,09:53:00,3:05:19,16:58:35,22:06:00,5:07:24,,,,,
2022-01-24,06:47:09,16:59:38,10:12:29,,10:20:00,23:10:00,,11:10:00,256.43,06:47:09,10:20:00,3:32:51,06:47:09,10:20:00,3:32:51,16:59:38,23:10:00,6:10:22,,,,,
2022-01-25,06:46:36,17:00:40,10:14:04,,10:49:00,,,10:49:00,268.43,06:46:36,10:49:00,4:02:24,06:46:36,10:49:00,4:02:24,17:00:40,00:00:00,6:59:20,,,,,
2022-01-26,06:46:01,17:01:42,10:15:42,00:16:00,11:20:00,,,11:04:00,281.43,06:46:01,11:20:00,4:33:59,,,0:00:00,00:00:00,00:00:00,7:14:17,,,,,
2022-01-27,06:45:24,17:02:45,10:17:21,01:25:00,11:56:00,,,10:31:00,294.43,06:45:24,11:56:00,5:10:35,,,0:00:00,00:00:00,00:00:00,8:22:15,,,,,
2022-01-28,06:44:46,17:03:48,10:19:02,02:37:00,12:40:00,,,10:03:00,308.43,06:44:46,12:40:00,5:55:14,,,0:00:00,00:00:00,00:00:00,9:33:12,,,,,
