Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2000-01-01,06:51:07,16:37:41,9:46:35,01:38:00,13:06:00,,,11:28:00,303.43,06:51:07,13:06:00,6:14:53,11:28:00,00:00:00,00:00:00,9:00:18,0:00:00,11:28:00,9:00:18,,,,,,,
2000-01-02,06:51:18,16:38:27,9:47:08,02:34:00,13:39:00,,,11:05:00,314.43,06:51:18,13:39:00,6:47:41,11:05:00,00:00:00,00:00:00,9:55:33,0:00:00,11:05:00,9:55:33,,,,,,,
2000-01-03,06:51:28,16:39:13,9:47:45,03:29:00,14:14:00,,,10:45:00,325.43,06:51:28,14:14:00,7:22:31,10:45:00,00:00:00,00:00:00,10:49:46,0:00:00,10:45:00,10:49:46,,,,,,,
2000-01-04,06:51:36,16:40:01,9:48:25,04:24:00,14:52:00,,,10:28:00,336.43,06:51:36,14:52:00,8:00:23,0:00:00,00:00:00,00:00:00,11:43:58,9:48:25,10:28:00,11:43:58,,,,,,,
2000-01-05,06:51:43,16:40:51,9:49:08,05:17:00,15:34:00,,,10:17:00,346.43,06:51:43,15:34:00,8:42:17,0:00:00,00:00:00,00:00:00,12:36:09,9:49:08,10:17:00,12:36:09,,,,,,,
2000-01-06,06:51:47,16:41:41,9:49:54,06:09:00,16:20:00,,,10:11:00,357.43,06:51:47,16:20:00,9:28:13,0:00:00,00:00:00,00:00:00,13:27:19,9:49:54,10:11:00,13:27:19,,,,,,,
2000-01-07,06:51:49,16:42:32,9:50:43,06:58:00,17:10:00,,,10:12:00,8.43,06:58:00,16:42:32,9:44:33,0:00:00,00:00:00,00:00:00,13:41:50,9:50:43,10:12:00,13:41:50,,,,,,,
2000-01-08,06:51:49,16:43:24,9:51:35,07:43:00,18:04:00,,,10:21:00,19.43,07:43:00,16:43:24,9:00:25,0:00:00,00:00:00,00:00:00,12:47:50,9:51:35,10:21:00,12:47:50,,,,,,,
2000-01-09,06:51:48,16:44:18,9:52:30,,19:00:00,,,19:00:00,30.43,06:51:48,16:44:18,9:52:30,19:00:00,19:00:00,00:00:00,5:00:00,0:00:00,19:00:00,5:00:00,,,,,,,
2000-01-10,06:51:44,16:45:12,9:53:28,09:02:00,19:57:00,,,10:55:00,41.43,09:02:00,16:45:12,7:43:12,10:55:00,00:00:00,00:00:00,10:54:45,0:00:00,10:55:00,10:54:45,,,,,,,
