Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2017-01-01,06:23:44,19:56:41,13:32:57,09:16:00,,,,14:44:00,37.43,09:16:00,19:56:41,10:40:41,14:44:00,00:00:00,06:23:44,6:23:44,0:00:00,14:44:00,6:23:44,,,,,,,
2017-01-02,06:24:23,19:56:57,13:32:34,10:11:00,23:10:00,,,12:59:00,48.43,10:11:00,19:56:57,9:45:57,12:59:00,00:00:00,00:00:00,7:14:24,0:33:34,12:59:00,7:14:24,,,,,,,
2017-01-03,06:25:03,19:57:12,13:32:08,11:07:00,23:51:00,,,12:44:00,61.43,11:07:00,19:57:12,8:50:12,12:44:00,00:00:00,00:00:00,6:34:04,0:48:08,12:44:00,6:34:04,,,,,,,
2017-01-04,06:25:44,19:57:25,13:31:41,12:04:00,,,,11:56:00,73.43,12:04:00,19:57:25,7:53:25,11:56:00,00:00:00,06:25:44,6:25:44,1:35:41,11:56:00,6:25:44,,,,,,,
2017-01-05,06:26:25,19:57:37,13:31:12,,00:32:00,13:02:00,,11:30:00,85.43,13:02:00,19:57:37,6:55:37,11:30:00,00:32:00,06:26:25,5:54:25,2:01:12,11:30:00,5:54:25,,,,,,,
2017-01-06,06:27:06,19:57:47,13:30:41,,01:14:00,14:01:00,,11:13:00,98.43,14:01:00,19:57:47,5:56:48,11:13:00,01:14:00,06:27:06,5:13:07,2:17:41,11:13:00,5:13:07,,,,,,,
2017-01-07,06:27:48,19:57:57,13:30:09,,01:58:00,15:03:00,,10:55:00,111.43,15:03:00,19:57:57,4:54:57,10:55:00,01:58:00,06:27:48,4:29:48,2:35:09,10:55:00,4:29:48,,,,,,,
2017-01-08,06:28:30,19:58:05,13:29:34,,02:45:00,16:05:00,,10:40:00,125.43,16:05:00,19:58:05,3:53:05,10:40:00,02:45:00,06:28:30,3:43:31,2:49:34,10:40:00,3:43:31,,,,,,,
2017-01-09,06:29:13,19:58:11,13:28:58,,03:35:00,17:09:00,,10:26:00,138.43,17:09:00,19:58:11,2:49:11,10:26:00,03:35:00,06:29:13,2:54:13,3:02:58,10:26:00,2:54:13,,,,,,,
2017-01-10,06:29:56,19:58:16,13:28:20,,04:31:00,18:12:00,,10:19:00,152.43,18:12:00,19:58:16,1:46:17,10:19:00,04:31:00,06:29:56,1:58:56,3:09:20,10:19:00,1:58:56,,,,,,,
2017-01-11,06:30:39,19:58:20,13:27:40,,05:30:00,19:13:00,,10:17:00,165.43,19:13:00,19:58:20,0:45:20,10:17:00,05:30:00,06:30:39,1:00:40,3:10:40,10:17:00,1:00:40,,,,,,,
2017-01-12,06:31:23,19:58:22,13:26:59,,06:31:00,20:10:00,,10:21:00,179.43,,,0:00:00,10:21:00,06:31:00,20:10:00,0:12:01,3:05:59,10:21:00,0:12:01,,,,,,,
2017-01-13,06:32:06,19:58:23,13:26:16,,07:33:00,21:02:00,,10:31:00,192.43,06:32:06,07:33:00,1:00:53,10:31:00,19:58:23,21:02:00,1:03:37,2:55:16,10:31:00,1:03:37,,,,,,,
2017-01-14,06:32:50,19:58:22,13:25:32,,08:34:00,21:48:00,,10:46:00,205.43,06:32:50,08:34:00,2:01:09,10:46:00,19:58:22,21:48:00,1:49:37,2:39:32,10:46:00,1:49:37,,,,,,,
2017-01-15,06:33:34,19:58:20,13:24:46,,09:32:00,,,9:32:00,218.43,06:33:34,09:32:00,2:58:25,9:32:00,19:58:20,00:00:00,4:01:40,3:52:46,9:32:00,4:01:40,,,,,,,
2017-01-16,06:34:18,19:58:16,13:23:58,,10:28:00,23:11:00,,11:17:00,231.43,06:34:18,10:28:00,3:53:41,11:17:00,19:58:16,23:11:00,3:12:43,2:06:58,11:17:00,3:12:43,,,,,,,
