Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2007-01-01,06:23:22,19:56:33,13:33:11,,04:07:00,18:28:00,,9:39:00,18:28:00,19:56:33,1:28:34,04:07:00,06:23:22,2:16:23,,,,
2007-01-02,06:24:01,19:56:50,13:32:49,,05:04:00,19:29:00,,9:35:00,19:29:00,19:56:50,0:27:51,05:04:00,06:24:01,1:20:02,,,,
2007-01-03,06:24:41,19:57:06,13:32:25,,06:05:00,20:24:00,,9:41:00,,,0:00:00,06:05:00,20:24:00,0:46:35,,,,
2007-01-04,06:25:21,19:57:20,13:31:58,,07:07:00,21:11:00,,9:56:00,06:25:21,07:07:00,0:41:38,19:57:20,21:11:00,1:13:40,,,,
2007-01-05,06:26:02,19:57:32,13:31:31,,08:08:00,21:52:00,,10:16:00,06:26:02,08:08:00,1:41:58,19:57:32,21:52:00,1:54:27,,,,
2007-01-06,06:26:43,19:57:44,13:31:01,,09:06:00,,,9:06:00,06:26:43,09:06:00,2:39:16,19:57:44,00:00:00,4:02:16,,,,
2007-01-07,06:27:25,19:57:54,13:30:29,,10:00:00,22:59:00,,11:01:00,06:27:25,10:00:00,3:32:35,19:57:54,22:59:00,3:01:06,,,,
2007-01-08,06:28:07,19:58:02,13:29:56,,10:51:00,23:28:00,,11:23:00,06:28:07,10:51:00,4:22:53,19:58:02,23:28:00,3:29:57,,,,
2007-01-09,06:28:49,19:58:10,13:29:20,,11:41:00,23:57:00,,11:44:00,06:28:49,11:41:00,5:12:10,19:58:10,23:57:00,3:58:50,,,,
2007-01-10,06:29:32,19:58:16,13:28:43,,12:31:00,,,12:31:00,06:29:32,12:31:00,6:01:27,19:58:16,00:00:00,4:01:44,,,,
2007-01-11,06:30:15,19:58:20,13:28:05,00:26:00,13:21:00,,,12:55:00,06:30:15,13:21:00,6:50:44,00:00:00,00:00:00,4:27:40,,,,
2007-01-12,06:30:59,19:58:23,13:27:24,00:56:00,14:12:00,,,13:16:00,06:30:59,14:12:00,7:41:01,00:00:00,00:00:00,4:57:36,,,,
2007-01-13,06:31:42,19:58:25,13:26:42,01:30:00,15:07:00,,,13:37:00,06:31:42,15:07:00,8:35:17,00:00:00,00:00:00,5:31:35,,,,
2007-01-14,06:32:26,19:58:25,13:25:59,02:08:00,16:04:00,,,13:56:00,06:32:26,16:04:00,9:31:33,00:00:00,00:00:00,6:09:35,,,,
2007-01-15,06:33:10,19:58:24,13:25:13,02:52:00,17:03:00,,,14:11:00,06:33:10,17:03:00,10:29:49,00:00:00,00:00:00,6:53:36,,,,
2007-01-16,06:33:54,19:58:21,13:24:27,03:42:00,18:02:00,,,14:20:00,06:33:54,18:02:00,11:28:05,00:00:00,00:00:00,7:43:39,,,,
2007-01-17,06:34:38,19:58:17,13:23:38,04:40:00,18:59:00,,,14:19:00,06:34:38,18:59:00,12:24:21,00:00:00,00:00:00,8:41:43,,,,
2007-01-18,06:35:23,19:58:11,13:22:49,05:43:00,19:52:00,,,14:09:00,06:35:23,19:52:00,13:16:37,00:00:00,00:00:00,9:44:48,,,,
2007-01-19,06:36:07,19:58:04,13:21:57,06:49:00,20:40:00,,,13:51:00,06:49:00,19:58:04,13:09:05,00:00:00,00:00:00,9:56:07,,,,
2007-01-20,06:36:51,19:57:56,13:21:05,07:55:00,21:22:00,,,13:27:00,07:55:00,19:57:56,12:02:56,00:00:00,00:00:00,9:14:52,,,,
2007-01-21,06:37:35,19:57:46,13:20:11,08:59:00,,,,15:01:00,08:59:00,19:57:46,10:58:46,00:00:00,06:37:35,6:37:36,,,,
2007-01-22,06:38:19,19:57:35,13:19:15,10:02:00,22:37:00,,,12:35:00,10:02:00,19:57:35,9:55:35,00:00:00,00:00:00,8:01:20,,,,
2007-01-23,06:39:03,19:57:22,13:18:19,11:03:00,23:13:00,,,12:10:00,11:03:00,19:57:22,8:54:23,00:00:00,00:00:00,7:26:04,,,,
2007-01-24,06:39:47,19:57:08,13:17:21,12:04:00,23:50:00,,,11:46:00,12:04:00,19:57:08,7:53:08,00:00:00,00:00:00,6:49:47,,,,
2007-01-25,06:40:31,19:56:52,13:16:22,13:06:00,,,,10:54:00,13:06:00,19:56:52,6:50:53,00:00:00,06:40:31,6:40:31,,,,
2007-01-26,06:41:14,19:56:36,13:15:22,,00:29:00,14:10:00,,10:19:00,14:10:00,19:56:36,5:46:36,00:29:00,06:41:14,6:12:15,,,,
2007-01-27,06:41:57,19:56:17,13:14:20,,01:12:00,15:15:00,,9:57:00,15:15:00,19:56:17,4:41:18,01:12:00,06:41:57,5:29:58,,,,
2007-01-28,06:42:40,19:55:58,13:13:18,,02:01:00,16:19:00,,9:42:00,16:19:00,19:55:58,3:36:58,02:01:00,06:42:40,4:41:41,,,,
2007-01-29,06:43:23,19:55:37,13:12:14,,02:55:00,17:20:00,,9:35:00,17:20:00,19:55:37,2:35:37,02:55:00,06:43:23,3:48:23,,,,
2007-01-30,06:44:05,19:55:15,13:11:09,,03:54:00,18:16:00,,9:38:00,18:16:00,19:55:15,1:39:15,03:54:00,06:44:05,2:50:06,,,,
2007-01-31,06:44:47,19:54:51,13:10:04,,04:55:00,19:05:00,,9:50:00,19:05:00,19:54:51,0:49:52,04:55:00,06:44:47,1:49:48,,,,
2007-02-01,06:45:29,19:54:26,13:08:57,,05:56:00,19:48:00,,10:08:00,19:48:00,19:54:26,0:06:27,05:56:00,06:45:29,0:49:30,,,,
2007-02-02,06:46:10,19:54:00,13:07:50,,06:54:00,20:25:00,,10:29:00,06:46:10,06:54:00,0:07:49,19:54:00,20:25:00,0:30:59,,,,
2007-02-03,06:46:51,19:53:33,13:06:41,,07:50:00,20:58:00,,10:52:00,06:46:51,07:50:00,1:03:08,19:53:33,20:58:00,1:04:27,,,,
2007-02-04,06:47:32,19:53:04,13:05:32,,08:42:00,21:28:00,,11:14:00,06:47:32,08:42:00,1:54:27,19:53:04,21:28:00,1:34:55,,,,
2007-02-05,06:48:12,19:52:34,13:04:22,,09:33:00,21:57:00,,11:36:00,06:48:12,09:33:00,2:44:47,19:52:34,21:57:00,2:04:25,,,,
2007-02-06,06:48:52,19:52:03,13:03:11,,10:23:00,,,10:23:00,06:48:52,10:23:00,3:34:07,19:52:03,00:00:00,4:07:57,,,,
2007-02-07,06:49:31,19:51:31,13:01:59,,11:12:00,22:55:00,,12:17:00,06:49:31,11:12:00,4:22:28,19:51:31,22:55:00,3:03:29,,,,
2007-02-08,06:50:10,19:50:57,13:00:47,,12:03:00,23:27:00,,12:36:00,06:50:10,12:03:00,5:12:49,19:50:57,23:27:00,3:36:02,,,,
2007-02-09,06:50:49,19:50:23,12:59:34,,12:56:00,,,12:56:00,06:50:49,12:56:00,6:05:11,19:50:23,00:00:00,4:09:37,,,,
2007-02-10,06:51:27,19:49:47,12:58:20,00:03:00,13:51:00,,,13:48:00,06:51:27,13:51:00,6:59:33,00:00:00,00:00:00,4:13:13,,,,
2007-02-11,06:52:05,19:49:10,12:57:05,00:43:00,14:48:00,,,14:05:00,06:52:05,14:48:00,7:55:55,00:00:00,00:00:00,4:53:49,,,,
2007-02-12,06:52:42,19:48:32,12:55:50,01:30:00,15:46:00,,,14:16:00,06:52:42,15:46:00,8:53:18,00:00:00,00:00:00,5:41:27,,,,
2007-02-13,06:53:18,19:47:53,12:54:35,02:23:00,16:44:00,,,14:21:00,06:53:18,16:44:00,9:50:41,00:00:00,00:00:00,6:35:06,,,,
2007-02-14,06:53:55,19:47:13,12:53:19,03:23:00,17:39:00,,,14:16:00,06:53:55,17:39:00,10:45:05,00:00:00,00:00:00,7:35:46,,,,
2007-02-15,06:54:30,19:46:32,12:52:02,04:27:00,18:29:00,,,14:02:00,06:54:30,18:29:00,11:34:29,00:00:00,00:00:00,8:40:27,,,,
2007-02-16,06:55:06,19:45:50,12:50:45,05:34:00,19:14:00,,,13:40:00,06:55:06,19:14:00,12:18:54,00:00:00,00:00:00,9:48:09,,,,
2007-02-17,06:55:40,19:45:07,12:49:27,06:40:00,19:55:00,,,13:15:00,06:55:40,19:45:07,12:49:27,00:00:00,00:00:00,10:45:00,,,,
2007-02-18,06:56:15,19:44:23,12:48:09,07:45:00,20:33:00,,,12:48:00,07:45:00,19:44:23,11:59:24,00:00:00,00:00:00,10:23:15,,,,
2007-02-19,06:56:48,19:43:39,12:46:50,08:49:00,21:10:00,,,12:21:00,08:49:00,19:43:39,10:54:39,00:00:00,00:00:00,9:46:49,,,,
2007-02-20,06:57:22,19:42:53,12:45:31,09:53:00,21:48:00,,,11:55:00,09:53:00,19:42:53,9:49:53,00:00:00,00:00:00,9:09:22,,,,
2007-02-21,06:57:55,19:42:06,12:44:12,10:57:00,,,,13:03:00,10:57:00,19:42:06,8:45:07,00:00:00,06:57:55,6:57:55,,,,
2007-02-22,06:58:27,19:41:19,12:42:52,12:02:00,23:10:00,,,11:08:00,12:02:00,19:41:19,7:39:20,00:00:00,00:00:00,7:48:28,,,,
