Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2025-01-01,05:23:45,18:56:41,13:32:57,06:46:00,20:43:00,,,13:57:00,19.43,06:46:00,18:56:41,12:10:42,,,0:00:00,00:00:00,00:00:00,8:40:45,,,,,
2025-01-02,05:24:24,18:56:57,13:32:33,07:50:00,,,,16:10:00,31.43,07:50:00,18:56:57,11:06:58,,,0:00:00,00:00:00,05:24:24,5:24:25,,,,,
2025-01-03,05:25:04,18:57:12,13:32:08,08:52:00,22:03:00,,,13:11:00,44.43,08:52:00,18:57:12,10:05:12,,,0:00:00,00:00:00,00:00:00,7:22:04,,,,,
2025-01-04,05:25:45,18:57:25,13:31:41,09:53:00,22:39:00,,,12:46:00,57.43,09:53:00,18:57:25,9:04:26,,,0:00:00,00:00:00,00:00:00,6:46:45,,,,,
2025-01-05,05:26:26,18:57:37,13:31:11,10:53:00,23:13:00,,,12:20:00,70.43,10:53:00,18:57:37,8:04:37,,,0:00:00,00:00:00,00:00:00,6:13:26,,,,,
2025-01-06,05:27:07,18:57:47,13:30:40,11:52:00,23:49:00,,,11:57:00,83.43,11:52:00,18:57:47,7:05:48,,,0:00:00,00:00:00,00:00:00,5:38:08,,,,,
2025-01-07,05:27:49,18:57:57,13:30:08,12:53:00,,,,11:07:00,96.43,12:53:00,18:57:57,6:04:57,12:53:00,18:57:57,6:04:57,00:00:00,05:27:49,5:27:49,,,,,
2025-01-08,05:28:31,18:58:04,13:29:33,,00:26:00,13:57:00,,10:29:00,109.43,13:57:00,18:58:04,5:01:05,13:57:00,18:58:04,5:01:05,00:26:00,05:28:31,5:02:32,,,,,
2025-01-09,05:29:14,18:58:11,13:28:57,,01:08:00,15:02:00,,10:06:00,122.43,15:02:00,18:58:11,3:56:11,15:02:00,18:58:11,3:56:11,01:08:00,05:29:14,4:21:15,,,,,
2025-01-10,05:29:57,18:58:16,13:28:19,,01:56:00,16:09:00,,9:47:00,135.43,16:09:00,18:58:16,2:49:16,16:09:00,18:58:16,2:49:16,01:56:00,05:29:57,3:33:58,,,,,
2025-01-11,05:30:40,18:58:19,13:27:39,,02:49:00,17:14:00,,9:35:00,148.43,17:14:00,18:58:19,1:44:20,17:14:00,18:58:19,1:44:20,02:49:00,05:30:40,2:41:41,,,,,
2025-01-12,05:31:24,18:58:21,13:26:57,,03:49:00,18:14:00,,9:35:00,161.43,18:14:00,18:58:21,0:44:22,18:14:00,18:58:21,0:44:22,03:49:00,05:31:24,1:42:24,,,,,
2025-01-13,05:32:08,18:58:22,13:26:14,,04:52:00,19:08:00,,9:44:00,174.43,,,0:00:00,,,0:00:00,04:52:00,19:08:00,0:49:46,,,,,
2025-01-14,05:32:52,18:58:21,13:25:30,,05:56:00,19:54:00,,10:02:00,186.43,05:32:52,05:56:00,0:23:08,05:32:52,05:56:00,0:23:08,18:58:21,19:54:00,0:55:38,,,,,
2025-01-15,05:33:36,18:58:19,13:24:44,,06:57:00,20:34:00,,10:23:00,199.43,05:33:36,06:57:00,1:23:24,05:33:36,06:57:00,1:23:24,18:58:19,20:34:00,1:35:40,,,,,
2025-01-16,05:34:20,18:58:16,13:23:56,,07:55:00,,,7:55:00,211.43,05:34:20,07:55:00,2:20:40,05:34:20,07:55:00,2:20:40,18:58:16,00:00:00,5:01:44,,,,,
2025-01-17,05:35:04,18:58:11,13:23:07,,08:49:00,21:39:00,,11:10:00,222.43,05:35:04,08:49:00,3:13:56,05:35:04,08:49:00,3:13:56,18:58:11,21:39:00,2:40:49,,,,,
2025-01-18,05:35:48,18:58:04,13:22:16,,09:41:00,22:09:00,,11:32:00,234.43,05:35:48,09:41:00,4:05:11,05:35:48,09:41:00,4:05:11,18:58:04,22:09:00,3:10:55,,,,,
2025-01-19,05:36:32,18:57:56,13:21:24,,10:31:00,22:38:00,,11:53:00,245.43,05:36:32,10:31:00,4:54:27,05:36:32,10:31:00,4:54:27,18:57:56,22:38:00,3:40:03,,,,,
2025-01-20,05:37:17,18:57:47,13:20:30,,11:20:00,23:07:00,,12:13:00,256.43,05:37:17,11:20:00,5:42:43,05:37:17,11:20:00,5:42:43,18:57:47,23:07:00,4:09:12,,,,,
2025-01-21,05:38:01,18:57:36,13:19:36,,12:11:00,23:38:00,,12:33:00,266.43,05:38:01,12:11:00,6:32:59,05:38:01,12:11:00,6:32:59,18:57:36,23:38:00,4:40:23,,,,,
2025-01-22,05:38:45,18:57:24,13:18:40,,13:03:00,,,13:03:00,277.43,05:38:45,13:03:00,7:24:15,,,0:00:00,18:57:24,00:00:00,5:02:35,,,,,
2025-01-23,05:39:29,18:57:11,13:17:42,00:13:00,13:58:00,,,13:45:00,288.43,05:39:29,13:58:00,8:18:31,,,0:00:00,00:00:00,00:00:00,5:15:49,,,,,
2025-01-24,05:40:12,18:56:56,13:16:43,00:52:00,14:55:00,,,14:03:00,299.43,05:40:12,14:55:00,9:14:47,,,0:00:00,00:00:00,00:00:00,5:55:04,,,,,
2025-01-25,05:40:56,18:56:39,13:15:44,01:38:00,15:53:00,,,14:15:00,310.43,05:40:56,15:53:00,10:12:04,,,0:00:00,00:00:00,00:00:00,6:41:20,,,,,
2025-01-26,05:41:39,18:56:22,13:14:43,02:29:00,16:50:00,,,14:21:00,322.43,05:41:39,16:50:00,11:08:20,,,0:00:00,00:00:00,00:00:00,7:32:38,,,,,
2025-01-27,05:42:22,18:56:03,13:13:41,03:28:00,17:45:00,,,14:17:00,334.43,05:42:22,17:45:00,12:02:37,,,0:00:00,00:00:00,00:00:00,8:31:57,,,,,
2025-01-28,05:43:05,18:55:42,13:12:37,04:30:00,18:35:00,,,14:05:00,346.43,05:43:05,18:35:00,12:51:55,,,0:00:00,00:00:00,00:00:00,9:34:17,,,,,
2025-01-29,05:43:47,18:55:20,13:11:33,05:35:00,19:20:00,,,13:45:00,359.43,05:43:47,18:55:20,13:11:33,,,0:00:00,00:00:00,00:00:00,10:15:00,,,,,
2025-01-30,05:44:30,18:54:57,13:10:28,06:40:00,20:01:00,,,13:21:00,12.43,06:40:00,18:54:57,12:14:58,,,0:00:00,00:00:00,00:00:00,9:43:30,,,,,
2025-01-31,05:45:11,18:54:33,13:09:22,07:43:00,20:38:00,,,12:55:00,25.43,07:43:00,18:54:33,11:11:34,,,0:00:00,00:00:00,00:00:00,9:07:12,,,,,
2025-02-01,05:45:53,18:54:07,13:08:14,08:45:00,,,,15:15:00,38.43,08:45:00,18:54:07,10:09:08,,,0:00:00,00:00:00,05:45:53,5:45:53,,,,,
2025-02-02,05:46:34,18:53:40,13:07:06,09:46:00,21:50:00,,,12:04:00,51.43,09:46:00,18:53:40,9:07:41,,,0:00:00,00:00:00,00:00:00,7:56:35,,,,,
2025-02-03,05:47:15,18:53:12,13:05:57,10:47:00,22:27:00,,,11:40:00,65.43,10:47:00,18:53:12,8:06:13,,,0:00:00,00:00:00,00:00:00,7:20:15,,,,,
2025-02-04,05:47:55,18:52:43,13:04:48,11:50:00,23:07:00,,,11:17:00,78.43,11:50:00,18:52:43,7:02:43,,,0:00:00,00:00:00,00:00:00,6:40:56,,,,,
2025-02-05,05:48:35,18:52:12,13:03:37,12:55:00,23:52:00,,,10:57:00,91.43,12:55:00,18:52:12,5:57:13,12:55:00,18:52:12,5:57:13,00:00:00,00:00:00,5:56:36,,,,,
2025-02-06,05:49:15,18:51:40,13:02:25,14:01:00,,,,9:59:00,104.43,14:01:00,18:51:40,4:50:41,14:01:00,18:51:40,4:50:41,00:00:00,05:49:15,5:49:15,,,,,
2025-02-07,05:49:54,18:51:07,13:01:13,,00:43:00,15:05:00,,9:38:00,117.43,15:05:00,18:51:07,3:46:08,15:05:00,18:51:07,3:46:08,00:43:00,05:49:54,5:06:54,,,,,
2025-02-08,05:50:33,18:50:33,13:00:00,,01:40:00,16:06:00,,9:34:00,130.43,16:06:00,18:50:33,2:44:34,16:06:00,18:50:33,2:44:34,01:40:00,05:50:33,4:10:33,,,,,
2025-02-09,05:51:11,18:49:58,12:58:47,,02:41:00,17:01:00,,9:40:00,142.43,17:01:00,18:49:58,1:48:58,17:01:00,18:49:58,1:48:58,02:41:00,05:51:11,3:10:11,,,,,
2025-02-10,05:51:49,18:49:21,12:57:33,,03:43:00,17:49:00,,9:54:00,155.43,17:49:00,18:49:21,1:00:22,17:49:00,18:49:21,1:00:22,03:43:00,05:51:49,2:08:49,,,,,
2025-02-11,05:52:26,18:48:44,12:56:18,,04:45:00,18:30:00,,10:15:00,167.43,18:30:00,18:48:44,0:18:44,18:30:00,18:48:44,0:18:44,04:45:00,05:52:26,1:07:27,,,,,
2025-02-12,05:53:03,18:48:05,12:55:02,,05:43:00,19:06:00,,10:37:00,179.43,,,0:00:00,,,0:00:00,05:43:00,19:06:00,0:27:58,,,,,
2025-02-13,05:53:39,18:47:26,12:53:46,,06:39:00,19:38:00,,11:01:00,190.43,05:53:39,06:39:00,0:45:20,05:53:39,06:39:00,0:45:20,18:47:26,19:38:00,0:50:34,,,,,
2025-02-14,05:54:15,18:46:45,12:52:30,,07:31:00,20:08:00,,11:23:00,202.43,05:54:15,07:31:00,1:36:44,05:54:15,07:31:00,1:36:44,18:46:45,20:08:00,1:21:14,,,,,
2025-02-15,05:54:51,18:46:04,12:51:13,,08:22:00,20:37:00,,11:45:00,213.43,05:54:51,08:22:00,2:27:09,05:54:51,08:22:00,2:27:09,18:46:04,20:37:00,1:50:56,,,,,
2025-02-16,05:55:26,18:45:21,12:49:55,,09:12:00,,,9:12:00,224.43,05:55:26,09:12:00,3:16:34,05:55:26,09:12:00,3:16:34,18:45:21,00:00:00,5:14:39,,,,,
2025-02-17,05:56:00,18:44:37,12:48:37,,10:03:00,21:37:00,,12:26:00,235.43,05:56:00,10:03:00,4:06:59,05:56:00,10:03:00,4:06:59,18:44:37,21:37:00,2:52:22,,,,,
2025-02-18,05:56:34,18:43:53,12:47:19,,10:54:00,22:10:00,,12:44:00,246.43,05:56:34,10:54:00,4:57:25,05:56:34,10:54:00,4:57:25,18:43:53,22:10:00,3:26:06,,,,,
2025-02-19,05:57:08,18:43:08,12:46:00,,11:47:00,22:47:00,,13:00:00,256.43,05:57:08,11:47:00,5:49:52,05:57:08,11:47:00,5:49:52,18:43:08,22:47:00,4:03:52,,,,,
2025-02-20,05:57:41,18:42:22,12:44:41,,12:42:00,23:29:00,,13:13:00,267.43,05:57:41,12:42:00,6:44:19,05:57:41,12:42:00,6:44:19,18:42:22,23:29:00,4:46:38,,,,,
2025-02-21,05:58:13,18:41:35,12:43:21,,13:39:00,,,13:39:00,278.43,05:58:13,13:39:00,7:40:46,,,0:00:00,18:41:35,00:00:00,5:18:25,,,,,
