Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2015-01-01,06:23:24,19:56:33,13:33:08,,03:23:00,16:51:00,,10:32:00,136.43,16:51:00,19:56:33,3:05:33,16:51:00,19:56:33,3:05:33,03:23:00,06:23:24,3:00:25,,,,,
2015-01-02,06:24:03,19:56:49,13:32:46,,04:11:00,17:46:00,,10:25:00,148.43,17:46:00,19:56:49,2:10:50,17:46:00,19:56:49,2:10:50,04:11:00,06:24:03,2:13:04,,,,,
2015-01-03,06:24:43,19:57:04,13:32:22,,05:01:00,18:38:00,,10:23:00,160.43,18:38:00,19:57:04,1:19:05,18:38:00,19:57:04,1:19:05,05:01:00,06:24:43,1:23:43,,,,,
2015-01-04,06:25:23,19:57:18,13:31:55,,05:53:00,19:28:00,,10:25:00,172.43,19:28:00,19:57:18,0:29:19,19:28:00,19:57:18,0:29:19,05:53:00,06:25:23,0:32:23,,,,,
2015-01-05,06:26:04,19:57:31,13:31:27,,06:45:00,20:14:00,,10:31:00,183.43,06:26:04,06:45:00,0:18:56,06:26:04,06:45:00,0:18:56,19:57:31,20:14:00,0:16:28,,,,,
2015-01-06,06:26:45,19:57:42,13:30:57,,07:37:00,20:57:00,,10:40:00,195.43,06:26:45,07:37:00,1:10:15,06:26:45,07:37:00,1:10:15,19:57:42,20:57:00,0:59:17,,,,,
2015-01-07,06:27:27,19:57:52,13:30:26,,08:28:00,21:37:00,,10:51:00,206.43,06:27:27,08:28:00,2:00:33,06:27:27,08:28:00,2:00:33,19:57:52,21:37:00,1:39:07,,,,,
2015-01-08,06:28:09,19:58:01,13:29:52,,09:19:00,,,9:19:00,217.43,06:28:09,09:19:00,2:50:51,06:28:09,09:19:00,2:50:51,19:58:01,00:00:00,4:01:59,,,,,
2015-01-09,06:28:51,19:58:08,13:29:17,,10:08:00,22:50:00,,11:18:00,228.43,06:28:51,10:08:00,3:39:08,06:28:51,10:08:00,3:39:08,19:58:08,22:50:00,2:51:51,,,,,
2015-01-10,06:29:34,19:58:14,13:28:40,,10:58:00,23:25:00,,11:33:00,238.43,06:29:34,10:58:00,4:28:25,06:29:34,10:58:00,4:28:25,19:58:14,23:25:00,3:26:46,,,,,
2015-01-11,06:30:17,19:58:18,13:28:01,,11:47:00,,,11:47:00,249.43,06:30:17,11:47:00,5:16:42,06:30:17,11:47:00,5:16:42,19:58:18,00:00:00,4:01:41,,,,,
2015-01-12,06:31:01,19:58:21,13:27:20,00:01:00,12:37:00,,,12:36:00,260.43,06:31:01,12:37:00,6:05:59,06:31:01,12:37:00,6:05:59,00:00:00,00:00:00,4:02:38,,,,,
2015-01-13,06:31:44,19:58:23,13:26:38,00:37:00,13:28:00,,,12:51:00,271.43,06:31:44,13:28:00,6:56:15,,,0:00:00,00:00:00,00:00:00,4:38:37,,,,,
2015-01-14,06:32:28,19:58:23,13:25:55,01:16:00,14:20:00,,,13:04:00,282.43,06:32:28,14:20:00,7:47:31,,,0:00:00,00:00:00,00:00:00,5:17:37,,,,,
2015-01-15,06:33:12,19:58:21,13:25:09,01:58:00,15:15:00,,,13:17:00,294.43,06:33:12,15:15:00,8:41:47,,,0:00:00,00:00:00,00:00:00,5:59:38,,,,,
