Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2002-01-01,06:23:31,19:56:38,13:33:06,,08:25:00,,,8:25:00,06:23:31,08:25:00,2:01:28,19:56:38,00:00:00,4:03:22,,,,
2002-01-02,06:24:11,19:56:54,13:32:43,,09:31:00,23:04:00,,10:27:00,06:24:11,09:31:00,3:06:49,19:56:54,23:04:00,3:07:05,,,,
2002-01-03,06:24:50,19:57:09,13:32:19,,10:36:00,23:48:00,,10:48:00,06:24:50,10:36:00,4:11:09,19:57:09,23:48:00,3:50:50,,,,
2002-01-04,06:25:31,19:57:23,13:31:52,,11:39:00,,,11:39:00,06:25:31,11:39:00,5:13:29,19:57:23,00:00:00,4:02:37,,,,
2002-01-05,06:26:11,19:57:35,13:31:24,00:28:00,12:40:00,,,12:12:00,06:26:11,12:40:00,6:13:48,00:00:00,00:00:00,4:30:24,,,,
2002-01-06,06:26:53,19:57:47,13:30:54,01:06:00,13:39:00,,,12:33:00,06:26:53,13:39:00,7:12:07,00:00:00,00:00:00,5:08:13,,,,
2002-01-07,06:27:34,19:57:56,13:30:22,01:45:00,14:38:00,,,12:53:00,06:27:34,14:38:00,8:10:25,00:00:00,00:00:00,5:47:03,,,,
2002-01-08,06:28:17,19:58:05,13:29:48,02:24:00,15:37:00,,,13:13:00,06:28:17,15:37:00,9:08:43,00:00:00,00:00:00,6:25:55,,,,
2002-01-09,06:28:59,19:58:12,13:29:12,03:05:00,16:37:00,,,13:32:00,06:28:59,16:37:00,10:08:00,00:00:00,00:00:00,7:06:48,,,,
2002-01-10,06:29:42,19:58:17,13:28:35,03:49:00,17:36:00,,,13:47:00,06:29:42,17:36:00,11:06:17,00:00:00,00:00:00,7:50:42,,,,
2002-01-11,06:30:25,19:58:21,13:27:56,04:37:00,18:33:00,,,13:56:00,06:30:25,18:33:00,12:02:34,00:00:00,00:00:00,8:38:38,,,,
2002-01-12,06:31:09,19:58:24,13:27:15,05:29:00,19:27:00,,,13:58:00,06:31:09,19:27:00,12:55:51,00:00:00,00:00:00,9:30:35,,,,
2002-01-13,06:31:52,19:58:25,13:26:33,06:22:00,20:18:00,,,13:56:00,06:31:52,19:58:25,13:26:33,00:00:00,00:00:00,10:04:00,,,,
2002-01-14,06:32:36,19:58:25,13:25:49,07:17:00,21:03:00,,,13:46:00,07:17:00,19:58:25,12:41:26,00:00:00,00:00:00,9:29:37,,,,
2002-01-15,06:33:20,19:58:24,13:25:03,08:11:00,21:44:00,,,13:33:00,08:11:00,19:58:24,11:47:24,00:00:00,00:00:00,8:49:21,,,,
2002-01-16,06:34:04,19:58:21,13:24:16,09:04:00,,,,14:56:00,09:04:00,19:58:21,10:54:21,00:00:00,06:34:04,6:34:05,,,,
