Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2009-01-01,06:23:42,19:56:42,13:33:00,10:38:00,23:18:00,,,12:40:00,55.43,10:38:00,19:56:42,9:18:42,12:40:00,00:00:00,00:00:00,7:05:43,0:53:00,12:40:00,7:05:43,,,,,,,
2009-01-02,06:24:22,19:56:58,13:32:36,11:31:00,23:50:00,,,12:19:00,66.43,11:31:00,19:56:58,8:25:58,12:19:00,00:00:00,00:00:00,6:34:22,1:13:36,12:19:00,6:34:22,,,,,,,
2009-01-03,06:25:01,19:57:12,13:32:11,12:25:00,,,,11:35:00,78.43,12:25:00,19:57:12,7:32:13,11:35:00,00:00:00,06:25:01,6:25:02,1:57:11,11:35:00,6:25:02,,,,,,,
2009-01-04,06:25:42,19:57:26,13:31:44,,00:23:00,13:21:00,,11:02:00,90.43,13:21:00,19:57:26,6:36:26,11:02:00,00:23:00,06:25:42,6:02:42,2:29:44,11:02:00,6:02:42,,,,,,,
2009-01-05,06:26:23,19:57:38,13:31:15,,00:59:00,14:21:00,,10:38:00,102.43,14:21:00,19:57:38,5:36:38,10:38:00,00:59:00,06:26:23,5:27:23,2:53:15,10:38:00,5:27:23,,,,,,,
2009-01-06,06:27:04,19:57:49,13:30:44,,01:39:00,15:25:00,,10:14:00,115.43,15:25:00,19:57:49,4:32:49,10:14:00,01:39:00,06:27:04,4:48:05,3:16:44,10:14:00,4:48:05,,,,,,,
2009-01-07,06:27:46,19:57:58,13:30:12,,02:26:00,16:32:00,,9:54:00,128.43,16:32:00,19:57:58,3:25:58,9:54:00,02:26:00,06:27:46,4:01:47,3:36:12,9:54:00,4:01:47,,,,,,,
2009-01-08,06:28:29,19:58:06,13:29:37,,03:21:00,17:41:00,,9:40:00,142.43,17:41:00,19:58:06,2:17:06,9:40:00,03:21:00,06:28:29,3:07:29,3:49:37,9:40:00,3:07:29,,,,,,,
2009-01-09,06:29:11,19:58:12,13:29:01,,04:25:00,18:47:00,,9:38:00,155.43,18:47:00,19:58:12,1:11:13,9:38:00,04:25:00,06:29:11,2:04:12,3:51:01,9:38:00,2:04:12,,,,,,,
2009-01-10,06:29:54,19:58:18,13:28:23,,05:34:00,19:47:00,,9:47:00,169.43,19:47:00,19:58:18,0:11:18,9:47:00,05:34:00,06:29:54,0:55:55,3:41:23,9:47:00,0:55:55,,,,,,,
2009-01-11,06:30:38,19:58:21,13:27:44,,06:46:00,20:40:00,,10:06:00,183.43,06:30:38,06:46:00,0:15:22,10:06:00,19:58:21,20:40:00,0:41:38,3:21:44,10:06:00,0:41:38,,,,,,,
2009-01-12,06:31:21,19:58:24,13:27:02,,07:56:00,21:25:00,,10:31:00,197.43,06:31:21,07:56:00,1:24:38,10:31:00,19:58:24,21:25:00,1:26:36,2:56:02,10:31:00,1:26:36,,,,,,,
2009-01-13,06:32:05,19:58:24,13:26:20,,09:02:00,,,9:02:00,211.43,06:32:05,09:02:00,2:29:55,9:02:00,19:58:24,00:00:00,4:01:35,4:24:20,9:02:00,4:01:35,,,,,,,
2009-01-14,06:32:49,19:58:24,13:25:35,,10:04:00,22:42:00,,11:22:00,225.43,06:32:49,10:04:00,3:31:11,11:22:00,19:58:24,22:42:00,2:43:36,2:03:35,11:22:00,2:43:36,,,,,,,
2009-01-15,06:33:33,19:58:22,13:24:49,,11:02:00,23:16:00,,11:46:00,238.43,06:33:33,11:02:00,4:28:27,11:46:00,19:58:22,23:16:00,3:17:38,1:38:49,11:46:00,3:17:38,,,,,,,
2009-01-16,06:34:17,19:58:18,13:24:02,,11:59:00,23:50:00,,12:09:00,250.43,06:34:17,11:59:00,5:24:43,12:09:00,19:58:18,23:50:00,3:51:41,1:15:02,12:09:00,3:51:41,,,,,,,
2009-01-17,06:35:01,19:58:14,13:23:13,,12:54:00,,,12:54:00,263.43,06:35:01,12:54:00,6:18:58,12:54:00,19:58:14,00:00:00,4:01:46,0:29:13,12:54:00,4:01:46,,,,,,,
2009-01-18,06:35:45,19:58:07,13:22:22,00:25:00,13:49:00,,,13:24:00,274.43,06:35:45,13:49:00,7:13:14,13:24:00,00:00:00,00:00:00,4:26:52,0:00:00,13:24:00,4:26:52,,,,,,,
2009-01-19,06:36:29,19:58:00,13:21:30,01:02:00,14:44:00,,,13:42:00,286.43,06:36:29,14:44:00,8:07:30,13:42:00,00:00:00,00:00:00,5:04:00,0:00:00,13:42:00,5:04:00,,,,,,,
2009-01-20,06:37:14,19:57:50,13:20:37,01:42:00,15:39:00,,,13:57:00,297.43,06:37:14,15:39:00,9:01:46,13:57:00,00:00:00,00:00:00,5:44:09,0:00:00,13:57:00,5:44:09,,,,,,,
2009-01-21,06:37:58,19:57:40,13:19:42,02:26:00,16:33:00,,,14:07:00,308.43,06:37:58,16:33:00,9:55:02,14:07:00,00:00:00,00:00:00,6:28:20,0:00:00,14:07:00,6:28:20,,,,,,,
2009-01-22,06:38:42,19:57:28,13:18:46,03:14:00,17:24:00,,,14:10:00,318.43,06:38:42,17:24:00,10:45:18,14:10:00,00:00:00,00:00:00,7:16:32,0:00:00,14:10:00,7:16:32,,,,,,,
2009-01-23,06:39:26,19:57:14,13:17:49,04:05:00,18:12:00,,,14:07:00,329.43,06:39:26,18:12:00,11:32:34,14:07:00,00:00:00,00:00:00,8:07:45,0:00:00,14:07:00,8:07:45,,,,,,,
