Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2009-01-01,07:20:24,16:39:18,9:18:55,10:07:00,21:50:00,,,11:43:00,10:07:00,16:39:18,6:32:19,00:00:00,00:00:00,9:30:24,,,,
2009-01-02,07:20:29,16:40:10,9:19:41,10:28:00,22:54:00,,,12:26:00,10:28:00,16:40:10,6:12:10,00:00:00,00:00:00,8:26:29,,,,
2009-01-03,07:20:31,16:41:03,9:20:32,10:51:00,23:59:00,,,13:08:00,10:51:00,16:41:03,5:50:04,00:00:00,00:00:00,7:21:32,,,,
2009-01-04,07:20:32,16:41:58,9:21:26,11:15:00,,,,12:45:00,11:15:00,16:41:58,5:26:58,00:00:00,07:20:32,7:20:32,,,,
2009-01-05,07:20:30,16:42:54,9:22:24,,01:08:00,11:42:00,,13:26:00,11:42:00,16:42:54,5:00:54,01:08:00,07:20:30,6:12:30,,,,
2009-01-06,07:20:26,16:43:51,9:23:25,,02:21:00,12:16:00,,14:05:00,12:16:00,16:43:51,4:27:52,02:21:00,07:20:26,4:59:26,,,,
2009-01-07,07:20:20,16:44:50,9:24:30,,03:37:00,12:59:00,,14:38:00,12:59:00,16:44:50,3:45:50,03:37:00,07:20:20,3:43:20,,,,
2009-01-08,07:20:11,16:45:50,9:25:39,,04:52:00,13:54:00,,14:58:00,13:54:00,16:45:50,2:51:50,04:52:00,07:20:11,2:28:11,,,,
2009-01-09,07:20:00,16:46:51,9:26:51,,06:02:00,15:02:00,,15:00:00,15:02:00,16:46:51,1:44:52,06:02:00,07:20:00,1:18:01,,,,
2009-01-10,07:19:47,16:47:53,9:28:07,,07:01:00,16:19:00,,14:42:00,16:19:00,16:47:53,0:28:54,07:01:00,07:19:47,0:18:47,,,,
2009-01-11,07:19:31,16:48:57,9:29:25,,07:48:00,17:40:00,,14:08:00,07:19:31,07:48:00,0:28:28,16:48:57,17:40:00,0:51:03,,,,
2009-01-12,07:19:14,16:50:01,9:30:47,,,,,0:00:00,,,0:00:00,00:00:00,00:00:00,14:29:13,,,,
2009-01-13,07:18:54,16:51:07,9:32:13,,08:56:00,,,8:56:00,07:18:54,08:56:00,1:37:05,16:51:07,00:00:00,7:08:53,,,,
2009-01-14,07:18:32,16:52:13,9:33:41,,09:22:00,21:26:00,,11:56:00,07:18:32,09:22:00,2:03:27,16:52:13,21:26:00,4:33:46,,,,
2009-01-15,07:18:08,16:53:20,9:35:12,,09:46:00,22:35:00,,11:11:00,07:18:08,09:46:00,2:27:52,16:53:20,22:35:00,5:41:39,,,,
2009-01-16,07:17:42,16:54:28,9:36:47,,10:10:00,23:41:00,,10:29:00,07:17:42,10:10:00,2:52:18,16:54:28,23:41:00,6:46:31,,,,
2009-01-17,07:17:13,16:55:37,9:38:24,,10:34:00,,,10:34:00,07:17:13,10:34:00,3:16:46,16:55:37,00:00:00,7:04:22,,,,
2009-01-18,07:16:42,16:56:46,9:40:04,00:47:00,11:00:00,,,10:13:00,07:16:42,11:00:00,3:43:17,00:00:00,00:00:00,7:50:13,,,,
2009-01-19,07:16:10,16:57:57,9:41:47,01:51:00,11:30:00,,,9:39:00,07:16:10,11:30:00,4:13:50,00:00:00,00:00:00,8:53:03,,,,
2009-01-20,07:15:35,16:59:07,9:43:32,02:54:00,12:06:00,,,9:12:00,07:15:35,12:06:00,4:50:25,00:00:00,00:00:00,9:54:52,,,,
2009-01-21,07:14:58,17:00:18,9:45:21,03:53:00,12:47:00,,,8:54:00,07:14:58,12:47:00,5:32:02,00:00:00,00:00:00,10:52:41,,,,
2009-01-22,07:14:19,17:01:30,9:47:11,04:48:00,13:36:00,,,8:48:00,07:14:19,13:36:00,6:21:40,00:00:00,00:00:00,11:46:29,,,,
2009-01-23,07:13:38,17:02:42,9:49:04,05:37:00,14:31:00,,,8:54:00,07:13:38,14:31:00,7:17:21,00:00:00,00:00:00,12:34:17,,,,
2009-01-24,07:12:55,17:03:55,9:51:00,06:18:00,15:31:00,,,9:13:00,07:12:55,15:31:00,8:18:04,00:00:00,00:00:00,13:14:05,,,,
2009-01-25,07:12:10,17:05:08,9:52:57,06:54:00,16:33:00,,,9:39:00,07:12:10,16:33:00,9:20:49,00:00:00,00:00:00,13:48:52,,,,
2009-01-26,07:11:24,17:06:21,9:54:57,07:23:00,17:37:00,,,10:14:00,07:23:00,17:06:21,9:43:22,00:00:00,00:00:00,13:34:24,,,,
2009-01-27,07:10:35,17:07:35,9:57:00,07:49:00,18:40:00,,,10:51:00,07:49:00,17:07:35,9:18:35,00:00:00,00:00:00,12:30:36,,,,
2009-01-28,07:09:45,17:08:48,9:59:04,08:12:00,,,,15:48:00,08:12:00,17:08:48,8:56:49,00:00:00,07:09:45,7:09:45,,,,
2009-01-29,07:08:52,17:10:02,10:01:10,08:34:00,20:47:00,,,12:13:00,08:34:00,17:10:02,8:36:03,00:00:00,00:00:00,10:21:53,,,,
2009-01-30,07:07:58,17:11:16,10:03:18,08:56:00,21:51:00,,,12:55:00,08:56:00,17:11:16,8:15:17,00:00:00,00:00:00,9:16:59,,,,
2009-01-31,07:07:02,17:12:30,10:05:28,09:19:00,22:58:00,,,13:39:00,09:19:00,17:12:30,7:53:31,00:00:00,00:00:00,8:09:03,,,,
2009-02-01,07:06:05,17:13:45,10:07:40,09:45:00,,,,14:15:00,09:45:00,17:13:45,7:28:45,00:00:00,07:06:05,7:06:05,,,,
2009-02-02,07:05:05,17:14:59,10:09:53,,00:08:00,10:15:00,,13:53:00,10:15:00,17:14:59,6:59:59,00:08:00,07:05:05,6:57:06,,,,
2009-02-03,07:04:04,17:16:13,10:12:09,,01:21:00,10:53:00,,14:28:00,10:53:00,17:16:13,6:23:13,01:21:00,07:04:04,5:43:05,,,,
2009-02-04,07:03:02,17:17:27,10:14:25,,02:34:00,11:41:00,,14:53:00,11:41:00,17:17:27,5:36:28,02:34:00,07:03:02,4:29:02,,,,
2009-02-05,07:01:58,17:18:41,10:16:44,,03:43:00,12:40:00,,15:03:00,12:40:00,17:18:41,4:38:42,03:43:00,07:01:58,3:18:58,,,,
2009-02-06,07:00:52,17:19:55,10:19:04,,04:45:00,13:51:00,,14:54:00,13:51:00,17:19:55,3:28:56,04:45:00,07:00:52,2:15:52,,,,
2009-02-07,06:59:45,17:21:09,10:21:25,,05:36:00,15:09:00,,14:27:00,15:09:00,17:21:09,2:12:10,05:36:00,06:59:45,1:23:45,,,,
2009-02-08,06:58:36,17:22:23,10:23:47,,06:18:00,16:29:00,,13:49:00,16:29:00,17:22:23,0:53:24,06:18:00,06:58:36,0:40:36,,,,
2009-02-09,06:57:26,17:23:37,10:26:11,,06:52:00,17:47:00,,13:05:00,,,0:00:00,06:52:00,17:47:00,0:28:49,,,,
2009-02-10,06:56:14,17:24:50,10:28:36,,07:20:00,,,7:20:00,06:56:14,07:20:00,0:23:45,17:24:50,00:00:00,6:35:09,,,,
2009-02-11,06:55:01,17:26:04,10:31:03,,07:46:00,20:13:00,,11:33:00,06:55:01,07:46:00,0:50:58,17:26:04,20:13:00,2:46:56,,,,
