Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2014-01-01,07:20:21,16:39:08,9:18:47,07:08:00,17:22:00,,,10:14:00,359.43,07:20:21,16:39:08,9:18:47,0:00:00,00:00:00,00:00:00,13:46:00,9:18:47,10:14:00,13:46:00,,,,,,,
2014-01-02,07:20:26,16:39:59,9:19:33,07:59:00,18:35:00,,,10:36:00,13.43,07:59:00,16:39:59,8:41:00,0:00:00,00:00:00,00:00:00,12:45:27,9:19:33,10:36:00,12:45:27,,,,,,,
2014-01-03,07:20:29,16:40:52,9:20:23,08:44:00,,,,15:16:00,27.43,08:44:00,16:40:52,7:56:52,0:00:00,00:00:00,07:20:29,7:20:30,9:20:23,15:16:00,7:20:30,,,,,,,
2014-01-04,07:20:30,16:41:46,9:21:16,09:23:00,21:00:00,,,11:37:00,41.43,09:23:00,16:41:46,7:18:47,11:37:00,00:00:00,00:00:00,10:20:31,0:00:00,11:37:00,10:20:31,,,,,,,
2014-01-05,07:20:29,16:42:42,9:22:13,09:59:00,22:10:00,,,12:11:00,55.43,09:59:00,16:42:42,6:43:42,12:11:00,00:00:00,00:00:00,9:10:29,0:00:00,12:11:00,9:10:29,,,,,,,
2014-01-06,07:20:25,16:43:39,9:23:14,10:32:00,23:17:00,,,12:45:00,68.43,10:32:00,16:43:39,6:11:40,12:45:00,00:00:00,00:00:00,8:03:26,0:00:00,12:45:00,8:03:26,,,,,,,
2014-01-07,07:20:19,16:44:37,9:24:18,11:05:00,,,,12:55:00,81.43,11:05:00,16:44:37,5:39:38,12:55:00,00:00:00,07:20:19,7:20:20,0:00:00,12:55:00,7:20:20,,,,,,,
2014-01-08,07:20:11,16:45:37,9:25:26,,00:21:00,11:38:00,,12:43:00,93.43,11:38:00,16:45:37,5:07:38,12:43:00,00:21:00,07:20:11,6:59:12,0:00:00,12:43:00,6:59:12,,,,,,,
2014-01-09,07:20:01,16:46:38,9:26:37,,01:23:00,12:13:00,,13:10:00,106.43,12:13:00,16:46:38,4:33:39,13:10:00,01:23:00,07:20:01,5:57:01,0:00:00,13:10:00,5:57:01,,,,,,,
2014-01-10,07:19:48,16:47:40,9:27:52,,02:23:00,12:51:00,,13:32:00,117.43,12:51:00,16:47:40,3:56:41,13:32:00,02:23:00,07:19:48,4:56:49,0:00:00,13:32:00,4:56:49,,,,,,,
2014-01-11,07:19:33,16:48:43,9:29:10,,03:21:00,13:32:00,,13:49:00,129.43,13:32:00,16:48:43,3:16:44,13:49:00,03:21:00,07:19:33,3:58:34,0:00:00,13:49:00,3:58:34,,,,,,,
2014-01-12,07:19:16,16:49:48,9:30:32,,04:15:00,14:16:00,,13:59:00,140.43,14:16:00,16:49:48,2:33:48,13:59:00,04:15:00,07:19:16,3:04:17,0:00:00,13:59:00,3:04:17,,,,,,,
2014-01-13,07:18:57,16:50:53,9:31:56,,05:05:00,15:04:00,,14:01:00,151.43,15:04:00,16:50:53,1:46:53,14:01:00,05:05:00,07:18:57,2:13:57,0:00:00,14:01:00,2:13:57,,,,,,,
2014-01-14,07:18:35,16:51:59,9:33:24,,05:51:00,15:56:00,,13:55:00,162.43,15:56:00,16:51:59,0:55:59,13:55:00,05:51:00,07:18:35,1:27:36,0:00:00,13:55:00,1:27:36,,,,,,,
2014-01-15,07:18:11,16:53:06,9:34:54,,06:32:00,16:49:00,,13:43:00,173.43,16:49:00,16:53:06,0:04:06,13:43:00,06:32:00,07:18:11,0:46:12,0:00:00,13:43:00,0:46:12,,,,,,,
2014-01-16,07:17:46,16:54:14,9:36:28,,07:09:00,17:45:00,,13:24:00,183.43,,,0:00:00,13:24:00,07:09:00,17:45:00,0:59:32,0:00:00,13:24:00,0:59:32,,,,,,,
2014-01-17,07:17:18,16:55:22,9:38:05,,07:43:00,18:41:00,,13:02:00,194.43,07:17:18,07:43:00,0:25:42,13:02:00,16:55:22,18:41:00,1:45:37,0:00:00,13:02:00,1:45:37,,,,,,,
2014-01-18,07:16:47,16:56:32,9:39:44,,08:14:00,,,8:14:00,205.43,07:16:47,08:14:00,0:57:12,8:14:00,16:56:32,00:00:00,7:03:28,1:25:44,8:14:00,7:03:28,,,,,,,
2014-01-19,07:16:15,16:57:42,9:41:26,,08:44:00,20:36:00,,12:08:00,216.43,07:16:15,08:44:00,1:27:44,12:08:00,16:57:42,20:36:00,3:38:18,0:00:00,12:08:00,3:38:18,,,,,,,
2014-01-20,07:15:41,16:58:52,9:43:11,,09:12:00,21:34:00,,11:38:00,227.43,07:15:41,09:12:00,1:56:19,11:38:00,16:58:52,21:34:00,4:35:07,0:00:00,11:38:00,4:35:07,,,,,,,
2014-01-21,07:15:04,17:00:03,9:44:59,,09:41:00,22:33:00,,11:08:00,238.43,07:15:04,09:41:00,2:25:55,11:08:00,17:00:03,22:33:00,5:32:56,0:00:00,11:08:00,5:32:56,,,,,,,
2014-01-22,07:14:26,17:01:15,9:46:49,,10:12:00,23:34:00,,10:38:00,249.43,07:14:26,10:12:00,2:57:34,10:38:00,17:01:15,23:34:00,6:32:45,0:00:00,10:38:00,6:32:45,,,,,,,
2014-01-23,07:13:45,17:02:27,9:48:41,,10:44:00,,,10:44:00,261.43,07:13:45,10:44:00,3:30:14,10:44:00,17:02:27,00:00:00,6:57:33,0:00:00,10:44:00,6:57:33,,,,,,,
2014-01-24,07:13:03,17:03:39,9:50:36,00:37:00,11:21:00,,,10:44:00,273.43,07:13:03,11:21:00,4:07:57,10:44:00,00:00:00,00:00:00,7:33:20,0:00:00,10:44:00,7:33:20,,,,,,,
2014-01-25,07:12:19,17:04:52,9:52:34,01:41:00,12:03:00,,,10:22:00,285.43,07:12:19,12:03:00,4:50:41,10:22:00,00:00:00,00:00:00,8:36:07,0:00:00,10:22:00,8:36:07,,,,,,,
2014-01-26,07:11:32,17:06:05,9:54:33,02:45:00,12:52:00,,,10:07:00,298.43,07:11:32,12:52:00,5:40:27,10:07:00,00:00:00,00:00:00,9:38:54,0:00:00,10:07:00,9:38:54,,,,,,,
2014-01-27,07:10:44,17:07:19,9:56:35,03:49:00,13:50:00,,,10:01:00,311.43,07:10:44,13:50:00,6:39:16,10:01:00,00:00:00,00:00:00,10:41:41,0:00:00,10:01:00,10:41:41,,,,,,,
2014-01-28,07:09:54,17:08:32,9:58:38,04:48:00,14:55:00,,,10:07:00,325.43,07:09:54,14:55:00,7:45:06,10:07:00,00:00:00,00:00:00,11:39:27,0:00:00,10:07:00,11:39:27,,,,,,,
2014-01-29,07:09:02,17:09:46,10:00:44,05:43:00,16:06:00,,,10:23:00,339.43,07:09:02,16:06:00,8:56:58,0:00:00,00:00:00,00:00:00,12:33:13,10:00:44,10:23:00,12:33:13,,,,,,,
2014-01-30,07:08:08,17:11:00,10:02:52,06:32:00,17:20:00,,,10:48:00,353.43,07:08:08,17:11:00,10:02:52,0:00:00,00:00:00,00:00:00,13:12:00,10:02:52,10:48:00,13:12:00,,,,,,,
