Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2020-01-01,07:20:17,16:38:44,9:18:27,11:25:00,23:02:00,,,11:37:00,11:25:00,16:38:44,5:13:44,00:00:00,00:00:00,8:18:17,,,,
2020-01-02,07:20:23,16:39:34,9:19:11,11:49:00,,,,12:11:00,11:49:00,16:39:34,4:50:35,00:00:00,07:20:23,7:20:24,,,,
2020-01-03,07:20:28,16:40:26,9:19:59,12:13:00,,,,11:47:00,12:13:00,16:40:26,4:27:27,00:00:00,07:20:28,7:20:28,,,,
2020-01-04,07:20:30,16:41:20,9:20:50,,00:58:00,12:38:00,,12:20:00,12:38:00,16:41:20,4:03:20,00:58:00,07:20:30,6:22:30,,,,
2020-01-05,07:20:29,16:42:15,9:21:46,,01:58:00,13:05:00,,12:53:00,13:05:00,16:42:15,3:37:16,01:58:00,07:20:29,5:22:30,,,,
2020-01-06,07:20:27,16:43:12,9:22:45,,03:00:00,13:35:00,,13:25:00,13:35:00,16:43:12,3:08:12,03:00:00,07:20:27,4:20:27,,,,
2020-01-07,07:20:22,16:44:09,9:23:48,,04:03:00,14:11:00,,13:52:00,14:11:00,16:44:09,2:33:10,04:03:00,07:20:22,3:17:22,,,,
2020-01-08,07:20:15,16:45:08,9:24:54,,05:08:00,14:54:00,,14:14:00,14:54:00,16:45:08,1:51:09,05:08:00,07:20:15,2:12:15,,,,
2020-01-09,07:20:05,16:46:09,9:26:03,,06:12:00,15:45:00,,14:27:00,15:45:00,16:46:09,1:01:09,06:12:00,07:20:05,1:08:06,,,,
2020-01-10,07:19:54,16:47:10,9:27:17,,07:12:00,16:46:00,,14:26:00,16:46:00,16:47:10,0:01:11,07:12:00,07:19:54,0:07:54,,,,
2020-01-11,07:19:40,16:48:13,9:28:33,,08:07:00,17:53:00,,14:14:00,07:19:40,08:07:00,0:47:20,16:48:13,17:53:00,1:04:46,,,,
2020-01-12,07:19:24,16:49:17,9:29:53,,08:54:00,,,8:54:00,07:19:24,08:54:00,1:34:36,16:49:17,00:00:00,7:10:43,,,,
2020-01-13,07:19:06,16:50:22,9:31:16,,09:34:00,20:20:00,,13:14:00,07:19:06,09:34:00,2:14:54,16:50:22,20:20:00,3:29:38,,,,
2020-01-14,07:18:45,16:51:27,9:32:42,,10:10:00,21:33:00,,12:37:00,07:18:45,10:10:00,2:51:14,16:51:27,21:33:00,4:41:32,,,,
2020-01-15,07:18:22,16:52:34,9:34:12,,10:41:00,22:45:00,,11:56:00,07:18:22,10:41:00,3:22:37,16:52:34,22:45:00,5:52:26,,,,
2020-01-16,07:17:57,16:53:41,9:35:44,,11:11:00,23:55:00,,11:16:00,07:17:57,11:11:00,3:53:02,16:53:41,23:55:00,7:01:18,,,,
2020-01-17,07:17:30,16:54:50,9:37:19,,11:41:00,,,11:41:00,07:17:30,11:41:00,4:23:29,16:54:50,00:00:00,7:05:10,,,,
2020-01-18,07:17:01,16:55:59,9:38:57,01:05:00,12:12:00,,,11:07:00,07:17:01,12:12:00,4:54:58,00:00:00,00:00:00,8:09:01,,,,
2020-01-19,07:16:30,16:57:08,9:40:38,02:15:00,12:46:00,,,10:31:00,07:16:30,12:46:00,5:29:30,00:00:00,00:00:00,9:17:51,,,,
2020-01-20,07:15:56,16:58:18,9:42:22,03:23:00,13:24:00,,,10:01:00,07:15:56,13:24:00,6:08:03,00:00:00,00:00:00,10:24:41,,,,
2020-01-21,07:15:21,16:59:29,9:44:08,04:29:00,14:08:00,,,9:39:00,07:15:21,14:08:00,6:52:38,00:00:00,00:00:00,11:29:30,,,,
