Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2017-01-01,07:20:22,16:39:21,9:18:59,09:26:00,20:13:00,,,10:47:00,37.43,09:26:00,16:39:21,7:13:22,10:47:00,00:00:00,00:00:00,11:07:22,0:00:00,10:47:00,11:07:22,,,,,,,
2017-01-02,07:20:27,16:40:13,9:19:46,10:02:00,21:16:00,,,11:14:00,48.43,10:02:00,16:40:13,6:38:13,11:14:00,00:00:00,00:00:00,10:04:27,0:00:00,11:14:00,10:04:27,,,,,,,
2017-01-03,07:20:29,16:41:06,9:20:37,10:36:00,22:20:00,,,11:44:00,61.43,10:36:00,16:41:06,6:05:07,11:44:00,00:00:00,00:00:00,9:00:30,0:00:00,11:44:00,9:00:30,,,,,,,
2017-01-04,07:20:29,16:42:01,9:21:31,11:09:00,23:25:00,,,12:16:00,73.43,11:09:00,16:42:01,5:33:01,12:16:00,00:00:00,00:00:00,7:55:30,0:00:00,12:16:00,7:55:30,,,,,,,
2017-01-05,07:20:28,16:42:57,9:22:29,11:43:00,,,,12:17:00,85.43,11:43:00,16:42:57,4:59:57,12:17:00,00:00:00,07:20:28,7:20:28,0:00:00,12:17:00,7:20:28,,,,,,,
2017-01-06,07:20:23,16:43:54,9:23:31,,00:32:00,12:18:00,,12:14:00,98.43,12:18:00,16:43:54,4:25:55,12:14:00,00:32:00,07:20:23,6:48:24,0:00:00,12:14:00,6:48:24,,,,,,,
2017-01-07,07:20:17,16:44:53,9:24:36,,01:41:00,12:56:00,,12:45:00,111.43,12:56:00,16:44:53,3:48:54,12:45:00,01:41:00,07:20:17,5:39:17,0:00:00,12:45:00,5:39:17,,,,,,,
2017-01-08,07:20:08,16:45:53,9:25:45,,02:50:00,13:38:00,,13:12:00,125.43,13:38:00,16:45:53,3:07:54,13:12:00,02:50:00,07:20:08,4:30:09,0:00:00,13:12:00,4:30:09,,,,,,,
2017-01-09,07:19:57,16:46:54,9:26:57,,04:00:00,14:26:00,,13:34:00,138.43,14:26:00,16:46:54,2:20:55,13:34:00,04:00:00,07:19:57,3:19:58,0:00:00,13:34:00,3:19:58,,,,,,,
2017-01-10,07:19:44,16:47:57,9:28:13,,05:08:00,15:21:00,,13:47:00,152.43,15:21:00,16:47:57,1:26:57,13:47:00,05:08:00,07:19:44,2:11:44,0:00:00,13:47:00,2:11:44,,,,,,,
2017-01-11,07:19:28,16:49:00,9:29:32,,06:11:00,16:21:00,,13:50:00,165.43,16:21:00,16:49:00,0:28:01,13:50:00,06:11:00,07:19:28,1:08:29,0:00:00,13:50:00,1:08:29,,,,,,,
2017-01-12,07:19:11,16:50:05,9:30:54,,07:08:00,17:26:00,,13:42:00,179.43,,,0:00:00,13:42:00,07:08:00,17:26:00,0:47:06,0:00:00,13:42:00,0:47:06,,,,,,,
2017-01-13,07:18:51,16:51:10,9:32:19,,07:57:00,18:32:00,,13:25:00,192.43,07:18:51,07:57:00,0:38:09,13:25:00,16:51:10,18:32:00,1:40:49,0:00:00,13:25:00,1:40:49,,,,,,,
2017-01-14,07:18:29,16:52:16,9:33:48,,08:41:00,,,8:41:00,205.43,07:18:29,08:41:00,1:22:31,8:41:00,16:52:16,00:00:00,7:07:43,0:52:48,8:41:00,7:07:43,,,,,,,
2017-01-15,07:18:04,16:53:24,9:35:19,,09:18:00,20:42:00,,12:36:00,218.43,07:18:04,09:18:00,1:59:55,12:36:00,16:53:24,20:42:00,3:48:36,0:00:00,12:36:00,3:48:36,,,,,,,
2017-01-16,07:17:38,16:54:32,9:36:54,,09:52:00,21:44:00,,12:08:00,231.43,07:17:38,09:52:00,2:34:22,12:08:00,16:54:32,21:44:00,4:49:28,0:00:00,12:08:00,4:49:28,,,,,,,
2017-01-17,07:17:09,16:55:41,9:38:31,,10:23:00,22:44:00,,11:39:00,243.43,07:17:09,10:23:00,3:05:50,11:39:00,16:55:41,22:44:00,5:48:19,0:00:00,11:39:00,5:48:19,,,,,,,
2017-01-18,07:16:38,16:56:50,9:40:12,,10:53:00,23:42:00,,11:11:00,254.43,07:16:38,10:53:00,3:36:21,11:11:00,16:56:50,23:42:00,6:45:10,0:00:00,11:11:00,6:45:10,,,,,,,
2017-01-19,07:16:06,16:58:00,9:41:54,,11:22:00,,,11:22:00,266.43,07:16:06,11:22:00,4:05:54,11:22:00,16:58:00,00:00:00,7:01:59,0:00:00,11:22:00,7:01:59,,,,,,,
2017-01-20,07:15:31,16:59:11,9:43:40,00:39:00,11:53:00,,,11:14:00,277.43,07:15:31,11:53:00,4:37:29,11:14:00,00:00:00,00:00:00,7:39:49,0:00:00,11:14:00,7:39:49,,,,,,,
2017-01-21,07:14:54,17:00:22,9:45:28,01:35:00,12:25:00,,,10:50:00,287.43,07:14:54,12:25:00,5:10:06,10:50:00,00:00:00,00:00:00,8:34:37,0:00:00,10:50:00,8:34:37,,,,,,,
