Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2004-01-01,07:20:19,16:38:39,9:18:20,,01:47:00,12:47:00,,13:00:00,113.43,12:47:00,16:38:39,3:51:40,13:00:00,01:47:00,07:20:19,5:33:20,0:00:00,13:00:00,5:33:20,,,,,,,
2004-01-02,07:20:26,16:39:30,9:19:04,,02:48:00,13:12:00,,13:36:00,124.43,13:12:00,16:39:30,3:27:30,13:36:00,02:48:00,07:20:26,4:32:27,0:00:00,13:36:00,4:32:27,,,,,,,
2004-01-03,07:20:31,16:40:22,9:19:51,,03:50:00,13:40:00,,14:10:00,135.43,13:40:00,16:40:22,3:00:22,14:10:00,03:50:00,07:20:31,3:30:31,0:00:00,14:10:00,3:30:31,,,,,,,
2004-01-04,07:20:33,16:41:15,9:20:42,,04:51:00,14:13:00,,14:38:00,146.43,14:13:00,16:41:15,2:28:15,14:38:00,04:51:00,07:20:33,2:29:33,0:00:00,14:38:00,2:29:33,,,,,,,
2004-01-05,07:20:33,16:42:10,9:21:37,,05:52:00,14:53:00,,14:59:00,156.43,14:53:00,16:42:10,1:49:10,14:59:00,05:52:00,07:20:33,1:28:33,0:00:00,14:59:00,1:28:33,,,,,,,
2004-01-06,07:20:30,16:43:06,9:22:36,,06:49:00,15:41:00,,15:08:00,167.43,15:41:00,16:43:06,1:02:07,15:08:00,06:49:00,07:20:30,0:31:31,0:00:00,15:08:00,0:31:31,,,,,,,
2004-01-07,07:20:26,16:44:04,9:23:38,,07:40:00,16:37:00,,15:03:00,178.43,07:20:26,16:44:04,0:26:38,15:03:00,,,0:00:00,0:00:00,15:03:00,0:00:00,,,,,,,
2004-01-08,07:20:19,16:45:03,9:24:44,,08:25:00,17:38:00,,14:47:00,189.43,07:20:19,08:25:00,1:04:41,14:47:00,16:45:03,17:38:00,0:52:57,0:00:00,14:47:00,0:52:57,,,,,,,
2004-01-09,07:20:10,16:46:03,9:25:53,,09:03:00,18:44:00,,14:19:00,201.43,07:20:10,09:03:00,1:42:50,14:19:00,16:46:03,18:44:00,1:57:56,0:00:00,14:19:00,1:57:56,,,,,,,
2004-01-10,07:19:59,16:47:05,9:27:06,,09:34:00,,,9:34:00,212.43,07:19:59,09:34:00,2:14:01,9:34:00,16:47:05,00:00:00,7:12:55,0:00:00,9:34:00,7:12:55,,,,,,,
2004-01-11,07:19:45,16:48:07,9:28:22,,10:02:00,20:57:00,,13:05:00,224.43,07:19:45,10:02:00,2:42:15,13:05:00,16:48:07,20:57:00,4:08:52,0:00:00,13:05:00,4:08:52,,,,,,,
2004-01-12,07:19:29,16:49:11,9:29:42,,10:27:00,22:04:00,,12:23:00,236.43,07:19:29,10:27:00,3:07:30,12:23:00,16:49:11,22:04:00,5:14:49,0:00:00,12:23:00,5:14:49,,,,,,,
2004-01-13,07:19:11,16:50:15,9:31:04,,10:50:00,23:12:00,,11:38:00,248.43,07:19:11,10:50:00,3:30:48,11:38:00,16:50:15,23:12:00,6:21:44,0:00:00,11:38:00,6:21:44,,,,,,,
2004-01-14,07:18:51,16:51:21,9:32:30,,11:13:00,,,11:13:00,260.43,07:18:51,11:13:00,3:54:09,11:13:00,16:51:21,00:00:00,7:08:38,0:00:00,11:13:00,7:08:38,,,,,,,
