Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2006-01-01,07:20:23,16:39:05,9:18:42,09:03:00,18:26:00,,,9:23:00,09:03:00,16:39:05,7:36:05,00:00:00,00:00:00,12:54:23,,,,
2006-01-02,07:20:28,16:39:56,9:19:27,09:41:00,,,,14:19:00,09:41:00,16:39:56,6:58:56,00:00:00,07:20:28,7:20:29,,,,
2006-01-03,07:20:32,16:40:49,9:20:17,10:12:00,21:06:00,,,10:54:00,10:12:00,16:40:49,6:28:49,00:00:00,00:00:00,10:14:32,,,,
2006-01-04,07:20:33,16:41:43,9:21:10,10:38:00,22:21:00,,,11:43:00,10:38:00,16:41:43,6:03:43,00:00:00,00:00:00,8:59:33,,,,
2006-01-05,07:20:32,16:42:38,9:22:07,11:02:00,23:33:00,,,12:31:00,11:02:00,16:42:38,5:40:39,00:00:00,00:00:00,7:47:32,,,,
2006-01-06,07:20:28,16:43:35,9:23:07,11:24:00,,,,12:36:00,11:24:00,16:43:35,5:19:36,00:00:00,07:20:28,7:20:29,,,,
2006-01-07,07:20:22,16:44:34,9:24:11,,00:44:00,11:48:00,,12:56:00,11:48:00,16:44:34,4:56:34,00:44:00,07:20:22,6:36:23,,,,
2006-01-08,07:20:14,16:45:33,9:25:19,,01:55:00,12:14:00,,13:41:00,12:14:00,16:45:33,4:31:34,01:55:00,07:20:14,5:25:15,,,,
2006-01-09,07:20:04,16:46:34,9:26:30,,03:05:00,12:45:00,,14:20:00,12:45:00,16:46:34,4:01:35,03:05:00,07:20:04,4:15:05,,,,
2006-01-10,07:19:52,16:47:36,9:27:45,,04:15:00,13:22:00,,14:53:00,13:22:00,16:47:36,3:25:37,04:15:00,07:19:52,3:04:52,,,,
2006-01-11,07:19:37,16:48:40,9:29:03,,05:21:00,14:06:00,,15:15:00,14:06:00,16:48:40,2:42:40,05:21:00,07:19:37,1:58:37,,,,
2006-01-12,07:19:20,16:49:44,9:30:24,,06:20:00,14:59:00,,15:21:00,14:59:00,16:49:44,1:50:44,06:20:00,07:19:20,0:59:20,,,,
2006-01-13,07:19:01,16:50:49,9:31:48,,07:10:00,15:58:00,,15:12:00,15:58:00,16:50:49,0:52:49,07:10:00,07:19:01,0:09:01,,,,
2006-01-14,07:18:39,16:51:55,9:33:16,,07:52:00,17:01:00,,14:51:00,07:18:39,07:52:00,0:33:20,16:51:55,17:01:00,0:09:05,,,,
2006-01-15,07:18:16,16:53:02,9:34:46,,08:25:00,18:05:00,,14:20:00,07:18:16,08:25:00,1:06:44,16:53:02,18:05:00,1:11:58,,,,
2006-01-16,07:17:50,16:54:10,9:36:20,,08:53:00,,,8:53:00,07:17:50,08:53:00,1:35:10,16:54:10,00:00:00,7:05:50,,,,
2006-01-17,07:17:22,16:55:18,9:37:56,,09:16:00,20:09:00,,13:07:00,07:17:22,09:16:00,1:58:38,16:55:18,20:09:00,3:13:41,,,,
2006-01-18,07:16:52,16:56:28,9:39:36,,09:36:00,21:10:00,,12:26:00,07:16:52,09:36:00,2:19:08,16:56:28,21:10:00,4:13:32,,,,
2006-01-19,07:16:20,16:57:37,9:41:18,,09:55:00,22:09:00,,11:46:00,07:16:20,09:55:00,2:38:40,16:57:37,22:09:00,5:11:22,,,,
2006-01-20,07:15:45,16:58:48,9:43:03,,10:14:00,23:10:00,,11:04:00,07:15:45,10:14:00,2:58:14,16:58:48,23:10:00,6:11:12,,,,
2006-01-21,07:15:09,16:59:59,9:44:50,,10:34:00,,,10:34:00,07:15:09,10:34:00,3:18:50,16:59:59,00:00:00,7:00:00,,,,
2006-01-22,07:14:31,17:01:11,9:46:40,00:13:00,10:55:00,,,10:42:00,07:14:31,10:55:00,3:40:29,00:00:00,00:00:00,7:11:49,,,,
2006-01-23,07:13:50,17:02:23,9:48:32,01:18:00,11:21:00,,,10:03:00,07:13:50,11:21:00,4:07:09,00:00:00,00:00:00,8:15:37,,,,
2006-01-24,07:13:08,17:03:35,9:50:27,02:28:00,11:53:00,,,9:25:00,07:13:08,11:53:00,4:39:51,00:00:00,00:00:00,9:24:24,,,,
2006-01-25,07:12:24,17:04:48,9:52:24,03:40:00,12:35:00,,,8:55:00,07:12:24,12:35:00,5:22:36,00:00:00,00:00:00,10:35:12,,,,
2006-01-26,07:11:38,17:06:01,9:54:24,04:51:00,13:29:00,,,8:38:00,07:11:38,13:29:00,6:17:22,00:00:00,00:00:00,11:44:58,,,,
2006-01-27,07:10:49,17:07:15,9:56:25,05:55:00,14:37:00,,,8:42:00,07:10:49,14:37:00,7:26:10,00:00:00,00:00:00,12:47:45,,,,
2006-01-28,07:09:59,17:08:28,9:58:29,06:50:00,15:55:00,,,9:05:00,07:09:59,15:55:00,8:45:00,00:00:00,00:00:00,13:41:31,,,,
