Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2011-01-01,07:20:20,16:38:54,9:18:34,04:52:00,14:13:00,,,9:21:00,324.43,07:20:20,14:13:00,6:52:40,,,0:00:00,00:00:00,00:00:00,12:13:05,,,,,
2011-01-02,07:20:26,16:39:45,9:19:19,05:51:00,15:08:00,,,9:17:00,337.43,07:20:26,15:08:00,7:47:34,,,0:00:00,00:00:00,00:00:00,13:11:15,,,,,
2011-01-03,07:20:30,16:40:37,9:20:08,06:43:00,16:09:00,,,9:26:00,349.43,07:20:30,16:09:00,8:48:30,,,0:00:00,00:00:00,00:00:00,14:02:22,,,,,
2011-01-04,07:20:31,16:41:31,9:21:00,07:27:00,17:12:00,,,9:45:00,1.43,07:27:00,16:41:31,9:14:32,,,0:00:00,00:00:00,00:00:00,14:08:32,,,,,
2011-01-05,07:20:30,16:42:27,9:21:56,08:04:00,18:16:00,,,10:12:00,13.43,08:04:00,16:42:27,8:38:27,,,0:00:00,00:00:00,00:00:00,13:04:31,,,,,
2011-01-06,07:20:27,16:43:23,9:22:56,08:35:00,,,,15:25:00,25.43,08:35:00,16:43:23,8:08:24,,,0:00:00,00:00:00,07:20:27,7:20:28,,,,,
2011-01-07,07:20:22,16:44:21,9:23:59,09:02:00,20:19:00,,,11:17:00,36.43,09:02:00,16:44:21,7:42:22,,,0:00:00,00:00:00,00:00:00,11:01:23,,,,,
2011-01-08,07:20:15,16:45:21,9:25:06,09:26:00,21:18:00,,,11:52:00,47.43,09:26:00,16:45:21,7:19:21,,,0:00:00,00:00:00,00:00:00,10:02:15,,,,,
2011-01-09,07:20:05,16:46:21,9:26:17,09:49:00,22:16:00,,,12:27:00,58.43,09:49:00,16:46:21,6:57:22,,,0:00:00,00:00:00,00:00:00,9:04:05,,,,,
2011-01-10,07:19:53,16:47:23,9:27:30,10:12:00,23:14:00,,,13:02:00,69.43,10:12:00,16:47:23,6:35:24,,,0:00:00,00:00:00,00:00:00,8:05:53,,,,,
2011-01-11,07:19:38,16:48:26,9:28:48,10:36:00,,,,13:24:00,79.43,10:36:00,16:48:26,6:12:27,,,0:00:00,00:00:00,07:19:38,7:19:39,,,,,
