Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2024-01-01,07:20:17,16:38:44,9:18:27,,10:49:00,22:14:00,,12:35:00,241.43,07:20:17,10:49:00,3:28:42,12:35:00,16:38:44,22:14:00,5:35:15,0:00:00,12:35:00,5:35:15,,,,,,,
2024-01-02,07:20:24,16:39:35,9:19:11,,11:09:00,23:13:00,,11:56:00,252.43,07:20:24,11:09:00,3:48:36,11:56:00,16:39:35,23:13:00,6:33:25,0:00:00,11:56:00,6:33:25,,,,,,,
2024-01-03,07:20:28,16:40:27,9:19:59,,11:27:00,,,11:27:00,263.43,07:20:28,11:27:00,4:06:32,11:27:00,16:40:27,00:00:00,7:19:33,0:00:00,11:27:00,7:19:33,,,,,,,
2024-01-04,07:20:30,16:41:21,9:20:51,00:14:00,11:47:00,,,11:33:00,274.43,07:20:30,11:47:00,4:26:30,11:33:00,00:00:00,00:00:00,7:32:39,0:00:00,11:33:00,7:32:39,,,,,,,
2024-01-05,07:20:29,16:42:16,9:21:47,01:15:00,12:08:00,,,10:53:00,285.43,07:20:29,12:08:00,4:47:30,10:53:00,00:00:00,00:00:00,8:32:44,0:00:00,10:53:00,8:32:44,,,,,,,
2024-01-06,07:20:27,16:43:12,9:22:46,02:20:00,12:34:00,,,10:14:00,296.43,07:20:27,12:34:00,5:13:33,10:14:00,00:00:00,00:00:00,9:36:47,0:00:00,10:14:00,9:36:47,,,,,,,
2024-01-07,07:20:22,16:44:10,9:23:48,03:29:00,13:04:00,,,9:35:00,308.43,07:20:22,13:04:00,5:43:38,9:35:00,00:00:00,00:00:00,10:44:49,0:00:00,9:35:00,10:44:49,,,,,,,
2024-01-08,07:20:14,16:45:09,9:24:55,04:40:00,13:44:00,,,9:04:00,320.43,07:20:14,13:44:00,6:23:45,9:04:00,00:00:00,00:00:00,11:54:50,0:20:55,9:04:00,11:54:50,,,,,,,
2024-01-09,07:20:05,16:46:10,9:26:05,05:51:00,14:35:00,,,8:44:00,333.43,07:20:05,14:35:00,7:14:54,0:00:00,00:00:00,00:00:00,13:04:50,9:26:05,8:44:00,13:04:50,,,,,,,
2024-01-10,07:19:53,16:47:11,9:27:18,06:57:00,15:38:00,,,8:41:00,346.43,07:19:53,15:38:00,8:18:06,0:00:00,00:00:00,00:00:00,14:09:48,9:27:18,8:41:00,14:09:48,,,,,,,
2024-01-11,07:19:39,16:48:14,9:28:35,07:53:00,16:53:00,,,9:00:00,359.43,07:53:00,16:48:14,8:55:15,0:00:00,00:00:00,00:00:00,14:26:40,9:28:35,9:00:00,14:26:40,,,,,,,
2024-01-12,07:19:23,16:49:18,9:29:55,08:39:00,18:13:00,,,9:34:00,12.43,08:39:00,16:49:18,8:10:18,0:00:00,00:00:00,00:00:00,13:06:24,9:29:55,9:34:00,13:06:24,,,,,,,
2024-01-13,07:19:05,16:50:23,9:31:18,09:15:00,,,,14:45:00,26.43,09:15:00,16:50:23,7:35:23,0:00:00,00:00:00,07:19:05,7:19:05,9:31:18,14:45:00,7:19:05,,,,,,,
2024-01-14,07:18:44,16:51:28,9:32:44,09:45:00,20:52:00,,,11:07:00,40.43,09:45:00,16:51:28,7:06:29,11:07:00,00:00:00,00:00:00,10:26:45,0:00:00,11:07:00,10:26:45,,,,,,,
2024-01-15,07:18:22,16:52:35,9:34:13,10:11:00,22:07:00,,,11:56:00,53.43,10:11:00,16:52:35,6:41:35,11:56:00,00:00:00,00:00:00,9:11:22,0:00:00,11:56:00,9:11:22,,,,,,,
