Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2022-01-01,06:43:49,17:19:06,10:35:17,,15:46:00,,,15:46:00,06:43:49,15:46:00,9:02:10,17:19:06,00:00:00,6:40:53,,,,
2022-01-02,06:44:06,17:19:46,10:35:40,06:10:00,16:49:00,,,10:39:00,06:44:06,16:49:00,10:04:53,00:00:00,00:00:00,12:50:14,,,,
2022-01-03,06:44:22,17:20:26,10:36:05,07:17:00,17:57:00,,,10:40:00,07:17:00,17:20:26,10:03:27,00:00:00,00:00:00,12:47:22,,,,
2022-01-04,06:44:36,17:21:08,10:36:32,08:16:00,19:07:00,,,10:51:00,08:16:00,17:21:08,9:05:08,00:00:00,00:00:00,11:37:36,,,,
2022-01-05,06:44:48,17:21:49,10:37:01,09:07:00,20:14:00,,,11:07:00,09:07:00,17:21:49,8:14:50,00:00:00,00:00:00,10:30:49,,,,
2022-01-06,06:45:00,17:22:32,10:37:32,09:51:00,21:18:00,,,11:27:00,09:51:00,17:22:32,7:31:32,00:00:00,00:00:00,9:27:00,,,,
2022-01-07,06:45:10,17:23:14,10:38:05,10:29:00,22:17:00,,,11:48:00,10:29:00,17:23:14,6:54:15,00:00:00,00:00:00,8:28:10,,,,
2022-01-08,06:45:18,17:23:58,10:38:40,11:03:00,23:13:00,,,12:10:00,11:03:00,17:23:58,6:20:58,00:00:00,00:00:00,7:32:18,,,,
2022-01-09,06:45:25,17:24:41,10:39:16,11:35:00,,,,12:25:00,11:35:00,17:24:41,5:49:42,00:00:00,06:45:25,6:45:25,,,,
2022-01-10,06:45:31,17:25:25,10:39:55,,00:07:00,12:06:00,,12:01:00,12:06:00,17:25:25,5:19:26,00:07:00,06:45:31,6:38:31,,,,
