Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2014-01-01,06:43:49,17:19:05,10:35:16,06:12:00,17:24:00,,,11:12:00,06:43:49,17:19:05,10:35:16,00:00:00,00:00:00,12:48:00,,,,
2014-01-02,06:44:06,17:19:45,10:35:39,07:10:00,18:32:00,,,11:22:00,07:10:00,17:19:45,10:09:46,00:00:00,00:00:00,12:12:06,,,,
2014-01-03,06:44:21,17:20:26,10:36:04,08:04:00,19:39:00,,,11:35:00,08:04:00,17:20:26,9:16:26,00:00:00,00:00:00,11:05:22,,,,
2014-01-04,06:44:36,17:21:07,10:36:31,08:52:00,20:44:00,,,11:52:00,08:52:00,17:21:07,8:29:07,00:00:00,00:00:00,10:00:36,,,,
2014-01-05,06:44:48,17:21:48,10:37:00,09:37:00,21:46:00,,,12:09:00,09:37:00,17:21:48,7:44:49,00:00:00,00:00:00,8:58:49,,,,
2014-01-06,06:45:00,17:22:31,10:37:31,10:19:00,22:46:00,,,12:27:00,10:19:00,17:22:31,7:03:31,00:00:00,00:00:00,7:59:00,,,,
2014-01-07,06:45:10,17:23:13,10:38:04,11:00:00,23:44:00,,,12:44:00,11:00:00,17:23:13,6:23:14,00:00:00,00:00:00,7:01:10,,,,
2014-01-08,06:45:18,17:23:57,10:38:38,11:40:00,,,,12:20:00,11:40:00,17:23:57,5:43:57,00:00:00,06:45:18,6:45:19,,,,
2014-01-09,06:45:25,17:24:40,10:39:15,,00:41:00,12:20:00,,12:21:00,12:20:00,17:24:40,5:04:41,00:41:00,06:45:25,6:04:26,,,,
2014-01-10,06:45:31,17:25:24,10:39:53,,01:36:00,13:02:00,,12:34:00,13:02:00,17:25:24,4:23:25,01:36:00,06:45:31,5:09:31,,,,
