Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2003-01-01,06:43:45,17:18:53,10:35:08,,15:50:00,,,15:50:00,341.43,06:43:45,15:50:00,9:06:14,0:00:00,17:18:53,00:00:00,6:41:06,10:35:08,15:50:00,6:41:06,,,,,,,
2003-01-02,06:44:03,17:19:33,10:35:30,06:08:00,16:47:00,,,10:39:00,354.43,06:44:03,16:47:00,10:02:57,0:00:00,00:00:00,00:00:00,12:48:27,10:35:30,10:39:00,12:48:27,,,,,,,
2003-01-03,06:44:19,17:20:13,10:35:54,07:09:00,17:48:00,,,10:39:00,7.43,07:09:00,17:20:13,10:11:14,0:00:00,00:00:00,00:00:00,12:56:19,10:35:54,10:39:00,12:56:19,,,,,,,
2003-01-04,06:44:33,17:20:54,10:36:21,08:04:00,18:50:00,,,10:46:00,20.43,08:04:00,17:20:54,9:16:54,0:00:00,00:00:00,00:00:00,11:54:34,10:36:21,10:46:00,11:54:34,,,,,,,
2003-01-05,06:44:47,17:21:35,10:36:49,08:52:00,19:51:00,,,10:59:00,33.43,08:52:00,17:21:35,8:29:36,10:59:00,00:00:00,00:00:00,10:53:47,0:00:00,10:59:00,10:53:47,,,,,,,
2003-01-06,06:44:58,17:22:18,10:37:19,09:33:00,20:49:00,,,11:16:00,45.43,09:33:00,17:22:18,7:49:18,11:16:00,00:00:00,00:00:00,9:55:59,0:00:00,11:16:00,9:55:59,,,,,,,
2003-01-07,06:45:09,17:23:00,10:37:51,10:10:00,21:44:00,,,11:34:00,56.43,10:10:00,17:23:00,7:13:01,11:34:00,00:00:00,00:00:00,9:01:09,0:00:00,11:34:00,9:01:09,,,,,,,
2003-01-08,06:45:18,17:23:43,10:38:25,10:42:00,22:36:00,,,11:54:00,68.43,10:42:00,17:23:43,6:41:44,11:54:00,00:00:00,00:00:00,8:09:18,0:00:00,11:54:00,8:09:18,,,,,,,
2003-01-09,06:45:25,17:24:27,10:39:01,11:13:00,23:27:00,,,12:14:00,79.43,11:13:00,17:24:27,6:11:27,12:14:00,00:00:00,00:00:00,7:18:26,0:00:00,12:14:00,7:18:26,,,,,,,
2003-01-10,06:45:31,17:25:11,10:39:39,11:43:00,,,,12:17:00,90.43,11:43:00,17:25:11,5:42:11,12:17:00,00:00:00,06:45:31,6:45:32,0:00:00,12:17:00,6:45:32,,,,,,,
2003-01-11,06:45:36,17:25:55,10:40:19,,00:17:00,12:13:00,,12:04:00,100.43,12:13:00,17:25:55,5:12:55,12:04:00,00:17:00,06:45:36,6:28:37,0:00:00,12:04:00,6:28:37,,,,,,,
2003-01-12,06:45:39,17:26:39,10:41:00,,01:08:00,12:44:00,,12:24:00,111.43,12:44:00,17:26:39,4:42:40,12:24:00,01:08:00,06:45:39,5:37:40,0:00:00,12:24:00,5:37:40,,,,,,,
2003-01-13,06:45:41,17:27:24,10:41:43,,02:00:00,13:18:00,,12:42:00,122.43,13:18:00,17:27:24,4:09:25,12:42:00,02:00:00,06:45:41,4:45:42,0:00:00,12:42:00,4:45:42,,,,,,,
