Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2008-01-01,06:43:41,17:18:44,10:35:03,00:26:00,12:03:00,,,11:37:00,283.43,06:43:41,12:03:00,5:19:19,11:37:00,00:00:00,00:00:00,7:07:15,0:00:00,11:37:00,7:07:15,,,,,,,
2008-01-02,06:43:59,17:19:24,10:35:25,01:18:00,12:35:00,,,11:17:00,294.43,06:43:59,12:35:00,5:51:01,11:17:00,00:00:00,00:00:00,7:58:36,0:00:00,11:17:00,7:58:36,,,,,,,
2008-01-03,06:44:15,17:20:04,10:35:49,02:11:00,13:09:00,,,10:58:00,305.43,06:44:15,13:09:00,6:24:45,10:58:00,00:00:00,00:00:00,8:50:56,0:00:00,10:58:00,8:50:56,,,,,,,
2008-01-04,06:44:30,17:20:45,10:36:15,03:05:00,13:48:00,,,10:43:00,315.43,06:44:30,13:48:00,7:03:30,10:43:00,00:00:00,00:00:00,9:44:15,0:00:00,10:43:00,9:44:15,,,,,,,
2008-01-05,06:44:43,17:21:26,10:36:43,04:01:00,14:32:00,,,10:31:00,326.43,06:44:43,14:32:00,7:47:16,10:31:00,00:00:00,00:00:00,10:39:34,0:05:43,10:31:00,10:39:34,,,,,,,
2008-01-06,06:44:55,17:22:08,10:37:13,,15:21:00,,,15:21:00,337.43,06:44:55,15:21:00,8:36:04,0:00:00,17:22:08,00:00:00,6:37:52,10:37:13,15:21:00,6:37:52,,,,,,,
2008-01-07,06:45:06,17:22:50,10:37:44,05:49:00,16:16:00,,,10:27:00,348.43,06:45:06,16:16:00,9:30:54,0:00:00,00:00:00,00:00:00,12:26:09,10:37:44,10:27:00,12:26:09,,,,,,,
2008-01-08,06:45:15,17:23:33,10:38:18,06:40:00,17:13:00,,,10:33:00,0.43,06:45:15,17:13:00,10:27:44,0:00:00,00:00:00,00:00:00,13:16:26,10:38:18,10:33:00,13:16:26,,,,,,,
2008-01-09,06:45:23,17:24:17,10:38:54,07:25:00,18:13:00,,,10:48:00,11.43,07:25:00,17:24:17,9:59:17,0:00:00,00:00:00,00:00:00,12:32:24,10:38:54,10:48:00,12:32:24,,,,,,,
2008-01-10,06:45:30,17:25:01,10:39:31,08:07:00,19:13:00,,,11:06:00,23.43,08:07:00,17:25:01,9:18:01,0:00:00,00:00:00,00:00:00,11:32:30,10:39:31,11:06:00,11:32:30,,,,,,,
2008-01-11,06:45:35,17:25:45,10:40:10,08:44:00,20:11:00,,,11:27:00,35.43,08:44:00,17:25:45,8:41:45,11:27:00,00:00:00,00:00:00,10:34:35,0:00:00,11:27:00,10:34:35,,,,,,,
2008-01-12,06:45:38,17:26:29,10:40:51,09:18:00,21:10:00,,,11:52:00,47.43,09:18:00,17:26:29,8:08:30,11:52:00,00:00:00,00:00:00,9:35:39,0:00:00,11:52:00,9:35:39,,,,,,,
2008-01-13,06:45:40,17:27:14,10:41:34,09:51:00,22:08:00,,,12:17:00,60.43,09:51:00,17:27:14,7:36:14,12:17:00,00:00:00,00:00:00,8:37:41,0:00:00,12:17:00,8:37:41,,,,,,,
2008-01-14,06:45:41,17:27:59,10:42:18,10:24:00,23:07:00,,,12:43:00,72.43,10:24:00,17:27:59,7:03:59,12:43:00,00:00:00,00:00:00,7:38:41,0:00:00,12:43:00,7:38:41,,,,,,,
2008-01-15,06:45:40,17:28:44,10:43:04,10:59:00,,,,13:01:00,85.43,10:59:00,17:28:44,6:29:45,13:01:00,00:00:00,06:45:40,6:45:40,0:00:00,13:01:00,6:45:40,,,,,,,
2008-01-16,06:45:37,17:29:29,10:43:52,,00:09:00,11:36:00,,12:33:00,98.43,11:36:00,17:29:29,5:53:30,12:33:00,00:09:00,06:45:37,6:36:38,0:00:00,12:33:00,6:36:38,,,,,,,
2008-01-17,06:45:34,17:30:15,10:44:41,,01:13:00,12:19:00,,12:54:00,111.43,12:19:00,17:30:15,5:11:15,12:54:00,01:13:00,06:45:34,5:32:34,0:00:00,12:54:00,5:32:34,,,,,,,
2008-01-18,06:45:28,17:31:01,10:45:32,,02:20:00,13:08:00,,13:12:00,124.43,13:08:00,17:31:01,4:23:01,13:12:00,02:20:00,06:45:28,4:25:29,0:00:00,13:12:00,4:25:29,,,,,,,
2008-01-19,06:45:21,17:31:46,10:46:25,,03:29:00,14:05:00,,13:24:00,138.43,14:05:00,17:31:46,3:26:47,13:24:00,03:29:00,06:45:21,3:16:22,0:00:00,13:24:00,3:16:22,,,,,,,
2008-01-20,06:45:13,17:32:32,10:47:19,15:09:00,,,,8:51:00,151.43,15:09:00,17:32:32,2:23:32,8:51:00,00:00:00,06:45:13,6:45:14,1:56:19,8:51:00,6:45:14,,,,,,,
2008-01-21,06:45:03,17:33:18,10:48:14,,05:37:00,16:16:00,,13:21:00,165.43,16:16:00,17:33:18,1:17:18,13:21:00,05:37:00,06:45:03,1:08:04,0:00:00,13:21:00,1:08:04,,,,,,,
2008-01-22,06:44:52,17:34:03,10:49:11,,06:31:00,17:24:00,,13:07:00,178.43,17:24:00,17:34:03,0:10:04,13:07:00,06:31:00,06:44:52,0:13:53,0:00:00,13:07:00,0:13:53,,,,,,,
2008-01-23,06:44:39,17:34:49,10:50:09,,07:16:00,18:29:00,,12:47:00,191.43,06:44:39,07:16:00,0:31:20,12:47:00,17:34:49,18:29:00,0:54:11,0:00:00,12:47:00,0:54:11,,,,,,,
2008-01-24,06:44:25,17:35:34,10:51:09,,07:56:00,19:30:00,,12:26:00,204.43,06:44:25,07:56:00,1:11:34,12:26:00,17:35:34,19:30:00,1:54:25,0:00:00,12:26:00,1:54:25,,,,,,,
2008-01-25,06:44:10,17:36:20,10:52:10,,08:30:00,20:27:00,,12:03:00,216.43,06:44:10,08:30:00,1:45:50,12:03:00,17:36:20,20:27:00,2:50:40,0:00:00,12:03:00,2:50:40,,,,,,,
2008-01-26,06:43:53,17:37:05,10:53:12,,09:02:00,21:22:00,,11:40:00,228.43,06:43:53,09:02:00,2:18:07,11:40:00,17:37:05,21:22:00,3:44:55,0:00:00,11:40:00,3:44:55,,,,,,,
2008-01-27,06:43:34,17:37:50,10:54:16,,09:32:00,22:15:00,,11:17:00,240.43,06:43:34,09:32:00,2:48:25,11:17:00,17:37:50,22:15:00,4:37:10,0:00:00,11:17:00,4:37:10,,,,,,,
2008-01-28,06:43:14,17:38:35,10:55:20,,10:02:00,23:08:00,,10:54:00,252.43,06:43:14,10:02:00,3:18:45,10:54:00,17:38:35,23:08:00,5:29:25,0:01:20,10:54:00,5:29:25,,,,,,,
2008-01-29,06:42:53,17:39:19,10:56:26,,10:33:00,,,10:33:00,263.43,06:42:53,10:33:00,3:50:06,10:33:00,17:39:19,00:00:00,6:20:40,0:23:26,10:33:00,6:20:40,,,,,,,
2008-01-30,06:42:30,17:40:03,10:57:33,00:01:00,11:07:00,,,11:06:00,273.43,06:42:30,11:07:00,4:24:29,11:06:00,00:00:00,00:00:00,6:20:56,0:00:00,11:06:00,6:20:56,,,,,,,
2008-01-31,06:42:06,17:40:48,10:58:41,00:55:00,11:44:00,,,10:49:00,284.43,06:42:06,11:44:00,5:01:53,10:49:00,00:00:00,00:00:00,7:14:12,0:09:41,10:49:00,7:14:12,,,,,,,
2008-02-01,06:41:41,17:41:31,10:59:50,01:51:00,12:25:00,,,10:34:00,295.43,06:41:41,12:25:00,5:43:19,10:34:00,00:00:00,00:00:00,8:09:28,0:25:50,10:34:00,8:09:28,,,,,,,
2008-02-02,06:41:14,17:42:15,11:01:01,02:46:00,13:12:00,,,10:26:00,306.43,06:41:14,13:12:00,6:30:45,10:26:00,00:00:00,00:00:00,9:03:45,0:35:01,10:26:00,9:03:45,,,,,,,
2008-02-03,06:40:46,17:42:58,11:02:12,03:40:00,14:05:00,,,10:25:00,317.43,06:40:46,14:05:00,7:24:13,10:25:00,00:00:00,00:00:00,9:57:02,0:37:12,10:25:00,9:57:02,,,,,,,
2008-02-04,06:40:17,17:43:41,11:03:24,04:32:00,15:01:00,,,10:29:00,328.43,06:40:17,15:01:00,8:20:43,10:29:00,00:00:00,00:00:00,10:48:19,0:34:24,10:29:00,10:48:19,,,,,,,
2008-02-05,06:39:46,17:44:23,11:04:37,,16:01:00,,,16:01:00,340.43,06:39:46,16:01:00,9:21:14,0:00:00,17:44:23,00:00:00,6:15:36,11:04:37,16:01:00,6:15:36,,,,,,,
2008-02-06,06:39:14,17:45:05,11:05:51,06:03:00,17:01:00,,,10:58:00,351.43,06:39:14,17:01:00,10:21:45,0:00:00,00:00:00,00:00:00,12:17:54,11:05:51,10:58:00,12:17:54,,,,,,,
2008-02-07,06:38:41,17:45:47,11:07:06,06:42:00,18:02:00,,,11:20:00,4.43,06:42:00,17:45:47,11:03:47,0:00:00,00:00:00,00:00:00,12:36:41,11:07:06,11:20:00,12:36:41,,,,,,,
2008-02-08,06:38:06,17:46:28,11:08:22,07:18:00,19:01:00,,,11:43:00,16.43,07:18:00,17:46:28,10:28:29,0:00:00,00:00:00,00:00:00,11:37:07,11:08:22,11:43:00,11:37:07,,,,,,,
2008-02-09,06:37:31,17:47:09,11:09:38,07:52:00,20:01:00,,,12:09:00,29.43,07:52:00,17:47:09,9:55:10,0:00:00,00:00:00,00:00:00,10:36:31,11:09:38,12:09:00,10:36:31,,,,,,,
2008-02-10,06:36:54,17:47:50,11:10:56,08:26:00,21:01:00,,,12:35:00,42.43,08:26:00,17:47:50,9:21:50,12:35:00,00:00:00,00:00:00,9:35:54,0:00:00,12:35:00,9:35:54,,,,,,,
2008-02-11,06:36:16,17:48:30,11:12:14,09:00:00,22:02:00,,,13:02:00,54.43,09:00:00,17:48:30,8:48:30,13:02:00,00:00:00,00:00:00,8:34:16,0:00:00,13:02:00,8:34:16,,,,,,,
2008-02-12,06:35:37,17:49:09,11:13:32,09:37:00,23:06:00,,,13:29:00,67.43,09:37:00,17:49:09,8:12:10,13:29:00,00:00:00,00:00:00,7:29:37,0:00:00,13:29:00,7:29:37,,,,,,,
2008-02-13,06:34:57,17:49:48,11:14:52,10:18:00,,,,13:42:00,81.43,10:18:00,17:49:48,7:31:49,13:42:00,00:00:00,06:34:57,6:34:57,0:00:00,13:42:00,6:34:57,,,,,,,
2008-02-14,06:34:15,17:50:27,11:16:12,,00:12:00,11:04:00,,13:08:00,94.43,11:04:00,17:50:27,6:46:28,13:08:00,00:12:00,06:34:15,6:22:16,0:00:00,13:08:00,6:22:16,,,,,,,
