Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2015-01-01,06:43:45,17:18:56,10:35:11,,02:55:00,14:21:00,,12:34:00,136.43,14:21:00,17:18:56,2:57:56,12:34:00,02:55:00,06:43:45,3:48:45,0:00:00,12:34:00,3:48:45,,,,,,,
2015-01-02,06:44:02,17:19:35,10:35:33,,03:52:00,15:08:00,,12:44:00,148.43,15:08:00,17:19:35,2:11:36,12:44:00,03:52:00,06:44:02,2:52:02,0:00:00,12:44:00,2:52:02,,,,,,,
2015-01-03,06:44:18,17:20:16,10:35:58,15:58:00,,,,8:02:00,160.43,15:58:00,17:20:16,1:22:16,8:02:00,00:00:00,06:44:18,6:44:18,2:33:58,8:02:00,6:44:18,,,,,,,
2015-01-04,06:44:32,17:20:57,10:36:24,,05:39:00,16:50:00,,12:49:00,172.43,16:50:00,17:20:57,0:30:57,12:49:00,05:39:00,06:44:32,1:05:33,0:00:00,12:49:00,1:05:33,,,,,,,
2015-01-05,06:44:45,17:21:38,10:36:53,,06:27:00,17:42:00,,12:45:00,183.43,,,0:00:00,12:45:00,06:27:00,17:42:00,0:38:07,0:00:00,12:45:00,0:38:07,,,,,,,
2015-01-06,06:44:57,17:22:20,10:37:23,,07:13:00,18:34:00,,12:39:00,195.43,06:44:57,07:13:00,0:28:03,12:39:00,17:22:20,18:34:00,1:11:39,0:00:00,12:39:00,1:11:39,,,,,,,
2015-01-07,06:45:07,17:23:03,10:37:56,,07:55:00,19:26:00,,12:29:00,206.43,06:45:07,07:55:00,1:09:52,12:29:00,17:23:03,19:26:00,2:02:57,0:00:00,12:29:00,2:02:57,,,,,,,
2015-01-08,06:45:16,17:23:46,10:38:30,,08:34:00,20:17:00,,12:17:00,217.43,06:45:16,08:34:00,1:48:44,12:17:00,17:23:46,20:17:00,2:53:14,0:00:00,12:17:00,2:53:14,,,,,,,
2015-01-09,06:45:23,17:24:29,10:39:06,,09:11:00,21:07:00,,12:04:00,228.43,06:45:23,09:11:00,2:25:36,12:04:00,17:24:29,21:07:00,3:42:30,0:00:00,12:04:00,3:42:30,,,,,,,
2015-01-10,06:45:29,17:25:13,10:39:44,,09:46:00,21:57:00,,11:49:00,238.43,06:45:29,09:46:00,3:00:30,11:49:00,17:25:13,21:57:00,4:31:46,0:00:00,11:49:00,4:31:46,,,,,,,
2015-01-11,06:45:34,17:25:57,10:40:24,,10:21:00,22:47:00,,11:34:00,249.43,06:45:34,10:21:00,3:35:26,11:34:00,17:25:57,22:47:00,5:21:02,0:00:00,11:34:00,5:21:02,,,,,,,
2015-01-12,06:45:37,17:26:42,10:41:05,,10:56:00,23:37:00,,11:19:00,260.43,06:45:37,10:56:00,4:10:22,11:19:00,17:26:42,23:37:00,6:10:17,0:00:00,11:19:00,6:10:17,,,,,,,
2015-01-13,06:45:39,17:27:27,10:41:48,,11:32:00,,,11:32:00,271.43,06:45:39,11:32:00,4:46:21,11:32:00,17:27:27,00:00:00,6:32:33,0:00:00,11:32:00,6:32:33,,,,,,,
2015-01-14,06:45:39,17:28:12,10:42:33,00:29:00,12:10:00,,,11:41:00,282.43,06:45:39,12:10:00,5:24:21,11:41:00,00:00:00,00:00:00,7:00:48,0:00:00,11:41:00,7:00:48,,,,,,,
2015-01-15,06:45:37,17:28:57,10:43:20,01:23:00,12:52:00,,,11:29:00,294.43,06:45:37,12:52:00,6:06:22,11:29:00,00:00:00,00:00:00,7:54:02,0:00:00,11:29:00,7:54:02,,,,,,,
2015-01-16,06:45:35,17:29:43,10:44:08,02:18:00,13:38:00,,,11:20:00,306.43,06:45:35,13:38:00,6:52:25,11:20:00,00:00:00,00:00:00,8:48:17,0:00:00,11:20:00,8:48:17,,,,,,,
2015-01-17,06:45:30,17:30:28,10:44:58,03:16:00,14:29:00,,,11:13:00,318.43,06:45:30,14:29:00,7:43:29,11:13:00,00:00:00,00:00:00,9:45:31,0:00:00,11:13:00,9:45:31,,,,,,,
2015-01-18,06:45:25,17:31:14,10:45:49,04:14:00,15:25:00,,,11:11:00,331.43,06:45:25,15:25:00,8:39:35,0:00:00,00:00:00,00:00:00,10:42:46,10:45:49,11:11:00,10:42:46,,,,,,,
2015-01-19,06:45:17,17:31:59,10:46:42,,16:26:00,,,16:26:00,344.43,06:45:17,16:26:00,9:40:42,0:00:00,17:31:59,00:00:00,6:28:00,10:46:42,16:26:00,6:28:00,,,,,,,
2015-01-20,06:45:09,17:32:45,10:47:36,06:08:00,17:30:00,,,11:22:00,358.43,06:45:09,17:30:00,10:44:51,0:00:00,00:00:00,00:00:00,12:35:15,10:47:36,11:22:00,12:35:15,,,,,,,
2015-01-21,06:44:58,17:33:31,10:48:32,07:02:00,18:36:00,,,11:34:00,12.43,07:02:00,17:33:31,10:31:31,0:00:00,00:00:00,00:00:00,12:08:59,10:48:32,11:34:00,12:08:59,,,,,,,
2015-01-22,06:44:47,17:34:16,10:49:29,07:52:00,19:42:00,,,11:50:00,26.43,07:52:00,17:34:16,9:42:17,0:00:00,00:00:00,00:00:00,11:02:47,10:49:29,11:50:00,11:02:47,,,,,,,
2015-01-23,06:44:34,17:35:02,10:50:28,08:39:00,20:47:00,,,12:08:00,40.43,08:39:00,17:35:02,8:56:02,12:08:00,00:00:00,00:00:00,9:57:34,0:00:00,12:08:00,9:57:34,,,,,,,
2015-01-24,06:44:19,17:35:47,10:51:28,09:24:00,21:50:00,,,12:26:00,53.43,09:24:00,17:35:47,8:11:48,12:26:00,00:00:00,00:00:00,8:54:20,0:00:00,12:26:00,8:54:20,,,,,,,
2015-01-25,06:44:03,17:36:32,10:52:29,10:08:00,22:52:00,,,12:44:00,67.43,10:08:00,17:36:32,7:28:33,12:44:00,00:00:00,00:00:00,7:52:04,0:00:00,12:44:00,7:52:04,,,,,,,
2015-01-26,06:43:46,17:37:18,10:53:32,10:51:00,23:52:00,,,13:01:00,80.43,10:51:00,17:37:18,6:46:18,13:01:00,00:00:00,00:00:00,6:51:46,0:00:00,13:01:00,6:51:46,,,,,,,
2015-01-27,06:43:27,17:38:03,10:54:36,11:35:00,,,,12:25:00,93.43,11:35:00,17:38:03,6:03:03,12:25:00,00:00:00,06:43:27,6:43:27,0:00:00,12:25:00,6:43:27,,,,,,,
