Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2024-01-01,06:43:41,17:18:47,10:35:06,,10:24:00,22:04:00,,12:20:00,241.43,06:43:41,10:24:00,3:40:19,12:20:00,17:18:47,22:04:00,4:45:13,0:00:00,12:20:00,4:45:13,,,,,,,
2024-01-02,06:43:58,17:19:26,10:35:28,,10:53:00,22:55:00,,11:58:00,252.43,06:43:58,10:53:00,4:09:01,11:58:00,17:19:26,22:55:00,5:35:33,0:00:00,11:58:00,5:35:33,,,,,,,
2024-01-03,06:44:14,17:20:06,10:35:52,,11:21:00,23:45:00,,11:36:00,263.43,06:44:14,11:21:00,4:36:45,11:36:00,17:20:06,23:45:00,6:24:53,0:00:00,11:36:00,6:24:53,,,,,,,
2024-01-04,06:44:29,17:20:47,10:36:18,,11:49:00,,,11:49:00,274.43,06:44:29,11:49:00,5:04:31,11:49:00,17:20:47,00:00:00,6:39:12,0:00:00,11:49:00,6:39:12,,,,,,,
2024-01-05,06:44:42,17:21:29,10:36:47,00:37:00,12:18:00,,,11:41:00,285.43,06:44:42,12:18:00,5:33:17,11:41:00,00:00:00,00:00:00,7:15:31,0:00:00,11:41:00,7:15:31,,,,,,,
2024-01-06,06:44:54,17:22:11,10:37:17,01:30:00,12:51:00,,,11:21:00,296.43,06:44:54,12:51:00,6:06:05,11:21:00,00:00:00,00:00:00,8:07:49,0:00:00,11:21:00,8:07:49,,,,,,,
2024-01-07,06:45:05,17:22:53,10:37:49,02:27:00,13:28:00,,,11:01:00,308.43,06:45:05,13:28:00,6:42:55,11:01:00,00:00:00,00:00:00,9:04:06,0:00:00,11:01:00,9:04:06,,,,,,,
2024-01-08,06:45:14,17:23:36,10:38:22,03:28:00,14:12:00,,,10:44:00,320.43,06:45:14,14:12:00,7:26:46,10:44:00,00:00:00,00:00:00,10:04:23,0:00:00,10:44:00,10:04:23,,,,,,,
2024-01-09,06:45:22,17:24:20,10:38:58,,15:04:00,,,15:04:00,333.43,06:45:22,15:04:00,8:18:38,0:00:00,17:24:20,00:00:00,6:35:40,10:38:58,15:04:00,6:35:40,,,,,,,
2024-01-10,06:45:28,17:25:04,10:39:36,05:37:00,16:05:00,,,10:28:00,346.43,06:45:28,16:05:00,9:19:32,0:00:00,00:00:00,00:00:00,12:11:56,10:39:36,10:28:00,12:11:56,,,,,,,
2024-01-11,06:45:33,17:25:48,10:40:15,06:40:00,17:12:00,,,10:32:00,359.43,06:45:33,17:12:00,10:26:27,0:00:00,00:00:00,00:00:00,13:14:12,10:40:15,10:32:00,13:14:12,,,,,,,
2024-01-12,06:45:36,17:26:32,10:40:56,07:37:00,18:23:00,,,10:46:00,12.43,07:37:00,17:26:32,9:49:33,0:00:00,00:00:00,00:00:00,12:22:36,10:40:56,10:46:00,12:22:36,,,,,,,
2024-01-13,06:45:38,17:27:17,10:41:39,08:27:00,19:33:00,,,11:06:00,26.43,08:27:00,17:27:17,9:00:17,0:00:00,00:00:00,00:00:00,11:12:38,10:41:39,11:06:00,11:12:38,,,,,,,
2024-01-14,06:45:38,17:28:02,10:42:24,09:10:00,20:40:00,,,11:30:00,40.43,09:10:00,17:28:02,8:18:02,11:30:00,00:00:00,00:00:00,10:05:39,0:00:00,11:30:00,10:05:39,,,,,,,
2024-01-15,06:45:37,17:28:47,10:43:10,09:48:00,21:45:00,,,11:57:00,53.43,09:48:00,17:28:47,7:40:48,11:57:00,00:00:00,00:00:00,9:00:38,0:00:00,11:57:00,9:00:38,,,,,,,
2024-01-16,06:45:35,17:29:33,10:43:58,10:24:00,22:47:00,,,12:23:00,67.43,10:24:00,17:29:33,7:05:33,12:23:00,00:00:00,00:00:00,7:58:35,0:00:00,12:23:00,7:58:35,,,,,,,
2024-01-17,06:45:31,17:30:18,10:44:47,10:58:00,23:48:00,,,12:50:00,80.43,10:58:00,17:30:18,6:32:19,12:50:00,00:00:00,00:00:00,6:57:31,0:00:00,12:50:00,6:57:31,,,,,,,
2024-01-18,06:45:25,17:31:04,10:45:38,11:33:00,,,,12:27:00,93.43,11:33:00,17:31:04,5:58:04,12:27:00,00:00:00,06:45:25,6:45:26,0:00:00,12:27:00,6:45:26,,,,,,,
2024-01-19,06:45:18,17:31:49,10:46:31,,00:49:00,12:10:00,,12:39:00,106.43,12:10:00,17:31:49,5:21:50,12:39:00,00:49:00,06:45:18,5:56:19,0:00:00,12:39:00,5:56:19,,,,,,,
2024-01-20,06:45:10,17:32:35,10:47:25,,01:51:00,12:50:00,,13:01:00,118.43,12:50:00,17:32:35,4:42:35,13:01:00,01:51:00,06:45:10,4:54:10,0:00:00,13:01:00,4:54:10,,,,,,,
2024-01-21,06:45:00,17:33:21,10:48:21,,02:53:00,13:35:00,,13:18:00,131.43,13:35:00,17:33:21,3:58:21,13:18:00,02:53:00,06:45:00,3:52:00,0:00:00,13:18:00,3:52:00,,,,,,,
2024-01-22,06:44:48,17:34:06,10:49:18,,03:54:00,14:25:00,,13:29:00,143.43,14:25:00,17:34:06,3:09:07,13:29:00,03:54:00,06:44:48,2:50:49,0:00:00,13:29:00,2:50:49,,,,,,,
2024-01-23,06:44:36,17:34:52,10:50:16,15:20:00,,,,8:40:00,154.43,15:20:00,17:34:52,2:14:52,8:40:00,00:00:00,06:44:36,6:44:36,2:10:16,8:40:00,6:44:36,,,,,,,
2024-01-24,06:44:21,17:35:37,10:51:16,,05:46:00,16:16:00,,13:30:00,166.43,16:16:00,17:35:37,1:19:38,13:30:00,05:46:00,06:44:21,0:58:22,0:00:00,13:30:00,0:58:22,,,,,,,
2024-01-25,06:44:06,17:36:23,10:52:17,,06:33:00,17:14:00,,13:19:00,177.43,17:14:00,17:36:23,0:22:23,13:19:00,06:33:00,06:44:06,0:11:06,0:00:00,13:19:00,0:11:06,,,,,,,
2024-01-26,06:43:48,17:37:08,10:53:19,,07:15:00,18:11:00,,13:04:00,188.43,06:43:48,07:15:00,0:31:11,13:04:00,17:37:08,18:11:00,0:33:52,0:00:00,13:04:00,0:33:52,,,,,,,
2024-01-27,06:43:30,17:37:53,10:54:23,,07:51:00,19:05:00,,12:46:00,199.43,06:43:30,07:51:00,1:07:30,12:46:00,17:37:53,19:05:00,1:27:07,0:00:00,12:46:00,1:27:07,,,,,,,
