Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2001-01-01,06:43:54,17:19:13,10:35:19,11:06:00,23:00:00,,,11:54:00,73.43,11:06:00,17:19:13,6:13:13,,,0:00:00,00:00:00,00:00:00,7:43:55,,,,,
2001-01-02,06:44:11,17:19:53,10:35:42,11:40:00,23:53:00,,,12:13:00,85.43,11:40:00,17:19:53,5:39:53,,,0:00:00,00:00:00,00:00:00,6:51:11,,,,,
2001-01-03,06:44:26,17:20:33,10:36:07,12:14:00,,,,11:46:00,96.43,12:14:00,17:20:33,5:06:34,12:14:00,17:20:33,5:06:34,00:00:00,06:44:26,6:44:27,,,,,
2001-01-04,06:44:40,17:21:14,10:36:35,,00:47:00,12:50:00,,11:57:00,108.43,12:50:00,17:21:14,4:31:15,12:50:00,17:21:14,4:31:15,00:47:00,06:44:40,5:57:40,,,,,
2001-01-05,06:44:52,17:21:56,10:37:04,,01:43:00,13:28:00,,12:15:00,120.43,13:28:00,17:21:56,3:53:57,13:28:00,17:21:56,3:53:57,01:43:00,06:44:52,5:01:53,,,,,
2001-01-06,06:45:04,17:22:39,10:37:35,,02:43:00,14:11:00,,12:32:00,133.43,14:11:00,17:22:39,3:11:39,14:11:00,17:22:39,3:11:39,02:43:00,06:45:04,4:02:04,,,,,
2001-01-07,06:45:13,17:23:21,10:38:08,,03:46:00,15:00:00,,12:46:00,146.43,15:00:00,17:23:21,2:23:22,15:00:00,17:23:21,2:23:22,03:46:00,06:45:13,2:59:14,,,,,
2001-01-08,06:45:22,17:24:05,10:38:43,15:56:00,,,,8:04:00,160.43,15:56:00,17:24:05,1:28:05,15:56:00,17:24:05,1:28:05,00:00:00,06:45:22,6:45:22,,,,,
2001-01-09,06:45:29,17:24:48,10:39:20,,05:58:00,16:58:00,,13:00:00,174.43,16:58:00,17:24:48,0:26:49,16:58:00,17:24:48,0:26:49,05:58:00,06:45:29,0:47:29,,,,,
2001-01-10,06:45:34,17:25:32,10:39:58,,07:02:00,18:05:00,,12:57:00,188.43,06:45:34,07:02:00,0:16:26,06:45:34,07:02:00,0:16:26,17:25:32,18:05:00,0:39:27,,,,,
2001-01-11,06:45:38,17:26:17,10:40:39,,08:01:00,19:14:00,,12:47:00,202.43,06:45:38,08:01:00,1:15:22,06:45:38,08:01:00,1:15:22,17:26:17,19:14:00,1:47:43,,,,,
2001-01-12,06:45:40,17:27:01,10:41:21,,08:54:00,20:22:00,,12:32:00,216.43,06:45:40,08:54:00,2:08:19,06:45:40,08:54:00,2:08:19,17:27:01,20:22:00,2:54:58,,,,,
