Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2007-01-01,06:43:46,17:18:54,10:35:08,15:03:00,,,,8:57:00,15:03:00,17:18:54,2:15:54,00:00:00,06:43:46,6:43:46,,,,
2007-01-02,06:44:03,17:19:33,10:35:31,,05:31:00,16:01:00,,13:30:00,16:01:00,17:19:33,1:18:34,05:31:00,06:44:03,1:13:03,,,,
2007-01-03,06:44:19,17:20:14,10:35:55,,06:32:00,17:02:00,,13:30:00,17:02:00,17:20:14,0:18:14,06:32:00,06:44:19,0:12:19,,,,
2007-01-04,06:44:33,17:20:55,10:36:21,,07:25:00,18:05:00,,13:20:00,06:44:33,07:25:00,0:40:26,17:20:55,18:05:00,0:44:05,,,,
2007-01-05,06:44:46,17:21:36,10:36:50,,08:11:00,19:06:00,,13:05:00,06:44:46,08:11:00,1:26:13,17:21:36,19:06:00,1:44:23,,,,
2007-01-06,06:44:58,17:22:18,10:37:20,,08:50:00,20:04:00,,12:46:00,06:44:58,08:50:00,2:05:01,17:22:18,20:04:00,2:41:41,,,,
2007-01-07,06:45:09,17:23:01,10:37:52,,09:24:00,20:58:00,,12:26:00,06:45:09,09:24:00,2:38:51,17:23:01,20:58:00,3:34:59,,,,
2007-01-08,06:45:18,17:23:44,10:38:26,,09:55:00,21:50:00,,12:05:00,06:45:18,09:55:00,3:09:42,17:23:44,21:50:00,4:26:16,,,,
2007-01-09,06:45:25,17:24:27,10:39:02,,10:23:00,22:41:00,,11:42:00,06:45:25,10:23:00,3:37:34,17:24:27,22:41:00,5:16:32,,,,
2007-01-10,06:45:31,17:25:11,10:39:40,,10:51:00,23:31:00,,11:20:00,06:45:31,10:51:00,4:05:28,17:25:11,23:31:00,6:05:48,,,,
2007-01-11,06:45:36,17:25:55,10:40:20,,11:19:00,,,11:19:00,06:45:36,11:19:00,4:33:24,17:25:55,00:00:00,6:34:04,,,,
2007-01-12,06:45:39,17:26:40,10:41:01,00:22:00,11:49:00,,,11:27:00,06:45:39,11:49:00,5:03:21,00:00:00,00:00:00,6:55:19,,,,
2007-01-13,06:45:41,17:27:25,10:41:44,01:15:00,12:22:00,,,11:07:00,06:45:41,12:22:00,5:36:19,00:00:00,00:00:00,7:47:35,,,,
2007-01-14,06:45:41,17:28:10,10:42:29,02:11:00,13:00:00,,,10:49:00,06:45:41,13:00:00,6:14:19,00:00:00,00:00:00,8:42:50,,,,
2007-01-15,06:45:40,17:28:55,10:43:15,03:09:00,13:44:00,,,10:35:00,06:45:40,13:44:00,6:58:20,00:00:00,00:00:00,9:40:04,,,,
2007-01-16,06:45:37,17:29:41,10:44:04,04:09:00,14:35:00,,,10:26:00,06:45:37,14:35:00,7:49:23,00:00:00,00:00:00,10:39:19,,,,
2007-01-17,06:45:33,17:30:26,10:44:53,,15:33:00,,,15:33:00,06:45:33,15:33:00,8:47:27,17:30:26,00:00:00,6:29:33,,,,
2007-01-18,06:45:27,17:31:12,10:45:45,06:05:00,16:37:00,,,10:32:00,06:45:27,16:37:00,9:51:33,00:00:00,00:00:00,12:33:48,,,,
2007-01-19,06:45:20,17:31:57,10:46:37,06:57:00,17:44:00,,,10:47:00,06:57:00,17:31:57,10:34:58,00:00:00,00:00:00,13:01:20,,,,
2007-01-20,06:45:11,17:32:43,10:47:32,07:43:00,18:51:00,,,11:08:00,07:43:00,17:32:43,9:49:43,00:00:00,00:00:00,11:54:12,,,,
2007-01-21,06:45:01,17:33:29,10:48:28,08:24:00,19:56:00,,,11:32:00,08:24:00,17:33:29,9:09:29,00:00:00,00:00:00,10:49:02,,,,
2007-01-22,06:44:49,17:34:14,10:49:25,09:01:00,20:59:00,,,11:58:00,09:01:00,17:34:14,8:33:15,00:00:00,00:00:00,9:45:50,,,,
2007-01-23,06:44:36,17:35:00,10:50:23,09:36:00,22:02:00,,,12:26:00,09:36:00,17:35:00,7:59:00,00:00:00,00:00:00,8:42:37,,,,
2007-01-24,06:44:22,17:35:45,10:51:23,10:10:00,23:04:00,,,12:54:00,10:10:00,17:35:45,7:25:46,00:00:00,00:00:00,7:40:22,,,,
2007-01-25,06:44:06,17:36:31,10:52:25,10:46:00,,,,13:14:00,10:46:00,17:36:31,6:50:31,00:00:00,06:44:06,6:44:06,,,,
2007-01-26,06:43:49,17:37:16,10:53:27,,00:07:00,11:25:00,,12:42:00,11:25:00,17:37:16,6:12:16,00:07:00,06:43:49,6:36:49,,,,
2007-01-27,06:43:30,17:38:01,10:54:31,,01:12:00,12:08:00,,13:04:00,12:08:00,17:38:01,5:30:01,01:12:00,06:43:30,5:31:30,,,,
2007-01-28,06:43:10,17:38:45,10:55:36,,02:18:00,12:57:00,,13:21:00,12:57:00,17:38:45,4:41:46,02:18:00,06:43:10,4:25:10,,,,
2007-01-29,06:42:48,17:39:30,10:56:42,,03:22:00,13:52:00,,13:30:00,13:52:00,17:39:30,3:47:30,03:22:00,06:42:48,3:20:48,,,,
2007-01-30,06:42:25,17:40:14,10:57:49,,04:23:00,14:51:00,,13:32:00,14:51:00,17:40:14,2:49:15,04:23:00,06:42:25,2:19:25,,,,
