Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2022-01-01,05:47:43,20:09:09,14:21:26,03:46:00,18:40:00,,,14:54:00,341.43,05:47:43,18:40:00,12:52:16,0:00:00,00:00:00,00:00:00,7:36:50,14:21:26,14:54:00,7:36:50,,,,,,,
2022-01-02,05:48:28,20:09:20,14:20:51,04:41:00,19:51:00,,,15:10:00,355.43,05:48:28,19:51:00,14:02:31,0:00:00,00:00:00,00:00:00,8:31:40,14:20:51,15:10:00,8:31:40,,,,,,,
2022-01-03,05:49:14,20:09:28,14:20:14,05:45:00,20:55:00,,,15:10:00,9.43,05:49:14,20:09:28,14:20:14,0:00:00,00:00:00,00:00:00,8:50:00,14:20:14,15:10:00,8:50:00,,,,,,,
2022-01-04,05:50:02,20:09:35,14:19:34,06:56:00,21:49:00,,,14:53:00,23.43,06:56:00,20:09:35,13:13:36,0:00:00,00:00:00,00:00:00,8:01:02,14:19:34,14:53:00,8:01:02,,,,,,,
2022-01-05,05:50:50,20:09:40,14:18:50,08:08:00,22:33:00,,,14:25:00,36.43,08:08:00,20:09:40,12:01:41,14:25:00,00:00:00,00:00:00,7:17:50,0:00:00,14:25:00,7:17:50,,,,,,,
2022-01-06,05:51:39,20:09:43,14:18:04,09:19:00,23:10:00,,,13:51:00,50.43,09:19:00,20:09:43,10:50:44,13:51:00,00:00:00,00:00:00,6:41:40,0:27:04,13:51:00,6:41:40,,,,,,,
2022-01-07,05:52:30,20:09:44,14:17:15,,23:42:00,,,23:42:00,62.43,05:52:30,20:09:44,14:17:15,23:42:00,23:42:00,00:00:00,0:18:00,0:00:00,23:42:00,0:18:00,,,,,,,
2022-01-08,05:53:21,20:09:44,14:16:23,11:29:00,,,,12:31:00,75.43,11:29:00,20:09:44,8:40:44,12:31:00,00:00:00,05:53:21,5:53:21,1:45:23,12:31:00,5:53:21,,,,,,,
2022-01-09,05:54:13,20:09:41,14:15:28,,00:10:00,12:29:00,,11:41:00,87.43,12:29:00,20:09:41,7:40:42,11:41:00,00:10:00,05:54:13,5:44:14,2:34:28,11:41:00,5:44:14,,,,,,,
2022-01-10,05:55:06,20:09:37,14:14:31,,00:37:00,13:27:00,,11:10:00,98.43,13:27:00,20:09:37,6:42:37,11:10:00,00:37:00,05:55:06,5:18:07,3:04:31,11:10:00,5:18:07,,,,,,,
2022-01-11,05:56:00,20:09:30,14:13:31,,01:04:00,14:24:00,,10:40:00,110.43,14:24:00,20:09:30,5:45:31,10:40:00,01:04:00,05:56:00,4:52:00,3:33:31,10:40:00,4:52:00,,,,,,,
2022-01-12,05:56:54,20:09:22,14:12:28,,01:32:00,15:21:00,,10:11:00,121.43,15:21:00,20:09:22,4:48:23,10:11:00,01:32:00,05:56:54,4:24:55,4:01:28,10:11:00,4:24:55,,,,,,,
2022-01-13,05:57:50,20:09:12,14:11:22,,02:02:00,16:19:00,,9:43:00,131.43,16:19:00,20:09:12,3:50:13,9:43:00,02:02:00,05:57:50,3:55:50,4:28:22,9:43:00,3:55:50,,,,,,,
2022-01-14,05:58:46,20:09:00,14:10:15,,02:36:00,17:16:00,,9:20:00,142.43,17:16:00,20:09:00,2:53:01,9:20:00,02:36:00,05:58:46,3:22:46,4:50:15,9:20:00,3:22:46,,,,,,,
2022-01-15,05:59:42,20:08:46,14:09:04,,03:15:00,18:12:00,,9:03:00,153.43,18:12:00,20:08:46,1:56:47,9:03:00,03:15:00,05:59:42,2:44:43,5:06:04,9:03:00,2:44:43,,,,,,,
2022-01-16,06:00:39,20:08:31,14:07:51,,03:59:00,19:06:00,,8:53:00,164.43,19:06:00,20:08:31,1:02:31,8:53:00,03:59:00,06:00:39,2:01:40,5:14:51,8:53:00,2:01:40,,,,,,,
2022-01-17,06:01:37,20:08:13,14:06:36,,04:49:00,19:55:00,,8:54:00,174.43,19:55:00,20:08:13,0:13:14,8:54:00,04:49:00,06:01:37,1:12:37,5:12:36,8:54:00,1:12:37,,,,,,,
2022-01-18,06:02:35,20:07:54,14:05:19,,05:44:00,20:39:00,,9:05:00,186.43,,,0:00:00,9:05:00,05:44:00,20:39:00,0:49:41,5:00:19,9:05:00,0:49:41,,,,,,,
2022-01-19,06:03:33,20:07:33,14:03:59,,06:43:00,21:18:00,,9:25:00,197.43,06:03:33,06:43:00,0:39:26,9:25:00,20:07:33,21:18:00,1:10:27,4:38:59,9:25:00,1:10:27,,,,,,,
