Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2008-01-01,05:47:18,20:09:04,14:21:46,00:35:00,13:47:00,,,13:12:00,05:47:18,13:47:00,7:59:41,00:00:00,00:00:00,4:25:55,,,,
2008-01-02,05:48:03,20:09:16,14:21:13,01:00:00,14:44:00,,,13:44:00,05:48:03,14:44:00,8:55:57,00:00:00,00:00:00,4:50:43,,,,
2008-01-03,05:48:48,20:09:26,14:20:38,01:28:00,15:41:00,,,14:13:00,05:48:48,15:41:00,9:52:11,00:00:00,00:00:00,5:18:34,,,,
2008-01-04,05:49:35,20:09:34,14:19:59,02:00:00,16:40:00,,,14:40:00,05:49:35,16:40:00,10:50:25,00:00:00,00:00:00,5:50:26,,,,
2008-01-05,05:50:22,20:09:40,14:19:17,02:37:00,17:38:00,,,15:01:00,05:50:22,17:38:00,11:47:37,00:00:00,00:00:00,6:27:20,,,,
2008-01-06,05:51:11,20:09:44,14:18:33,03:20:00,18:35:00,,,15:15:00,05:51:11,18:35:00,12:43:48,00:00:00,00:00:00,7:10:16,,,,
2008-01-07,05:52:01,20:09:46,14:17:45,04:10:00,19:27:00,,,15:17:00,05:52:01,19:27:00,13:34:59,00:00:00,00:00:00,8:00:13,,,,
2008-01-08,05:52:52,20:09:47,14:16:55,05:07:00,20:14:00,,,15:07:00,05:52:52,20:09:47,14:16:55,00:00:00,00:00:00,8:53:00,,,,
2008-01-09,05:53:43,20:09:45,14:16:02,06:08:00,20:54:00,,,14:46:00,06:08:00,20:09:45,14:01:46,00:00:00,00:00:00,8:59:44,,,,
2008-01-10,05:54:36,20:09:42,14:15:06,07:12:00,21:30:00,,,14:18:00,07:12:00,20:09:42,12:57:42,00:00:00,00:00:00,8:24:36,,,,
2008-01-11,05:55:29,20:09:37,14:14:08,08:16:00,22:01:00,,,13:45:00,08:16:00,20:09:37,11:53:37,00:00:00,00:00:00,7:54:30,,,,
2008-01-12,05:56:23,20:09:30,14:13:06,09:20:00,22:30:00,,,13:10:00,09:20:00,20:09:30,10:49:30,00:00:00,00:00:00,7:26:24,,,,
2008-01-13,05:57:18,20:09:21,14:12:03,,22:58:00,,,22:58:00,05:57:18,20:09:21,14:12:03,22:58:00,00:00:00,1:02:00,,,,
2008-01-14,05:58:14,20:09:10,14:10:56,11:27:00,23:25:00,,,11:58:00,11:27:00,20:09:10,8:42:10,00:00:00,00:00:00,6:33:14,,,,
2008-01-15,05:59:10,20:08:57,14:09:47,12:33:00,23:55:00,,,11:22:00,12:33:00,20:08:57,7:35:58,00:00:00,00:00:00,6:04:10,,,,
2008-01-16,06:00:07,20:08:43,14:08:36,13:41:00,,,,10:19:00,13:41:00,20:08:43,6:27:43,00:00:00,06:00:07,6:00:07,,,,
2008-01-17,06:01:04,20:08:26,14:07:22,,00:29:00,14:51:00,,9:38:00,14:51:00,20:08:26,5:17:27,00:29:00,06:01:04,5:32:04,,,,
2008-01-18,06:02:02,20:08:08,14:06:06,,01:08:00,16:04:00,,9:04:00,16:04:00,20:08:08,4:04:08,01:08:00,06:02:02,4:54:02,,,,
2008-01-19,06:03:00,20:07:48,14:04:48,,01:56:00,17:15:00,,8:41:00,17:15:00,20:07:48,2:52:48,01:56:00,06:03:00,4:07:00,,,,
2008-01-20,06:03:58,20:07:26,14:03:27,,02:53:00,18:21:00,,8:32:00,18:21:00,20:07:26,1:46:26,02:53:00,06:03:58,3:10:59,,,,
2008-01-21,06:04:57,20:07:02,14:02:05,,03:59:00,19:18:00,,8:41:00,19:18:00,20:07:02,0:49:03,03:59:00,06:04:57,2:05:58,,,,
2008-01-22,06:05:57,20:06:37,14:00:40,,05:10:00,20:05:00,,9:05:00,20:05:00,20:06:37,0:01:37,05:10:00,06:05:57,0:55:57,,,,
2008-01-23,06:06:56,20:06:10,13:59:13,,06:21:00,20:44:00,,9:37:00,06:06:56,06:21:00,0:14:03,20:06:10,20:44:00,0:37:50,,,,
2008-01-24,06:07:56,20:05:41,13:57:45,,07:30:00,21:16:00,,10:14:00,06:07:56,07:30:00,1:22:04,20:05:41,21:16:00,1:10:19,,,,
2008-01-25,06:08:56,20:05:10,13:56:14,,08:36:00,21:44:00,,10:52:00,06:08:56,08:36:00,2:27:04,20:05:10,21:44:00,1:38:50,,,,
2008-01-26,06:09:56,20:04:37,13:54:41,,09:38:00,22:10:00,,11:28:00,06:09:56,09:38:00,3:28:03,20:04:37,22:10:00,2:05:22,,,,
2008-01-27,06:10:56,20:04:03,13:53:07,22:35:00,,,,1:25:00,,,0:00:00,00:00:00,22:35:00,8:41:53,,,,
2008-01-28,06:11:56,20:03:28,13:51:31,,11:35:00,23:01:00,,12:34:00,06:11:56,11:35:00,5:23:03,20:03:28,23:01:00,2:57:32,,,,
2008-01-29,06:12:57,20:02:50,13:49:53,,12:32:00,23:28:00,,13:04:00,06:12:57,12:32:00,6:19:03,20:02:50,23:28:00,3:25:09,,,,
2008-01-30,06:13:57,20:02:11,13:48:14,,13:30:00,23:58:00,,13:32:00,06:13:57,13:30:00,7:16:02,20:02:11,23:58:00,3:55:48,,,,
2008-01-31,06:14:57,20:01:31,13:46:33,,14:29:00,,,14:29:00,06:14:57,14:29:00,8:14:02,20:01:31,00:00:00,3:58:29,,,,
2008-02-01,06:15:58,20:00:48,13:44:51,00:33:00,15:27:00,,,14:54:00,06:15:58,15:27:00,9:11:02,00:00:00,00:00:00,4:32:11,,,,
2008-02-02,06:16:58,20:00:05,13:43:07,01:13:00,16:24:00,,,15:11:00,06:16:58,16:24:00,10:07:02,00:00:00,00:00:00,5:12:55,,,,
2008-02-03,06:17:58,19:59:19,13:41:22,02:00:00,17:18:00,,,15:18:00,06:17:58,17:18:00,11:00:02,00:00:00,00:00:00,6:00:40,,,,
2008-02-04,06:18:58,19:58:33,13:39:35,02:55:00,18:07:00,,,15:12:00,06:18:58,18:07:00,11:48:02,00:00:00,00:00:00,6:56:27,,,,
2008-02-05,06:19:57,19:57:45,13:37:47,03:54:00,18:51:00,,,14:57:00,06:19:57,18:51:00,12:31:02,00:00:00,00:00:00,7:56:15,,,,
2008-02-06,06:20:57,19:56:55,13:35:58,04:58:00,19:29:00,,,14:31:00,06:20:57,19:29:00,13:08:03,00:00:00,00:00:00,9:01:05,,,,
2008-02-07,06:21:56,19:56:04,13:34:08,06:03:00,20:02:00,,,13:59:00,06:21:56,19:56:04,13:34:08,00:00:00,00:00:00,10:01:00,,,,
2008-02-08,06:22:55,19:55:12,13:32:17,07:08:00,20:32:00,,,13:24:00,07:08:00,19:55:12,12:47:12,00:00:00,00:00:00,9:50:56,,,,
2008-02-09,06:23:54,19:54:18,13:30:24,08:13:00,21:01:00,,,12:48:00,08:13:00,19:54:18,11:41:18,00:00:00,00:00:00,9:22:54,,,,
2008-02-10,06:24:52,19:53:23,13:28:31,09:19:00,21:29:00,,,12:10:00,09:19:00,19:53:23,10:34:23,00:00:00,00:00:00,8:55:53,,,,
2008-02-11,06:25:51,19:52:27,13:26:36,,21:58:00,,,21:58:00,06:25:51,19:52:27,13:26:36,21:58:00,00:00:00,2:02:00,,,,
2008-02-12,06:26:49,19:51:29,13:24:41,11:33:00,22:30:00,,,10:57:00,11:33:00,19:51:29,8:18:30,00:00:00,00:00:00,7:56:49,,,,
2008-02-13,06:27:46,19:50:30,13:22:44,12:43:00,23:08:00,,,10:25:00,12:43:00,19:50:30,7:07:31,00:00:00,00:00:00,7:19:47,,,,
2008-02-14,06:28:43,19:49:30,13:20:47,13:54:00,23:52:00,,,9:58:00,13:54:00,19:49:30,5:55:31,00:00:00,00:00:00,6:36:44,,,,
2008-02-15,06:29:40,19:48:29,13:18:49,15:05:00,,,,8:55:00,15:05:00,19:48:29,4:43:30,00:00:00,06:29:40,6:29:41,,,,
2008-02-16,06:30:37,19:47:27,13:16:50,,00:44:00,16:11:00,,8:33:00,16:11:00,19:47:27,3:36:28,00:44:00,06:30:37,5:46:37,,,,
2008-02-17,06:31:33,19:46:24,13:14:51,,01:46:00,17:09:00,,8:37:00,17:09:00,19:46:24,2:37:24,01:46:00,06:31:33,4:45:34,,,,
2008-02-18,06:32:29,19:45:20,13:12:50,,02:53:00,17:59:00,,8:54:00,17:59:00,19:45:20,1:46:20,02:53:00,06:32:29,3:39:30,,,,
2008-02-19,06:33:25,19:44:14,13:10:50,,04:03:00,18:40:00,,9:23:00,18:40:00,19:44:14,1:04:15,04:03:00,06:33:25,2:30:25,,,,
2008-02-20,06:34:20,19:43:08,13:08:48,,05:12:00,19:14:00,,9:58:00,19:14:00,19:43:08,0:29:08,05:12:00,06:34:20,1:22:20,,,,
2008-02-21,06:35:14,19:42:00,13:06:46,,06:18:00,19:44:00,,10:34:00,,,0:00:00,06:18:00,19:44:00,0:19:14,,,,
2008-02-22,06:36:09,19:40:52,13:04:43,,07:21:00,20:10:00,,11:11:00,06:36:09,07:21:00,0:44:51,19:40:52,20:10:00,0:29:07,,,,
2008-02-23,06:37:03,19:39:43,13:02:40,,08:22:00,20:36:00,,11:46:00,06:37:03,08:22:00,1:44:57,19:39:43,20:36:00,0:56:16,,,,
2008-02-24,06:37:56,19:38:33,13:00:37,,09:21:00,21:01:00,,12:20:00,06:37:56,09:21:00,2:43:03,19:38:33,21:01:00,1:22:26,,,,
2008-02-25,06:38:50,19:37:22,12:58:33,21:28:00,,,,2:32:00,,,0:00:00,00:00:00,21:28:00,8:29:27,,,,
2008-02-26,06:39:42,19:36:11,12:56:28,,11:18:00,21:57:00,,13:21:00,06:39:42,11:18:00,4:38:17,19:36:11,21:57:00,2:20:49,,,,
2008-02-27,06:40:35,19:34:58,12:54:23,,12:16:00,22:30:00,,13:46:00,06:40:35,12:16:00,5:35:25,19:34:58,22:30:00,2:55:01,,,,
2008-02-28,06:41:27,19:33:45,12:52:18,,13:15:00,23:08:00,,14:07:00,06:41:27,13:15:00,6:33:33,19:33:45,23:08:00,3:34:15,,,,
2008-02-29,06:42:19,19:32:31,12:50:12,,14:13:00,23:52:00,,14:21:00,06:42:19,14:13:00,7:30:41,19:32:31,23:52:00,4:19:28,,,,
2008-03-01,06:43:10,19:31:17,12:48:07,,15:08:00,,,15:08:00,06:43:10,15:08:00,8:24:49,19:31:17,00:00:00,4:28:43,,,,
2008-03-02,06:44:01,19:30:01,12:46:00,00:42:00,15:59:00,,,15:17:00,06:44:01,15:59:00,9:14:58,00:00:00,00:00:00,5:11:58,,,,
2008-03-03,06:44:52,19:28:46,12:43:54,01:39:00,16:44:00,,,15:05:00,06:44:52,16:44:00,9:59:08,00:00:00,00:00:00,6:10:14,,,,
2008-03-04,06:45:42,19:27:29,12:41:47,02:41:00,17:24:00,,,14:43:00,06:45:42,17:24:00,10:38:18,00:00:00,00:00:00,7:13:30,,,,
2008-03-05,06:46:32,19:26:12,12:39:40,03:45:00,17:59:00,,,14:14:00,06:46:32,17:59:00,11:12:28,00:00:00,00:00:00,8:18:47,,,,
2008-03-06,06:47:22,19:24:55,12:37:33,04:50:00,18:31:00,,,13:41:00,06:47:22,18:31:00,11:43:38,00:00:00,00:00:00,9:25:04,,,,
2008-03-07,06:48:11,19:23:37,12:35:26,05:56:00,19:00:00,,,13:04:00,06:48:11,19:00:00,12:11:49,00:00:00,00:00:00,10:32:22,,,,
2008-03-08,06:49:00,19:22:19,12:33:19,07:03:00,19:29:00,,,12:26:00,07:03:00,19:22:19,12:19:19,00:00:00,00:00:00,11:20:00,,,,
2008-03-09,06:49:49,19:21:00,12:31:11,08:10:00,19:59:00,,,11:49:00,08:10:00,19:21:00,11:11:01,00:00:00,00:00:00,10:50:49,,,,
2008-03-10,06:50:37,19:19:41,12:29:04,09:19:00,20:31:00,,,11:12:00,09:19:00,19:19:41,10:00:41,00:00:00,00:00:00,10:19:37,,,,
2008-03-11,06:51:25,19:18:21,12:26:56,,21:07:00,,,21:07:00,06:51:25,19:18:21,12:26:56,21:07:00,00:00:00,2:53:00,,,,
2008-03-12,06:52:13,19:17:02,12:24:49,11:44:00,21:50:00,,,10:06:00,11:44:00,19:17:02,7:33:02,00:00:00,00:00:00,9:02:13,,,,
2008-03-13,06:53:00,19:15:41,12:22:41,12:56:00,22:41:00,,,9:45:00,12:56:00,19:15:41,6:19:42,00:00:00,00:00:00,8:12:01,,,,
2008-03-14,06:53:48,19:14:21,12:20:33,14:04:00,23:39:00,,,9:35:00,14:04:00,19:14:21,5:10:22,00:00:00,00:00:00,7:14:48,,,,
