Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2015-01-01,05:47:32,20:09:06,14:21:34,,02:32:00,16:25:00,,10:07:00,136.43,16:25:00,20:09:06,3:44:06,10:07:00,02:32:00,05:47:32,3:15:32,4:14:34,10:07:00,3:15:32,,,,,,,
2015-01-02,05:48:16,20:09:17,14:21:01,,03:16:00,17:23:00,,9:53:00,148.43,17:23:00,20:09:17,2:46:18,9:53:00,03:16:00,05:48:16,2:32:17,4:28:01,9:53:00,2:32:17,,,,,,,
2015-01-03,05:49:02,20:09:26,14:20:24,,04:04:00,18:18:00,,9:46:00,160.43,18:18:00,20:09:26,1:51:27,9:46:00,04:04:00,05:49:02,1:45:02,4:34:24,9:46:00,1:45:02,,,,,,,
2015-01-04,05:49:49,20:09:34,14:19:45,,04:54:00,19:09:00,,9:45:00,172.43,19:09:00,20:09:34,1:00:34,9:45:00,04:54:00,05:49:49,0:55:49,4:34:45,9:45:00,0:55:49,,,,,,,
2015-01-05,05:50:37,20:09:39,14:19:02,,05:46:00,19:55:00,,9:51:00,183.43,19:55:00,20:09:39,0:14:40,9:51:00,05:46:00,05:50:37,0:04:37,4:28:02,9:51:00,0:04:37,,,,,,,
2015-01-06,05:51:26,20:09:43,14:18:17,,06:40:00,20:38:00,,10:02:00,195.43,05:51:26,06:40:00,0:48:34,10:02:00,20:09:43,20:38:00,0:28:17,4:16:17,10:02:00,0:28:17,,,,,,,
2015-01-07,05:52:16,20:09:44,14:17:29,,07:34:00,21:16:00,,10:18:00,206.43,05:52:16,07:34:00,1:41:44,10:18:00,20:09:44,21:16:00,1:06:15,3:59:29,10:18:00,1:06:15,,,,,,,
2015-01-08,05:53:07,20:09:44,14:16:37,,08:28:00,21:52:00,,10:36:00,217.43,05:53:07,08:28:00,2:34:53,10:36:00,20:09:44,21:52:00,1:42:15,3:40:37,10:36:00,1:42:15,,,,,,,
2015-01-09,05:53:59,20:09:42,14:15:43,,09:22:00,22:25:00,,10:57:00,228.43,05:53:59,09:22:00,3:28:01,10:57:00,20:09:42,22:25:00,2:15:17,3:18:43,10:57:00,2:15:17,,,,,,,
2015-01-10,05:54:52,20:09:38,14:14:47,22:57:00,,,,1:03:00,238.43,,,0:00:00,1:03:00,00:00:00,22:57:00,8:42:13,13:11:47,1:03:00,8:42:13,,,,,,,
2015-01-11,05:55:45,20:09:33,14:13:47,,11:08:00,23:29:00,,11:39:00,249.43,05:55:45,11:08:00,5:12:14,11:39:00,20:09:33,23:29:00,3:19:27,2:34:47,11:39:00,3:19:27,,,,,,,
2015-01-12,05:56:40,20:09:25,14:12:46,,12:01:00,,,12:01:00,260.43,05:56:40,12:01:00,6:04:20,12:01:00,20:09:25,00:00:00,3:50:34,2:11:46,12:01:00,3:50:34,,,,,,,
2015-01-13,05:57:35,20:09:16,14:11:41,00:01:00,12:55:00,,,12:54:00,271.43,05:57:35,12:55:00,6:57:25,12:54:00,00:00:00,00:00:00,3:51:44,1:17:41,12:54:00,3:51:44,,,,,,,
2015-01-14,05:58:30,20:09:04,14:10:34,00:35:00,13:50:00,,,13:15:00,282.43,05:58:30,13:50:00,7:51:29,13:15:00,00:00:00,00:00:00,4:25:55,0:55:34,13:15:00,4:25:55,,,,,,,
2015-01-15,05:59:27,20:08:51,14:09:24,01:11:00,14:47:00,,,13:36:00,294.43,05:59:27,14:47:00,8:47:33,13:36:00,00:00:00,00:00:00,5:02:09,0:33:24,13:36:00,5:02:09,,,,,,,
2015-01-16,06:00:24,20:08:36,14:08:12,01:52:00,15:45:00,,,13:53:00,306.43,06:00:24,15:45:00,9:44:36,13:53:00,00:00:00,00:00:00,5:43:24,0:15:12,13:53:00,5:43:24,,,,,,,
