Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2007-01-01,05:47:29,20:09:08,14:21:39,,02:58:00,18:12:00,,8:46:00,153.43,18:12:00,20:09:08,1:57:08,18:12:00,20:09:08,1:57:08,02:58:00,05:47:29,2:49:30,,,,,
2007-01-02,05:48:14,20:09:19,14:21:05,,03:49:00,19:17:00,,8:32:00,166.43,19:17:00,20:09:19,0:52:19,19:17:00,20:09:19,0:52:19,03:49:00,05:48:14,1:59:14,,,,,
2007-01-03,05:48:59,20:09:28,14:20:29,,04:48:00,20:14:00,,8:34:00,178.43,,,0:00:00,,,0:00:00,04:48:00,20:14:00,1:05:31,,,,,
2007-01-04,05:49:46,20:09:36,14:19:49,,05:52:00,21:02:00,,8:50:00,191.43,05:49:46,05:52:00,0:02:13,05:49:46,05:52:00,0:02:13,20:09:36,21:02:00,0:52:24,,,,,
2007-01-05,05:50:34,20:09:41,14:19:07,,06:58:00,21:41:00,,9:17:00,203.43,05:50:34,06:58:00,1:07:25,05:50:34,06:58:00,1:07:25,20:09:41,21:41:00,1:31:18,,,,,
2007-01-06,05:51:23,20:09:45,14:18:22,,08:02:00,22:14:00,,9:48:00,215.43,05:51:23,08:02:00,2:10:36,05:51:23,08:02:00,2:10:36,20:09:45,22:14:00,2:04:15,,,,,
2007-01-07,05:52:13,20:09:47,14:17:34,,09:04:00,22:42:00,,10:22:00,226.43,05:52:13,09:04:00,3:11:46,05:52:13,09:04:00,3:11:46,20:09:47,22:42:00,2:32:13,,,,,
2007-01-08,05:53:04,20:09:47,14:16:43,,10:03:00,23:07:00,,10:56:00,237.43,05:53:04,10:03:00,4:09:55,05:53:04,10:03:00,4:09:55,20:09:47,23:07:00,2:57:13,,,,,
2007-01-09,05:53:56,20:09:45,14:15:49,23:30:00,,,,0:30:00,248.43,,,0:00:00,,,0:00:00,00:00:00,23:30:00,9:14:11,,,,,
2007-01-10,05:54:49,20:09:41,14:14:52,,11:55:00,23:53:00,,12:02:00,259.43,05:54:49,11:55:00,6:00:11,05:54:49,11:55:00,6:00:11,20:09:41,23:53:00,3:43:18,,,,,
2007-01-11,05:55:42,20:09:35,14:13:53,,12:50:00,,,12:50:00,270.43,05:55:42,12:50:00,6:54:17,,,0:00:00,20:09:35,00:00:00,3:50:24,,,,,
2007-01-12,05:56:37,20:09:28,14:12:51,00:17:00,13:46:00,,,13:29:00,280.43,05:56:37,13:46:00,7:49:23,,,0:00:00,00:00:00,00:00:00,4:07:32,,,,,
2007-01-13,05:57:32,20:09:19,14:11:47,00:44:00,14:44:00,,,14:00:00,291.43,05:57:32,14:44:00,8:46:28,,,0:00:00,00:00:00,00:00:00,4:34:41,,,,,
2007-01-14,05:58:27,20:09:07,14:10:40,01:14:00,15:45:00,,,14:31:00,302.43,05:58:27,15:45:00,9:46:32,,,0:00:00,00:00:00,00:00:00,5:04:52,,,,,
2007-01-15,05:59:24,20:08:54,14:09:30,01:49:00,16:47:00,,,14:58:00,314.43,05:59:24,16:47:00,10:47:36,,,0:00:00,00:00:00,00:00:00,5:40:05,,,,,
2007-01-16,06:00:20,20:08:39,14:08:19,02:32:00,17:50:00,,,15:18:00,326.43,06:00:20,17:50:00,11:49:39,,,0:00:00,00:00:00,00:00:00,6:23:20,,,,,
2007-01-17,06:01:18,20:08:22,14:07:04,03:24:00,18:49:00,,,15:25:00,338.43,06:01:18,18:49:00,12:47:42,,,0:00:00,00:00:00,00:00:00,7:15:37,,,,,
2007-01-18,06:02:16,20:08:03,14:05:48,04:25:00,19:42:00,,,15:17:00,350.43,06:02:16,19:42:00,13:39:44,,,0:00:00,00:00:00,00:00:00,8:16:56,,,,,
2007-01-19,06:03:14,20:07:43,14:04:29,05:33:00,20:28:00,,,14:55:00,3.43,06:03:14,20:07:43,14:04:29,,,0:00:00,00:00:00,00:00:00,9:05:00,,,,,
2007-01-20,06:04:13,20:07:21,14:03:08,06:45:00,21:07:00,,,14:22:00,16.43,06:45:00,20:07:21,13:22:21,,,0:00:00,00:00:00,00:00:00,8:57:13,,,,,
2007-01-21,06:05:12,20:06:57,14:01:45,07:57:00,21:41:00,,,13:44:00,30.43,07:57:00,20:06:57,12:09:57,,,0:00:00,00:00:00,00:00:00,8:24:12,,,,,
2007-01-22,06:06:11,20:06:31,14:00:19,09:07:00,22:12:00,,,13:05:00,43.43,09:07:00,20:06:31,10:59:31,,,0:00:00,00:00:00,00:00:00,7:54:12,,,,,
2007-01-23,06:07:11,20:06:03,13:58:52,,22:41:00,,,22:41:00,56.43,06:07:11,20:06:03,13:58:52,,,0:00:00,22:41:00,00:00:00,1:19:00,,,,,
2007-01-24,06:08:11,20:05:34,13:57:23,11:24:00,23:10:00,,,11:46:00,70.43,11:24:00,20:05:34,8:41:34,,,0:00:00,00:00:00,00:00:00,6:58:11,,,,,
2007-01-25,06:09:11,20:05:02,13:55:52,12:33:00,23:41:00,,,11:08:00,83.43,12:33:00,20:05:02,7:32:03,,,0:00:00,00:00:00,00:00:00,6:28:11,,,,,
2007-01-26,06:10:11,20:04:30,13:54:19,13:42:00,,,,10:18:00,96.43,13:42:00,20:04:30,6:22:30,13:42:00,20:04:30,6:22:30,00:00:00,06:10:11,6:10:11,,,,,
2007-01-27,06:11:11,20:03:55,13:52:44,,00:15:00,14:52:00,,9:23:00,109.43,14:52:00,20:03:55,5:11:56,14:52:00,20:03:55,5:11:56,00:15:00,06:11:11,5:56:11,,,,,
2007-01-28,06:12:11,20:03:19,13:51:08,,00:56:00,16:02:00,,8:54:00,122.43,16:02:00,20:03:19,4:01:19,16:02:00,20:03:19,4:01:19,00:56:00,06:12:11,5:16:12,,,,,
2007-01-29,06:13:11,20:02:41,13:49:30,,01:43:00,17:07:00,,8:36:00,134.43,17:07:00,20:02:41,2:55:42,17:07:00,20:02:41,2:55:42,01:43:00,06:13:11,4:30:12,,,,,
2007-01-30,06:14:12,20:02:02,13:47:50,,02:38:00,18:06:00,,8:32:00,147.43,18:06:00,20:02:02,1:56:02,18:06:00,20:02:02,1:56:02,02:38:00,06:14:12,3:36:12,,,,,
2007-01-31,06:15:12,20:01:21,13:46:09,,03:39:00,18:57:00,,8:42:00,159.43,18:57:00,20:01:21,1:04:21,18:57:00,20:01:21,1:04:21,03:39:00,06:15:12,2:36:12,,,,,
2007-02-01,06:16:12,20:00:38,13:44:26,,04:43:00,19:38:00,,9:05:00,171.43,19:38:00,20:00:38,0:22:39,19:38:00,20:00:38,0:22:39,04:43:00,06:16:12,1:33:13,,,,,
2007-02-02,06:17:12,19:59:54,13:42:42,,05:48:00,20:13:00,,9:35:00,183.43,,,0:00:00,,,0:00:00,05:48:00,20:13:00,0:42:18,,,,,
2007-02-03,06:18:12,19:59:09,13:40:56,,06:51:00,20:43:00,,10:08:00,194.43,06:18:12,06:51:00,0:32:47,06:18:12,06:51:00,0:32:47,19:59:09,20:43:00,0:43:51,,,,,
2007-02-04,06:19:12,19:58:21,13:39:09,,07:51:00,21:09:00,,10:42:00,206.43,06:19:12,07:51:00,1:31:47,06:19:12,07:51:00,1:31:47,19:58:21,21:09:00,1:10:38,,,,,
2007-02-05,06:20:12,19:57:33,13:37:21,,08:49:00,21:32:00,,11:17:00,217.43,06:20:12,08:49:00,2:28:48,06:20:12,08:49:00,2:28:48,19:57:33,21:32:00,1:34:27,,,,,
2007-02-06,06:21:11,19:56:43,13:35:32,,09:44:00,21:56:00,,11:48:00,228.43,06:21:11,09:44:00,3:22:48,06:21:11,09:44:00,3:22:48,19:56:43,21:56:00,1:59:17,,,,,
2007-02-07,06:22:10,19:55:52,13:33:41,22:19:00,,,,1:41:00,238.43,,,0:00:00,,,0:00:00,00:00:00,22:19:00,8:45:19,,,,,
