Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2001-01-01,05:47:50,20:09:13,14:21:23,11:16:00,,,,12:44:00,73.43,11:16:00,20:09:13,8:53:14,,,0:00:00,00:00:00,05:47:50,5:47:51,,,,,
2001-01-02,05:48:35,20:09:24,14:20:48,,00:18:00,12:12:00,,12:06:00,85.43,12:12:00,20:09:24,7:57:24,,,0:00:00,00:18:00,05:48:35,5:30:36,,,,,
2001-01-03,05:49:22,20:09:32,14:20:11,,00:48:00,13:09:00,,11:39:00,96.43,13:09:00,20:09:32,7:00:33,13:09:00,20:09:32,7:00:33,00:48:00,05:49:22,5:01:22,,,,,
2001-01-04,05:50:09,20:09:39,14:19:30,,01:18:00,14:08:00,,11:10:00,108.43,14:08:00,20:09:39,6:01:39,14:08:00,20:09:39,6:01:39,01:18:00,05:50:09,4:32:09,,,,,
2001-01-05,05:50:57,20:09:44,14:18:46,,01:50:00,15:10:00,,10:40:00,120.43,15:10:00,20:09:44,4:59:44,15:10:00,20:09:44,4:59:44,01:50:00,05:50:57,4:00:58,,,,,
2001-01-06,05:51:47,20:09:46,14:18:00,,02:26:00,16:15:00,,10:11:00,133.43,16:15:00,20:09:46,3:54:47,16:15:00,20:09:46,3:54:47,02:26:00,05:51:47,3:25:47,,,,,
2001-01-07,05:52:37,20:09:47,14:17:10,,03:06:00,17:22:00,,9:44:00,146.43,17:22:00,20:09:47,2:47:48,17:22:00,20:09:47,2:47:48,03:06:00,05:52:37,2:46:38,,,,,
2001-01-08,05:53:29,20:09:47,14:16:18,,03:54:00,18:31:00,,9:23:00,160.43,18:31:00,20:09:47,1:38:47,18:31:00,20:09:47,1:38:47,03:54:00,05:53:29,1:59:29,,,,,
2001-01-09,05:54:21,20:09:44,14:15:23,,04:49:00,19:38:00,,9:11:00,174.43,19:38:00,20:09:44,0:31:44,19:38:00,20:09:44,0:31:44,04:49:00,05:54:21,1:05:21,,,,,
2001-01-10,05:55:14,20:09:39,14:14:25,,05:53:00,20:40:00,,9:13:00,188.43,,,0:00:00,,,0:00:00,05:53:00,20:40:00,0:32:35,,,,,
2001-01-11,05:56:08,20:09:33,14:13:25,,07:03:00,21:34:00,,9:29:00,202.43,05:56:08,07:03:00,1:06:52,05:56:08,07:03:00,1:06:52,20:09:33,21:34:00,1:24:27,,,,,
2001-01-12,05:57:03,20:09:24,14:12:22,,08:15:00,22:21:00,,9:54:00,216.43,05:57:03,08:15:00,2:17:57,05:57:03,08:15:00,2:17:57,20:09:24,22:21:00,2:11:35,,,,,
2001-01-13,05:57:58,20:09:14,14:11:16,,09:26:00,23:02:00,,10:24:00,230.43,05:57:58,09:26:00,3:28:02,05:57:58,09:26:00,3:28:02,20:09:14,23:02:00,2:52:45,,,,,
2001-01-14,05:58:54,20:09:02,14:10:08,23:38:00,,,,0:22:00,243.43,,,0:00:00,,,0:00:00,00:00:00,23:38:00,9:27:52,,,,,
2001-01-15,05:59:50,20:08:48,14:08:57,,11:41:00,,,11:41:00,256.43,05:59:50,11:41:00,5:41:09,05:59:50,11:41:00,5:41:09,20:08:48,00:00:00,3:51:12,,,,,
2001-01-16,06:00:48,20:08:32,14:07:45,00:12:00,12:44:00,,,12:32:00,269.43,06:00:48,12:44:00,6:43:12,06:00:48,12:44:00,6:43:12,00:00:00,00:00:00,4:03:27,,,,,
2001-01-17,06:01:45,20:08:14,14:06:29,00:45:00,13:45:00,,,13:00:00,281.43,06:01:45,13:45:00,7:43:14,,,0:00:00,00:00:00,00:00:00,4:36:45,,,,,
2001-01-18,06:02:43,20:07:55,14:05:12,01:17:00,14:44:00,,,13:27:00,293.43,06:02:43,14:44:00,8:41:16,,,0:00:00,00:00:00,00:00:00,5:09:05,,,,,
2001-01-19,06:03:42,20:07:34,14:03:52,01:52:00,15:43:00,,,13:51:00,305.43,06:03:42,15:43:00,9:39:18,,,0:00:00,00:00:00,00:00:00,5:44:26,,,,,
2001-01-20,06:04:41,20:07:10,14:02:30,02:28:00,16:40:00,,,14:12:00,316.43,06:04:41,16:40:00,10:35:19,,,0:00:00,00:00:00,00:00:00,6:20:49,,,,,
2001-01-21,06:05:40,20:06:45,14:01:06,03:08:00,17:35:00,,,14:27:00,327.43,06:05:40,17:35:00,11:29:20,,,0:00:00,00:00:00,00:00:00,7:01:14,,,,,
2001-01-22,06:06:39,20:06:19,13:59:40,03:52:00,18:28:00,,,14:36:00,338.43,06:06:39,18:28:00,12:21:20,,,0:00:00,00:00:00,00:00:00,7:45:41,,,,,
2001-01-23,06:07:39,20:05:50,13:58:11,04:40:00,19:16:00,,,14:36:00,349.43,06:07:39,19:16:00,13:08:21,,,0:00:00,00:00:00,00:00:00,8:34:09,,,,,
2001-01-24,06:08:39,20:05:20,13:56:41,05:31:00,20:00:00,,,14:29:00,0.43,06:08:39,20:00:00,13:51:21,,,0:00:00,00:00:00,00:00:00,9:25:39,,,,,
2001-01-25,06:09:39,20:04:48,13:55:10,06:24:00,20:40:00,,,14:16:00,10.43,06:24:00,20:04:48,13:40:49,,,0:00:00,00:00:00,00:00:00,9:29:39,,,,,
2001-01-26,06:10:39,20:04:15,13:53:36,07:19:00,21:16:00,,,13:57:00,21.43,07:19:00,20:04:15,12:45:15,,,0:00:00,00:00:00,00:00:00,8:54:39,,,,,
2001-01-27,06:11:39,20:03:39,13:52:00,08:14:00,21:49:00,,,13:35:00,32.43,08:14:00,20:03:39,11:49:40,,,0:00:00,00:00:00,00:00:00,8:22:40,,,,,
2001-01-28,06:12:39,20:03:02,13:50:23,09:10:00,22:20:00,,,13:10:00,43.43,09:10:00,20:03:02,10:53:03,,,0:00:00,00:00:00,00:00:00,7:52:40,,,,,
2001-01-29,06:13:40,20:02:24,13:48:44,,22:50:00,,,22:50:00,54.43,06:13:40,20:02:24,13:48:44,,,0:00:00,22:50:00,00:00:00,1:10:00,,,,,
2001-01-30,06:14:40,20:01:44,13:47:04,11:01:00,23:19:00,,,12:18:00,65.43,11:01:00,20:01:44,9:00:44,,,0:00:00,00:00:00,00:00:00,6:55:40,,,,,
2001-01-31,06:15:40,20:01:02,13:45:22,11:58:00,23:50:00,,,11:52:00,77.43,11:58:00,20:01:02,8:03:03,,,0:00:00,00:00:00,00:00:00,6:25:41,,,,,
2001-02-01,06:16:40,20:00:19,13:43:39,12:57:00,,,,11:03:00,88.43,12:57:00,20:00:19,7:03:19,,,0:00:00,00:00:00,06:16:40,6:16:41,,,,,
2001-02-02,06:17:40,19:59:34,13:41:54,,00:22:00,13:58:00,,10:24:00,101.43,13:58:00,19:59:34,6:01:35,13:58:00,19:59:34,6:01:35,00:22:00,06:17:40,5:55:41,,,,,
2001-02-03,06:18:40,19:58:48,13:40:08,,00:59:00,15:02:00,,9:57:00,113.43,15:02:00,19:58:48,4:56:48,15:02:00,19:58:48,4:56:48,00:59:00,06:18:40,5:19:41,,,,,
2001-02-04,06:19:40,19:58:00,13:38:20,,01:42:00,16:09:00,,9:33:00,126.43,16:09:00,19:58:00,3:49:01,16:09:00,19:58:00,3:49:01,01:42:00,06:19:40,4:37:40,,,,,
2001-02-05,06:20:39,19:57:11,13:36:32,,02:31:00,17:15:00,,9:16:00,140.43,17:15:00,19:57:11,2:42:11,17:15:00,19:57:11,2:42:11,02:31:00,06:20:39,3:49:40,,,,,
2001-02-06,06:21:39,19:56:20,13:34:42,,03:29:00,18:18:00,,9:11:00,153.43,18:18:00,19:56:20,1:38:21,18:18:00,19:56:20,1:38:21,03:29:00,06:21:39,2:52:39,,,,,
2001-02-07,06:22:38,19:55:28,13:32:51,,04:35:00,19:16:00,,9:19:00,167.43,19:16:00,19:55:28,0:39:29,19:16:00,19:55:28,0:39:29,04:35:00,06:22:38,1:47:38,,,,,
2001-02-08,06:23:37,19:54:35,13:30:58,,05:46:00,20:08:00,,9:38:00,181.43,,,0:00:00,,,0:00:00,05:46:00,20:08:00,0:51:02,,,,,
2001-02-09,06:24:35,19:53:41,13:29:05,,07:00:00,20:53:00,,10:07:00,196.43,06:24:35,07:00:00,0:35:24,06:24:35,07:00:00,0:35:24,19:53:41,20:53:00,0:59:19,,,,,
