Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2013-01-01,05:47:53,20:09:12,14:21:19,,09:06:00,22:20:00,,10:46:00,05:47:53,09:06:00,3:18:06,20:09:12,22:20:00,2:10:47,,,,
2013-01-02,05:48:38,20:09:22,14:20:44,22:53:00,,,,1:07:00,,,0:00:00,00:00:00,22:53:00,8:32:16,,,,
2013-01-03,05:49:25,20:09:31,14:20:06,,11:03:00,23:26:00,,11:37:00,05:49:25,11:03:00,5:13:35,20:09:31,23:26:00,3:16:29,,,,
2013-01-04,05:50:12,20:09:37,14:19:25,,12:02:00,,,12:02:00,05:50:12,12:02:00,6:11:47,20:09:37,00:00:00,3:50:23,,,,
2013-01-05,05:51:01,20:09:42,14:18:41,,13:04:00,,,13:04:00,05:51:01,13:04:00,7:12:59,20:09:42,00:00:00,3:50:18,,,,
2013-01-06,05:51:50,20:09:44,14:17:54,00:37:00,14:08:00,,,13:31:00,05:51:50,14:08:00,8:16:09,00:00:00,00:00:00,4:27:15,,,,
2013-01-07,05:52:41,20:09:45,14:17:04,01:17:00,15:14:00,,,13:57:00,05:52:41,15:14:00,9:21:19,00:00:00,00:00:00,5:07:14,,,,
2013-01-08,05:53:32,20:09:44,14:16:12,02:04:00,16:21:00,,,14:17:00,05:53:32,16:21:00,10:27:27,00:00:00,00:00:00,5:54:15,,,,
2013-01-09,05:54:25,20:09:41,14:15:17,02:57:00,17:27:00,,,14:30:00,05:54:25,17:27:00,11:32:35,00:00:00,00:00:00,6:47:18,,,,
2013-01-10,05:55:18,20:09:36,14:14:19,03:57:00,18:29:00,,,14:32:00,05:55:18,18:29:00,12:33:42,00:00:00,00:00:00,7:47:23,,,,
2013-01-11,05:56:12,20:09:30,14:13:18,05:02:00,19:25:00,,,14:23:00,05:56:12,19:25:00,13:28:48,00:00:00,00:00:00,8:52:30,,,,
2013-01-12,05:57:06,20:09:21,14:12:15,06:11:00,20:14:00,,,14:03:00,06:11:00,20:09:21,13:58:22,00:00:00,00:00:00,9:43:07,,,,
2013-01-13,05:58:02,20:09:11,14:11:09,07:20:00,20:58:00,,,13:38:00,07:20:00,20:09:11,12:49:11,00:00:00,00:00:00,9:00:02,,,,
2013-01-14,05:58:58,20:08:58,14:10:01,08:28:00,21:37:00,,,13:09:00,08:28:00,20:08:58,11:40:59,00:00:00,00:00:00,8:21:58,,,,
2013-01-15,05:59:54,20:08:44,14:08:50,09:33:00,22:13:00,,,12:40:00,09:33:00,20:08:44,10:35:45,00:00:00,00:00:00,7:46:55,,,,
2013-01-16,06:00:52,20:08:28,14:07:37,,22:47:00,,,22:47:00,06:00:52,20:08:28,14:07:37,22:47:00,00:00:00,1:13:00,,,,
2013-01-17,06:01:49,20:08:10,14:06:21,11:34:00,23:20:00,,,11:46:00,11:34:00,20:08:10,8:34:11,00:00:00,00:00:00,6:41:50,,,,
2013-01-18,06:02:47,20:07:51,14:05:03,12:32:00,23:54:00,,,11:22:00,12:32:00,20:07:51,7:35:51,00:00:00,00:00:00,6:08:48,,,,
2013-01-19,06:03:46,20:07:29,14:03:43,13:29:00,,,,10:31:00,13:29:00,20:07:29,6:38:30,00:00:00,06:03:46,6:03:46,,,,
2013-01-20,06:04:45,20:07:06,14:02:21,,00:29:00,14:24:00,,10:05:00,14:24:00,20:07:06,5:43:06,00:29:00,06:04:45,5:35:45,,,,
2013-01-21,06:05:44,20:06:41,14:00:57,,01:07:00,15:18:00,,9:49:00,15:18:00,20:06:41,4:48:41,01:07:00,06:05:44,4:58:44,,,,
2013-01-22,06:06:43,20:06:14,13:59:31,,01:48:00,16:10:00,,9:38:00,16:10:00,20:06:14,3:56:14,01:48:00,06:06:43,4:18:44,,,,
