Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2000-01-01,05:47:17,20:09:04,14:21:47,02:07:00,15:15:00,,,13:08:00,05:47:17,15:15:00,9:27:42,00:00:00,00:00:00,5:57:55,,,,
2000-01-02,05:48:01,20:09:16,14:21:15,02:39:00,16:10:00,,,13:31:00,05:48:01,16:10:00,10:21:58,00:00:00,00:00:00,6:29:43,,,,
2000-01-03,05:48:47,20:09:26,14:20:39,03:13:00,17:04:00,,,13:51:00,05:48:47,17:04:00,11:15:13,00:00:00,00:00:00,7:03:34,,,,
2000-01-04,05:49:33,20:09:34,14:20:01,03:50:00,17:58:00,,,14:08:00,05:49:33,17:58:00,12:08:26,00:00:00,00:00:00,7:40:26,,,,
2000-01-05,05:50:21,20:09:40,14:19:19,04:30:00,18:50:00,,,14:20:00,05:50:21,18:50:00,12:59:39,00:00:00,00:00:00,8:20:19,,,,
2000-01-06,05:51:10,20:09:44,14:18:35,05:15:00,19:40:00,,,14:25:00,05:51:10,19:40:00,13:48:50,00:00:00,00:00:00,9:05:15,,,,
2000-01-07,05:51:59,20:09:47,14:17:48,06:03:00,20:27:00,,,14:24:00,06:03:00,20:09:47,14:06:47,00:00:00,00:00:00,9:25:00,,,,
2000-01-08,05:52:50,20:09:47,14:16:57,06:55:00,21:11:00,,,14:16:00,06:55:00,20:09:47,13:14:48,00:00:00,00:00:00,8:41:50,,,,
2000-01-09,05:53:42,20:09:46,14:16:05,07:49:00,21:52:00,,,14:03:00,07:49:00,20:09:46,12:20:47,00:00:00,00:00:00,8:01:42,,,,
2000-01-10,05:54:34,20:09:43,14:15:09,08:45:00,22:29:00,,,13:44:00,08:45:00,20:09:43,11:24:43,00:00:00,00:00:00,7:25:35,,,,
