Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2025-01-01,05:47:55,20:09:12,14:21:17,06:31:00,21:32:00,,,15:01:00,19.43,06:31:00,20:09:12,13:38:13,0:00:00,00:00:00,00:00:00,8:15:55,14:21:17,15:01:00,8:15:55,,,,,,,
2025-01-02,05:48:40,20:09:22,14:20:42,07:39:00,22:12:00,,,14:33:00,31.43,07:39:00,20:09:22,12:30:23,14:33:00,00:00:00,00:00:00,7:36:41,0:00:00,14:33:00,7:36:41,,,,,,,
2025-01-03,05:49:27,20:09:30,14:20:04,08:48:00,22:46:00,,,13:58:00,44.43,08:48:00,20:09:30,11:21:31,13:58:00,00:00:00,00:00:00,7:03:27,0:22:04,13:58:00,7:03:27,,,,,,,
2025-01-04,05:50:14,20:09:36,14:19:22,,23:16:00,,,23:16:00,57.43,05:50:14,20:09:36,14:19:22,23:16:00,23:16:00,00:00:00,0:44:00,0:00:00,23:16:00,0:44:00,,,,,,,
2025-01-05,05:51:03,20:09:41,14:18:38,11:03:00,23:45:00,,,12:42:00,70.43,11:03:00,20:09:41,9:06:41,12:42:00,00:00:00,00:00:00,6:06:03,1:36:38,12:42:00,6:06:03,,,,,,,
2025-01-06,05:51:52,20:09:43,14:17:51,12:10:00,,,,11:50:00,83.43,12:10:00,20:09:43,7:59:44,11:50:00,00:00:00,05:51:52,5:51:53,2:27:51,11:50:00,5:51:53,,,,,,,
2025-01-07,05:52:43,20:09:44,14:17:01,,00:13:00,13:17:00,,10:56:00,96.43,13:17:00,20:09:44,6:52:45,10:56:00,00:13:00,05:52:43,5:39:44,3:21:01,10:56:00,5:39:44,,,,,,,
2025-01-08,05:53:35,20:09:43,14:16:08,,00:42:00,14:26:00,,10:16:00,109.43,14:26:00,20:09:43,5:43:43,10:16:00,00:42:00,05:53:35,5:11:35,4:00:08,10:16:00,5:11:35,,,,,,,
2025-01-09,05:54:27,20:09:40,14:15:13,,01:15:00,15:37:00,,9:38:00,122.43,15:37:00,20:09:40,4:32:40,9:38:00,01:15:00,05:54:27,4:39:27,4:37:13,9:38:00,4:39:27,,,,,,,
2025-01-10,05:55:20,20:09:35,14:14:15,,01:53:00,16:48:00,,9:05:00,135.43,16:48:00,20:09:35,3:21:35,9:05:00,01:53:00,05:55:20,4:02:21,5:09:15,9:05:00,4:02:21,,,,,,,
