Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Visible-Overlap-Sun-Moon-Start-Time,Visible-Overlap-Sun-Moon-End-Time,Total-Visible-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-Visible-Overlap-Days,Total-No-Sun-No-Moon-Days
2010-01-01,05:47:41,20:09:10,14:21:29,,05:47:00,20:40:00,,9:07:00,188.43,,,0:00:00,,,0:00:00,05:47:00,20:40:00,0:31:31,,,,,
2010-01-02,05:48:26,20:09:21,14:20:55,,07:01:00,21:26:00,,9:35:00,202.43,05:48:26,07:01:00,1:12:34,05:48:26,07:01:00,1:12:34,20:09:21,21:26:00,1:16:39,,,,,
2010-01-03,05:49:12,20:09:29,14:20:18,,08:16:00,22:05:00,,10:11:00,216.43,05:49:12,08:16:00,2:26:48,05:49:12,08:16:00,2:26:48,20:09:29,22:05:00,1:55:30,,,,,
2010-01-04,05:49:59,20:09:36,14:19:37,,09:28:00,22:40:00,,10:48:00,230.43,05:49:59,09:28:00,3:38:00,05:49:59,09:28:00,3:38:00,20:09:36,22:40:00,2:30:23,,,,,
2010-01-05,05:50:47,20:09:42,14:18:54,23:12:00,,,,0:48:00,244.43,,,0:00:00,,,0:00:00,00:00:00,23:12:00,8:53:06,,,,,
2010-01-06,05:51:37,20:09:45,14:18:08,,11:45:00,23:43:00,,12:02:00,257.43,05:51:37,11:45:00,5:53:23,05:51:37,11:45:00,5:53:23,20:09:45,23:43:00,3:33:15,,,,,
2010-01-07,05:52:27,20:09:46,14:17:19,,12:50:00,,,12:50:00,270.43,05:52:27,12:50:00,6:57:33,,,0:00:00,20:09:46,00:00:00,3:50:13,,,,,
2010-01-08,05:53:18,20:09:46,14:16:27,00:15:00,13:54:00,,,13:39:00,282.43,05:53:18,13:54:00,8:00:41,,,0:00:00,00:00:00,00:00:00,4:05:14,,,,,
2010-01-09,05:54:10,20:09:43,14:15:33,00:49:00,14:58:00,,,14:09:00,294.43,05:54:10,14:58:00,9:03:49,,,0:00:00,00:00:00,00:00:00,4:39:16,,,,,
2010-01-10,05:55:03,20:09:39,14:14:36,01:26:00,16:00:00,,,14:34:00,306.43,05:55:03,16:00:00,10:04:56,,,0:00:00,00:00:00,00:00:00,5:16:21,,,,,
2010-01-11,05:55:57,20:09:33,14:13:36,02:07:00,16:59:00,,,14:52:00,318.43,05:55:57,16:59:00,11:03:03,,,0:00:00,00:00:00,00:00:00,5:57:27,,,,,
2010-01-12,05:56:51,20:09:25,14:12:33,02:54:00,17:54:00,,,15:00:00,329.43,05:56:51,17:54:00,11:57:08,,,0:00:00,00:00:00,00:00:00,6:44:35,,,,,
2010-01-13,05:57:47,20:09:15,14:11:28,03:45:00,18:44:00,,,14:59:00,340.43,05:57:47,18:44:00,12:46:13,,,0:00:00,00:00:00,00:00:00,7:35:45,,,,,
2010-01-14,05:58:43,20:09:03,14:10:20,04:40:00,19:27:00,,,14:47:00,351.43,05:58:43,19:27:00,13:28:17,,,0:00:00,00:00:00,00:00:00,8:30:57,,,,,
2010-01-15,05:59:39,20:08:49,14:09:10,05:37:00,20:05:00,,,14:28:00,2.43,05:59:39,20:05:00,14:05:21,,,0:00:00,00:00:00,00:00:00,9:28:10,,,,,
2010-01-16,06:00:36,20:08:34,14:07:58,06:34:00,20:38:00,,,14:04:00,13.43,06:34:00,20:08:34,13:34:34,,,0:00:00,00:00:00,00:00:00,9:22:37,,,,,
2010-01-17,06:01:34,20:08:16,14:06:43,07:31:00,21:08:00,,,13:37:00,24.43,07:31:00,20:08:16,12:37:17,,,0:00:00,00:00:00,00:00:00,8:53:34,,,,,
2010-01-18,06:02:32,20:07:57,14:05:26,08:27:00,21:35:00,,,13:08:00,35.43,08:27:00,20:07:57,11:40:58,,,0:00:00,00:00:00,00:00:00,8:27:32,,,,,
2010-01-19,06:03:30,20:07:36,14:04:06,09:22:00,22:01:00,,,12:39:00,45.43,09:22:00,20:07:36,10:45:37,,,0:00:00,00:00:00,00:00:00,8:02:30,,,,,
2010-01-20,06:04:29,20:07:13,14:02:45,,22:27:00,,,22:27:00,56.43,06:04:29,20:07:13,14:02:45,,,0:00:00,22:27:00,00:00:00,1:33:00,,,,,
2010-01-21,06:05:28,20:06:49,14:01:21,11:13:00,22:53:00,,,11:40:00,67.43,11:13:00,20:06:49,8:53:49,,,0:00:00,00:00:00,00:00:00,7:12:28,,,,,
2010-01-22,06:06:27,20:06:22,13:59:55,12:10:00,23:22:00,,,11:12:00,78.43,12:10:00,20:06:22,7:56:23,,,0:00:00,00:00:00,00:00:00,6:44:28,,,,,
2010-01-23,06:07:27,20:05:54,13:58:27,13:10:00,23:55:00,,,10:45:00,90.43,13:10:00,20:05:54,6:55:55,13:10:00,20:05:54,6:55:55,00:00:00,00:00:00,6:12:27,,,,,
2010-01-24,06:08:27,20:05:24,13:56:58,14:12:00,,,,9:48:00,102.43,14:12:00,20:05:24,5:53:25,14:12:00,20:05:24,5:53:25,00:00:00,06:08:27,6:08:27,,,,,
2010-01-25,06:09:27,20:04:53,13:55:26,,00:33:00,15:17:00,,9:16:00,114.43,15:17:00,20:04:53,4:47:53,15:17:00,20:04:53,4:47:53,00:33:00,06:09:27,5:36:27,,,,,
2010-01-26,06:10:27,20:04:19,13:53:52,,01:19:00,16:22:00,,8:57:00,127.43,16:22:00,20:04:19,3:42:20,16:22:00,20:04:19,3:42:20,01:19:00,06:10:27,4:51:27,,,,,
2010-01-27,06:11:27,20:03:44,13:52:17,,02:14:00,17:25:00,,8:49:00,140.43,17:25:00,20:03:44,2:38:45,17:25:00,20:03:44,2:38:45,02:14:00,06:11:27,3:57:28,,,,,
2010-01-28,06:12:27,20:03:08,13:50:40,,03:19:00,18:23:00,,8:56:00,154.43,18:23:00,20:03:08,1:40:08,18:23:00,20:03:08,1:40:08,03:19:00,06:12:27,2:53:28,,,,,
2010-01-29,06:13:28,20:02:30,13:49:02,,04:31:00,19:13:00,,9:18:00,168.43,19:13:00,20:02:30,0:49:30,19:13:00,20:02:30,0:49:30,04:31:00,06:13:28,1:42:28,,,,,
