Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2022-01-01,06:51:15,17:05:59,10:14:44,05:19:00,15:39:00,,,10:20:00,06:51:15,15:39:00,8:47:44,00:00:00,00:00:00,12:13:00,,,,
2022-01-02,06:51:29,17:06:42,10:15:13,06:30:00,16:43:00,,,10:13:00,06:51:29,16:43:00,9:51:31,00:00:00,00:00:00,13:23:17,,,,
2022-01-03,06:51:41,17:07:26,10:15:45,07:36:00,17:52:00,,,10:16:00,07:36:00,17:07:26,9:31:26,00:00:00,00:00:00,12:59:42,,,,
2022-01-04,06:51:52,17:08:11,10:16:19,08:33:00,19:03:00,,,10:30:00,08:33:00,17:08:11,8:35:11,00:00:00,00:00:00,11:48:52,,,,
2022-01-05,06:52:01,17:08:56,10:16:55,09:20:00,20:13:00,,,10:53:00,09:20:00,17:08:56,7:48:56,00:00:00,00:00:00,10:39:01,,,,
2022-01-06,06:52:08,17:09:42,10:17:34,10:00:00,21:18:00,,,11:18:00,10:00:00,17:09:42,7:09:42,00:00:00,00:00:00,9:34:09,,,,
2022-01-07,06:52:14,17:10:29,10:18:15,10:35:00,22:19:00,,,11:44:00,10:35:00,17:10:29,6:35:29,00:00:00,00:00:00,8:33:14,,,,
2022-01-08,06:52:18,17:11:16,10:18:58,11:06:00,23:17:00,,,12:11:00,11:06:00,17:11:16,6:05:17,00:00:00,00:00:00,7:35:19,,,,
2022-01-09,06:52:21,17:12:04,10:19:44,11:35:00,,,,12:25:00,11:35:00,17:12:04,5:37:05,00:00:00,06:52:21,6:52:21,,,,
2022-01-10,06:52:21,17:12:53,10:20:32,,00:14:00,12:04:00,,12:10:00,12:04:00,17:12:53,5:08:53,00:14:00,06:52:21,6:38:22,,,,
2022-01-11,06:52:21,17:13:42,10:21:22,12:34:00,,,,11:26:00,12:34:00,17:13:42,4:39:43,00:00:00,06:52:21,6:52:21,,,,
2022-01-12,06:52:18,17:14:32,10:22:14,,02:04:00,13:05:00,,12:59:00,13:05:00,17:14:32,4:09:32,02:04:00,06:52:18,4:48:19,,,,
2022-01-13,06:52:14,17:15:22,10:23:08,,02:59:00,13:40:00,,13:19:00,13:40:00,17:15:22,3:35:23,02:59:00,06:52:14,3:53:14,,,,
2022-01-14,06:52:08,17:16:13,10:24:05,,03:55:00,14:20:00,,13:35:00,14:20:00,17:16:13,2:56:13,03:55:00,06:52:08,2:57:08,,,,
2022-01-15,06:52:00,17:17:04,10:25:03,,04:50:00,15:04:00,,13:46:00,15:04:00,17:17:04,2:13:04,04:50:00,06:52:00,2:02:01,,,,
2022-01-16,06:51:51,17:17:55,10:26:04,,05:44:00,15:53:00,,13:51:00,15:53:00,17:17:55,1:24:55,05:44:00,06:51:51,1:07:52,,,,
2022-01-17,06:51:40,17:18:46,10:27:06,,06:34:00,16:47:00,,13:47:00,16:47:00,17:18:46,0:31:47,06:34:00,06:51:40,0:17:41,,,,
2022-01-18,06:51:28,17:19:38,10:28:10,,07:20:00,17:44:00,,13:36:00,06:51:28,07:20:00,0:28:32,17:19:38,17:44:00,0:24:21,,,,
2022-01-19,06:51:14,17:20:30,10:29:16,,08:01:00,18:43:00,,13:18:00,06:51:14,08:01:00,1:09:46,17:20:30,18:43:00,1:22:29,,,,
2022-01-20,06:50:58,17:21:22,10:30:24,,08:39:00,19:42:00,,12:57:00,06:50:58,08:39:00,1:48:02,17:21:22,19:42:00,2:20:37,,,,
2022-01-21,06:50:41,17:22:15,10:31:34,,09:12:00,20:40:00,,12:32:00,06:50:41,09:12:00,2:21:19,17:22:15,20:40:00,3:17:45,,,,
2022-01-22,06:50:21,17:23:07,10:32:46,,09:44:00,21:39:00,,12:05:00,06:50:21,09:44:00,2:53:38,17:23:07,21:39:00,4:15:52,,,,
2022-01-23,06:50:01,17:23:59,10:33:59,,10:14:00,22:38:00,,11:36:00,06:50:01,10:14:00,3:23:59,17:23:59,22:38:00,5:14:00,,,,
2022-01-24,06:49:39,17:24:52,10:35:13,,10:45:00,23:39:00,,11:06:00,06:49:39,10:45:00,3:55:21,17:24:52,23:39:00,6:14:08,,,,
2022-01-25,06:49:15,17:25:44,10:36:30,,11:17:00,,,11:17:00,06:49:15,11:17:00,4:27:45,17:25:44,00:00:00,6:34:15,,,,
2022-01-26,06:48:49,17:26:37,10:37:48,00:42:00,11:54:00,,,11:12:00,06:48:49,11:54:00,5:05:10,00:00:00,00:00:00,7:15:23,,,,
2022-01-27,06:48:22,17:27:29,10:39:07,,12:35:00,,,12:35:00,06:48:22,12:35:00,5:46:37,17:27:29,00:00:00,6:32:30,,,,
2022-01-28,06:47:54,17:28:22,10:40:28,02:58:00,13:24:00,,,10:26:00,06:47:54,13:24:00,6:36:06,00:00:00,00:00:00,9:29:38,,,,
2022-01-29,06:47:24,17:29:14,10:41:50,04:08:00,14:22:00,,,10:14:00,06:47:24,14:22:00,7:34:36,00:00:00,00:00:00,10:38:46,,,,
2022-01-30,06:46:52,17:30:06,10:43:14,05:15:00,15:27:00,,,10:12:00,06:46:52,15:27:00,8:40:07,00:00:00,00:00:00,11:44:54,,,,
2022-01-31,06:46:19,17:30:58,10:44:39,06:15:00,16:37:00,,,10:22:00,06:46:19,16:37:00,9:50:40,00:00:00,00:00:00,12:44:02,,,,
2022-02-01,06:45:45,17:31:49,10:46:05,07:07:00,17:48:00,,,10:41:00,07:07:00,17:31:49,10:24:50,00:00:00,00:00:00,12:57:45,,,,
2022-02-02,06:45:09,17:32:41,10:47:32,07:51:00,18:57:00,,,11:06:00,07:51:00,17:32:41,9:41:41,00:00:00,00:00:00,11:48:09,,,,
2022-02-03,06:44:32,17:33:32,10:49:01,08:29:00,20:01:00,,,11:32:00,08:29:00,17:33:32,9:04:33,00:00:00,00:00:00,10:43:32,,,,
2022-02-04,06:43:53,17:34:23,10:50:30,09:03:00,21:03:00,,,12:00:00,09:03:00,17:34:23,8:31:24,00:00:00,00:00:00,9:40:53,,,,
2022-02-05,06:43:13,17:35:14,10:52:01,09:33:00,22:01:00,,,12:28:00,09:33:00,17:35:14,8:02:14,00:00:00,00:00:00,8:42:13,,,,
