Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2011-01-01,06:51:12,17:05:47,10:14:36,04:01:00,14:28:00,,,10:27:00,324.43,06:51:12,14:28:00,7:36:48,10:27:00,00:00:00,00:00:00,10:55:12,0:00:00,10:27:00,10:55:12,,,,,,,
2011-01-02,06:51:26,17:06:30,10:15:04,05:02:00,15:23:00,,,10:21:00,337.43,06:51:26,15:23:00,8:31:34,0:00:00,00:00:00,00:00:00,11:55:30,10:15:04,10:21:00,11:55:30,,,,,,,
2011-01-03,06:51:39,17:07:13,10:15:34,05:57:00,16:21:00,,,10:24:00,349.43,06:51:39,16:21:00,9:29:21,0:00:00,00:00:00,00:00:00,12:49:46,10:15:34,10:24:00,12:49:46,,,,,,,
2011-01-04,06:51:50,17:07:57,10:16:08,06:46:00,17:20:00,,,10:34:00,1.43,06:51:50,17:07:57,10:16:08,0:00:00,00:00:00,00:00:00,13:26:00,10:16:08,10:34:00,13:26:00,,,,,,,
2011-01-05,06:51:59,17:08:42,10:16:43,07:29:00,18:19:00,,,10:50:00,13.43,07:29:00,17:08:42,9:39:43,0:00:00,00:00:00,00:00:00,12:33:00,10:16:43,10:50:00,12:33:00,,,,,,,
2011-01-06,06:52:07,17:09:28,10:17:21,08:06:00,19:16:00,,,11:10:00,25.43,08:06:00,17:09:28,9:03:29,0:00:00,00:00:00,00:00:00,11:36:08,10:17:21,11:10:00,11:36:08,,,,,,,
2011-01-07,06:52:14,17:10:15,10:18:01,08:40:00,20:11:00,,,11:31:00,36.43,08:40:00,17:10:15,8:30:15,11:31:00,00:00:00,00:00:00,10:41:14,0:00:00,11:31:00,10:41:14,,,,,,,
2011-01-08,06:52:18,17:11:02,10:18:44,09:11:00,21:05:00,,,11:54:00,47.43,09:11:00,17:11:02,8:00:03,11:54:00,00:00:00,00:00:00,9:47:19,0:00:00,11:54:00,9:47:19,,,,,,,
2011-01-09,06:52:21,17:11:50,10:19:29,09:40:00,21:57:00,,,12:17:00,58.43,09:40:00,17:11:50,7:31:51,12:17:00,00:00:00,00:00:00,8:55:22,0:00:00,12:17:00,8:55:22,,,,,,,
2011-01-10,06:52:23,17:12:39,10:20:16,10:08:00,22:49:00,,,12:41:00,69.43,10:08:00,17:12:39,7:04:39,12:41:00,00:00:00,00:00:00,8:03:23,0:00:00,12:41:00,8:03:23,,,,,,,
2011-01-11,06:52:22,17:13:28,10:21:05,10:38:00,23:42:00,,,13:04:00,79.43,10:38:00,17:13:28,6:35:28,13:04:00,00:00:00,00:00:00,7:10:23,0:00:00,13:04:00,7:10:23,,,,,,,
2011-01-12,06:52:20,17:14:17,10:21:57,11:08:00,,,,12:52:00,90.43,11:08:00,17:14:17,6:06:18,12:52:00,00:00:00,06:52:20,6:52:21,0:00:00,12:52:00,6:52:21,,,,,,,
2011-01-13,06:52:17,17:15:07,10:22:50,,00:37:00,11:42:00,,12:55:00,101.43,11:42:00,17:15:07,5:33:08,12:55:00,00:37:00,06:52:17,6:15:17,0:00:00,12:55:00,6:15:17,,,,,,,
2011-01-14,06:52:11,17:15:58,10:23:46,12:21:00,,,,11:39:00,112.43,12:21:00,17:15:58,4:54:58,11:39:00,00:00:00,06:52:11,6:52:12,0:00:00,11:39:00,6:52:12,,,,,,,
2011-01-15,06:52:04,17:16:48,10:24:44,,02:31:00,13:05:00,,13:26:00,124.43,13:05:00,17:16:48,4:11:49,13:26:00,02:31:00,06:52:04,4:21:05,0:00:00,13:26:00,4:21:05,,,,,,,
