Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2003-01-01,06:51:12,17:05:45,10:14:33,05:21:00,15:43:00,,,10:22:00,341.43,06:51:12,15:43:00,8:51:47,0:00:00,00:00:00,00:00:00,12:15:14,10:14:33,10:22:00,12:15:14,,,,,,,
2003-01-02,06:51:27,17:06:28,10:15:01,06:27:00,16:41:00,,,10:14:00,354.43,06:51:27,16:41:00,9:49:33,0:00:00,00:00:00,00:00:00,13:20:32,10:15:01,10:14:00,13:20:32,,,,,,,
2003-01-03,06:51:40,17:07:11,10:15:32,07:27:00,17:42:00,,,10:15:00,7.43,07:27:00,17:07:11,9:40:12,0:00:00,00:00:00,00:00:00,13:09:40,10:15:32,10:15:00,13:09:40,,,,,,,
2003-01-04,06:51:51,17:07:55,10:16:05,08:20:00,18:45:00,,,10:25:00,20.43,08:20:00,17:07:55,8:47:56,0:00:00,00:00:00,00:00:00,12:06:51,10:16:05,10:25:00,12:06:51,,,,,,,
2003-01-05,06:52:00,17:08:40,10:16:40,09:05:00,19:48:00,,,10:43:00,33.43,09:05:00,17:08:40,8:03:41,10:43:00,00:00:00,00:00:00,11:04:01,0:00:00,10:43:00,11:04:01,,,,,,,
2003-01-06,06:52:09,17:09:26,10:17:18,09:43:00,20:47:00,,,11:04:00,45.43,09:43:00,17:09:26,7:26:27,11:04:00,00:00:00,00:00:00,10:05:09,0:00:00,11:04:00,10:05:09,,,,,,,
2003-01-07,06:52:15,17:10:13,10:17:58,10:17:00,21:44:00,,,11:27:00,56.43,10:17:00,17:10:13,6:53:13,11:27:00,00:00:00,00:00:00,9:08:15,0:00:00,11:27:00,9:08:15,,,,,,,
2003-01-08,06:52:20,17:11:00,10:18:40,10:47:00,22:39:00,,,11:52:00,68.43,10:47:00,17:11:00,6:24:01,11:52:00,00:00:00,00:00:00,8:13:20,0:00:00,11:52:00,8:13:20,,,,,,,
2003-01-09,06:52:23,17:11:48,10:19:25,11:15:00,23:32:00,,,12:17:00,79.43,11:15:00,17:11:48,5:56:48,12:17:00,00:00:00,00:00:00,7:20:23,0:00:00,12:17:00,7:20:23,,,,,,,
2003-01-10,06:52:24,17:12:36,10:20:12,11:43:00,,,,12:17:00,90.43,11:43:00,17:12:36,5:29:37,12:17:00,00:00:00,06:52:24,6:52:25,0:00:00,12:17:00,6:52:25,,,,,,,
2003-01-11,06:52:24,17:13:25,10:21:01,,00:24:00,12:10:00,,12:14:00,100.43,12:10:00,17:13:25,5:03:26,12:14:00,00:24:00,06:52:24,6:28:25,0:00:00,12:14:00,6:28:25,,,,,,,
2003-01-12,06:52:22,17:14:15,10:21:53,12:40:00,,,,11:20:00,111.43,12:40:00,17:14:15,4:34:15,11:20:00,00:00:00,06:52:22,6:52:23,0:00:00,11:20:00,6:52:23,,,,,,,
2003-01-13,06:52:19,17:15:05,10:22:46,,02:12:00,13:13:00,,12:59:00,122.43,13:13:00,17:15:05,4:02:05,12:59:00,02:12:00,06:52:19,4:40:19,0:00:00,12:59:00,4:40:19,,,,,,,
2003-01-14,06:52:13,17:15:55,10:23:42,,03:08:00,13:50:00,,13:18:00,133.43,13:50:00,17:15:55,3:25:56,13:18:00,03:08:00,06:52:13,3:44:14,0:00:00,13:18:00,3:44:14,,,,,,,
