Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2016-01-01,06:51:07,17:05:38,10:14:31,,11:18:00,23:45:00,,11:33:00,06:51:07,11:18:00,4:26:52,17:05:38,23:45:00,6:39:22,,,,
2016-01-02,06:51:22,17:06:20,10:14:58,,11:51:00,,,11:51:00,06:51:22,11:51:00,4:59:38,17:06:20,00:00:00,6:53:39,,,,
2016-01-03,06:51:35,17:07:03,10:15:29,00:37:00,12:25:00,,,11:48:00,06:51:35,12:25:00,5:33:25,00:00:00,00:00:00,7:29:56,,,,
2016-01-04,06:51:46,17:07:47,10:16:01,,13:01:00,,,13:01:00,06:51:46,13:01:00,6:09:13,17:07:47,00:00:00,6:52:12,,,,
2016-01-05,06:51:56,17:08:32,10:16:36,02:21:00,13:39:00,,,11:18:00,06:51:56,13:39:00,6:47:03,00:00:00,00:00:00,9:12:27,,,,
2016-01-06,06:52:05,17:09:18,10:17:14,03:15:00,14:20:00,,,11:05:00,06:52:05,14:20:00,7:27:55,00:00:00,00:00:00,10:05:41,,,,
2016-01-07,06:52:11,17:10:04,10:17:53,04:09:00,15:06:00,,,10:57:00,06:52:11,15:06:00,8:13:48,00:00:00,00:00:00,10:58:55,,,,
2016-01-08,06:52:16,17:10:52,10:18:35,05:04:00,15:57:00,,,10:53:00,06:52:16,15:57:00,9:04:43,00:00:00,00:00:00,11:53:08,,,,
2016-01-09,06:52:20,17:11:39,10:19:20,05:57:00,16:52:00,,,10:55:00,06:52:20,16:52:00,9:59:40,00:00:00,00:00:00,12:45:20,,,,
2016-01-10,06:52:21,17:12:28,10:20:06,06:49:00,17:51:00,,,11:02:00,06:52:21,17:12:28,10:20:06,00:00:00,00:00:00,12:58:00,,,,
2016-01-11,06:52:21,17:13:17,10:20:55,07:38:00,18:52:00,,,11:14:00,07:38:00,17:13:17,9:35:17,00:00:00,00:00:00,12:00:22,,,,
2016-01-12,06:52:20,17:14:06,10:21:46,08:25:00,19:55:00,,,11:30:00,08:25:00,17:14:06,8:49:07,00:00:00,00:00:00,10:57:20,,,,
2016-01-13,06:52:16,17:14:56,10:22:40,09:09:00,20:58:00,,,11:49:00,09:09:00,17:14:56,8:05:56,00:00:00,00:00:00,9:54:17,,,,
2016-01-14,06:52:12,17:15:46,10:23:35,09:51:00,22:01:00,,,12:10:00,09:51:00,17:15:46,7:24:47,00:00:00,00:00:00,8:51:12,,,,
2016-01-15,06:52:05,17:16:37,10:24:32,10:31:00,23:04:00,,,12:33:00,10:31:00,17:16:37,6:45:38,00:00:00,00:00:00,7:48:05,,,,
2016-01-16,06:51:57,17:17:28,10:25:32,11:12:00,,,,12:48:00,11:12:00,17:17:28,6:05:29,00:00:00,06:51:57,6:51:57,,,,
2016-01-17,06:51:47,17:18:20,10:26:33,,00:06:00,11:54:00,,12:12:00,11:54:00,17:18:20,5:24:20,00:06:00,06:51:47,6:45:47,,,,
2016-01-18,06:51:35,17:19:11,10:27:36,12:39:00,,,,11:21:00,12:39:00,17:19:11,4:40:12,00:00:00,06:51:35,6:51:36,,,,
2016-01-19,06:51:22,17:20:03,10:28:41,,02:11:00,13:26:00,,12:45:00,13:26:00,17:20:03,3:54:04,02:11:00,06:51:22,4:40:22,,,,
2016-01-20,06:51:07,17:20:55,10:29:48,,03:13:00,14:16:00,,12:57:00,14:16:00,17:20:55,3:04:56,03:13:00,06:51:07,3:38:07,,,,
2016-01-21,06:50:50,17:21:47,10:30:57,,04:11:00,15:09:00,,13:02:00,15:09:00,17:21:47,2:12:48,04:11:00,06:50:50,2:39:51,,,,
2016-01-22,06:50:32,17:22:40,10:32:08,,05:07:00,16:05:00,,13:02:00,16:05:00,17:22:40,1:17:40,05:07:00,06:50:32,1:43:33,,,,
2016-01-23,06:50:12,17:23:32,10:33:20,,05:58:00,17:02:00,,12:56:00,17:02:00,17:23:32,0:21:33,05:58:00,06:50:12,0:52:13,,,,
2016-01-24,06:49:51,17:24:25,10:34:34,,06:45:00,17:59:00,,12:46:00,,,0:00:00,06:45:00,17:59:00,0:39:26,,,,
2016-01-25,06:49:28,17:25:17,10:35:49,,07:27:00,18:55:00,,12:32:00,06:49:28,07:27:00,0:37:32,17:25:17,18:55:00,1:29:42,,,,
2016-01-26,06:49:03,17:26:10,10:37:06,,08:06:00,19:50:00,,12:16:00,06:49:03,08:06:00,1:16:56,17:26:10,19:50:00,2:23:50,,,,
2016-01-27,06:48:37,17:27:02,10:38:25,,08:43:00,20:43:00,,12:00:00,06:48:37,08:43:00,1:54:22,17:27:02,20:43:00,3:15:58,,,,
2016-01-28,06:48:10,17:27:54,10:39:45,,09:17:00,21:36:00,,11:41:00,06:48:10,09:17:00,2:28:50,17:27:54,21:36:00,4:08:05,,,,
2016-01-29,06:47:40,17:28:47,10:41:06,,09:51:00,22:27:00,,11:24:00,06:47:40,09:51:00,3:03:19,17:28:47,22:27:00,4:58:13,,,,
2016-01-30,06:47:10,17:29:39,10:42:29,,10:24:00,23:19:00,,11:05:00,06:47:10,10:24:00,3:36:50,17:29:39,23:19:00,5:49:21,,,,
2016-01-31,06:46:37,17:30:31,10:43:53,,10:59:00,,,10:59:00,06:46:37,10:59:00,4:12:22,17:30:31,00:00:00,6:29:29,,,,
2016-02-01,06:46:04,17:31:22,10:45:19,00:11:00,11:35:00,,,11:24:00,06:46:04,11:35:00,4:48:56,00:00:00,00:00:00,6:39:37,,,,
2016-02-02,06:45:29,17:32:14,10:46:45,01:03:00,12:14:00,,,11:11:00,06:45:29,12:14:00,5:28:31,00:00:00,00:00:00,7:30:46,,,,
2016-02-03,06:44:52,17:33:05,10:48:13,,12:58:00,,,12:58:00,06:44:52,12:58:00,6:13:07,17:33:05,00:00:00,6:26:54,,,,
2016-02-04,06:44:14,17:33:56,10:49:42,02:50:00,13:45:00,,,10:55:00,06:44:14,13:45:00,7:00:45,00:00:00,00:00:00,9:16:03,,,,
2016-02-05,06:43:35,17:34:47,10:51:12,03:44:00,14:37:00,,,10:53:00,06:43:35,14:37:00,7:53:25,00:00:00,00:00:00,10:09:12,,,,
2016-02-06,06:42:54,17:35:38,10:52:44,04:36:00,15:34:00,,,10:58:00,06:42:54,15:34:00,8:51:05,00:00:00,00:00:00,11:00:22,,,,
2016-02-07,06:42:12,17:36:28,10:54:16,05:27:00,16:35:00,,,11:08:00,06:42:12,16:35:00,9:52:47,00:00:00,00:00:00,11:50:31,,,,
2016-02-08,06:41:29,17:37:18,10:55:49,06:16:00,17:38:00,,,11:22:00,06:41:29,17:37:18,10:55:49,00:00:00,00:00:00,12:38:00,,,,
2016-02-09,06:40:44,17:38:08,10:57:24,07:02:00,18:43:00,,,11:41:00,07:02:00,17:38:08,10:36:08,00:00:00,00:00:00,11:57:45,,,,
2016-02-10,06:39:58,17:38:57,10:58:59,07:46:00,19:48:00,,,12:02:00,07:46:00,17:38:57,9:52:57,00:00:00,00:00:00,10:51:59,,,,
2016-02-11,06:39:11,17:39:46,11:00:35,08:29:00,20:53:00,,,12:24:00,08:29:00,17:39:46,9:10:46,00:00:00,00:00:00,9:46:12,,,,
2016-02-12,06:38:23,17:40:34,11:02:12,09:11:00,21:58:00,,,12:47:00,09:11:00,17:40:34,8:29:35,00:00:00,00:00:00,8:40:23,,,,
2016-02-13,06:37:33,17:41:23,11:03:49,09:54:00,23:02:00,,,13:08:00,09:54:00,17:41:23,7:47:23,00:00:00,00:00:00,7:35:34,,,,
2016-02-14,06:36:43,17:42:11,11:05:28,10:38:00,,,,13:22:00,10:38:00,17:42:11,7:04:11,00:00:00,06:36:43,6:36:43,,,,
2016-02-15,06:35:51,17:42:58,11:07:07,,00:05:00,11:25:00,,12:40:00,11:25:00,17:42:58,6:17:58,00:05:00,06:35:51,6:30:51,,,,
2016-02-16,06:34:58,17:43:45,11:08:47,12:14:00,,,,11:46:00,12:14:00,17:43:45,5:29:46,00:00:00,06:34:58,6:34:58,,,,
2016-02-17,06:34:04,17:44:32,11:10:28,,02:06:00,13:05:00,,13:01:00,13:05:00,17:44:32,4:39:32,02:06:00,06:34:04,4:28:04,,,,
2016-02-18,06:33:09,17:45:18,11:12:09,,03:02:00,13:59:00,,13:03:00,13:59:00,17:45:18,3:46:19,03:02:00,06:33:09,3:31:09,,,,
2016-02-19,06:32:13,17:46:04,11:13:51,,03:53:00,14:55:00,,12:58:00,14:55:00,17:46:04,2:51:04,03:53:00,06:32:13,2:39:13,,,,
2016-02-20,06:31:16,17:46:49,11:15:34,,04:41:00,15:50:00,,12:51:00,15:50:00,17:46:49,1:56:50,04:41:00,06:31:16,1:50:16,,,,
2016-02-21,06:30:18,17:47:35,11:17:17,,05:24:00,16:46:00,,12:38:00,16:46:00,17:47:35,1:01:35,05:24:00,06:30:18,1:06:18,,,,
2016-02-22,06:29:19,17:48:19,11:19:00,,06:04:00,17:41:00,,12:23:00,17:41:00,17:48:19,0:07:20,06:04:00,06:29:19,0:25:20,,,,
2016-02-23,06:28:19,17:49:04,11:20:44,,06:41:00,18:34:00,,12:07:00,06:28:19,06:41:00,0:12:40,17:49:04,18:34:00,0:44:56,,,,
2016-02-24,06:27:19,17:49:48,11:22:29,,07:16:00,19:27:00,,11:49:00,06:27:19,07:16:00,0:48:41,17:49:48,19:27:00,1:37:12,,,,
2016-02-25,06:26:17,17:50:31,11:24:14,,07:50:00,20:19:00,,11:31:00,06:26:17,07:50:00,1:23:42,17:50:31,20:19:00,2:28:28,,,,
2016-02-26,06:25:15,17:51:14,11:25:59,,08:24:00,21:11:00,,11:13:00,06:25:15,08:24:00,1:58:44,17:51:14,21:11:00,3:19:45,,,,
2016-02-27,06:24:12,17:51:57,11:27:45,,08:58:00,22:02:00,,10:56:00,06:24:12,08:58:00,2:33:47,17:51:57,22:02:00,4:10:02,,,,
2016-02-28,06:23:08,17:52:40,11:29:32,,09:33:00,22:54:00,,10:39:00,06:23:08,09:33:00,3:09:51,17:52:40,22:54:00,5:01:20,,,,
2016-02-29,06:22:04,17:53:22,11:31:18,,10:11:00,23:46:00,,10:25:00,06:22:04,10:11:00,3:48:56,17:53:22,23:46:00,5:52:38,,,,
2016-03-01,06:20:59,17:54:04,11:33:05,,10:52:00,,,10:52:00,06:20:59,10:52:00,4:31:01,17:54:04,00:00:00,6:05:56,,,,
