Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2017-01-01,06:51:18,17:06:10,10:14:51,08:56:00,20:11:00,,,11:15:00,08:56:00,17:06:10,8:10:10,00:00:00,00:00:00,10:40:19,,,,
2017-01-02,06:51:32,17:06:53,10:15:21,09:37:00,21:08:00,,,11:31:00,09:37:00,17:06:53,7:29:53,00:00:00,00:00:00,9:43:32,,,,
2017-01-03,06:51:44,17:07:37,10:15:53,10:16:00,22:07:00,,,11:51:00,10:16:00,17:07:37,6:51:37,00:00:00,00:00:00,8:44:44,,,,
2017-01-04,06:51:54,17:08:21,10:16:27,10:55:00,23:07:00,,,12:12:00,10:55:00,17:08:21,6:13:22,00:00:00,00:00:00,7:44:54,,,,
2017-01-05,06:52:03,17:09:07,10:17:04,11:33:00,,,,12:27:00,11:33:00,17:09:07,5:36:07,00:00:00,06:52:03,6:52:03,,,,
2017-01-06,06:52:10,17:09:53,10:17:43,,00:08:00,12:13:00,,11:55:00,12:13:00,17:09:53,4:56:53,00:08:00,06:52:10,6:44:10,,,,
2017-01-07,06:52:15,17:10:40,10:18:25,12:55:00,,,,11:05:00,12:55:00,17:10:40,4:15:40,00:00:00,06:52:15,6:52:16,,,,
2017-01-08,06:52:19,17:11:28,10:19:09,,02:14:00,13:41:00,,12:33:00,13:41:00,17:11:28,3:30:28,02:14:00,06:52:19,4:38:19,,,,
2017-01-09,06:52:21,17:12:16,10:19:55,,03:20:00,14:31:00,,12:49:00,14:31:00,17:12:16,2:41:16,03:20:00,06:52:21,3:32:21,,,,
2017-01-10,06:52:21,17:13:05,10:20:43,,04:25:00,15:26:00,,12:59:00,15:26:00,17:13:05,1:47:05,04:25:00,06:52:21,2:27:22,,,,
2017-01-11,06:52:20,17:13:54,10:21:34,,05:28:00,16:26:00,,13:02:00,16:26:00,17:13:54,0:47:54,05:28:00,06:52:20,1:24:21,,,,
2017-01-12,06:52:17,17:14:44,10:22:26,,06:28:00,17:28:00,,13:00:00,,,0:00:00,06:28:00,17:28:00,0:37:34,,,,
2017-01-13,06:52:13,17:15:34,10:23:21,,07:22:00,18:31:00,,12:51:00,06:52:13,07:22:00,0:29:47,17:15:34,18:31:00,1:15:26,,,,
2017-01-14,06:52:07,17:16:25,10:24:18,,08:11:00,19:33:00,,12:38:00,06:52:07,08:11:00,1:18:53,17:16:25,19:33:00,2:16:35,,,,
2017-01-15,06:51:59,17:17:16,10:25:17,,08:54:00,20:33:00,,12:21:00,06:51:59,08:54:00,2:02:01,17:17:16,20:33:00,3:15:44,,,,
