Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2019-01-01,06:51:11,17:05:49,10:14:38,02:26:00,13:52:00,,,11:26:00,06:51:11,13:52:00,7:00:48,00:00:00,00:00:00,9:20:11,,,,
2019-01-02,06:51:25,17:06:31,10:15:06,03:24:00,14:31:00,,,11:07:00,06:51:25,14:31:00,7:39:34,00:00:00,00:00:00,10:17:28,,,,
2019-01-03,06:51:38,17:07:15,10:15:37,04:21:00,15:12:00,,,10:51:00,06:51:38,15:12:00,8:20:22,00:00:00,00:00:00,11:13:45,,,,
2019-01-04,06:51:49,17:07:59,10:16:10,05:17:00,15:57:00,,,10:40:00,06:51:49,15:57:00,9:05:10,00:00:00,00:00:00,12:09:00,,,,
2019-01-05,06:51:59,17:08:44,10:16:46,06:10:00,16:45:00,,,10:35:00,06:51:59,16:45:00,9:53:01,00:00:00,00:00:00,13:01:15,,,,
2019-01-06,06:52:06,17:09:30,10:17:24,07:00:00,17:36:00,,,10:36:00,07:00:00,17:09:30,10:09:31,00:00:00,00:00:00,13:16:07,,,,
2019-01-07,06:52:13,17:10:17,10:18:04,07:47:00,18:28:00,,,10:41:00,07:47:00,17:10:17,9:23:17,00:00:00,00:00:00,12:24:13,,,,
2019-01-08,06:52:17,17:11:04,10:18:47,08:29:00,19:21:00,,,10:52:00,08:29:00,17:11:04,8:42:04,00:00:00,00:00:00,11:31:18,,,,
2019-01-09,06:52:20,17:11:52,10:19:32,09:07:00,20:14:00,,,11:07:00,09:07:00,17:11:52,8:04:52,00:00:00,00:00:00,10:38:21,,,,
2019-01-10,06:52:21,17:12:40,10:20:19,09:43:00,21:07:00,,,11:24:00,09:43:00,17:12:40,7:29:41,00:00:00,00:00:00,9:45:22,,,,
2019-01-11,06:52:21,17:13:29,10:21:08,10:16:00,22:00:00,,,11:44:00,10:16:00,17:13:29,6:57:30,00:00:00,00:00:00,8:52:21,,,,
2019-01-12,06:52:19,17:14:19,10:22:00,10:48:00,22:53:00,,,12:05:00,10:48:00,17:14:19,6:26:19,00:00:00,00:00:00,7:59:19,,,,
2019-01-13,06:52:15,17:15:09,10:22:54,11:19:00,23:47:00,,,12:28:00,11:19:00,17:15:09,5:56:09,00:00:00,00:00:00,7:05:16,,,,
2019-01-14,06:52:10,17:15:59,10:23:50,11:52:00,,,,12:08:00,11:52:00,17:15:59,5:24:00,00:00:00,06:52:10,6:52:10,,,,
2019-01-15,06:52:03,17:16:50,10:24:48,,00:42:00,12:27:00,,12:15:00,12:27:00,17:16:50,4:49:51,00:42:00,06:52:03,6:10:03,,,,
2019-01-16,06:51:54,17:17:41,10:25:47,13:05:00,,,,10:55:00,13:05:00,17:17:41,4:12:42,00:00:00,06:51:54,6:51:54,,,,
2019-01-17,06:51:44,17:18:33,10:26:49,,02:42:00,13:48:00,,12:54:00,13:48:00,17:18:33,3:30:33,02:42:00,06:51:44,4:09:44,,,,
2019-01-18,06:51:31,17:19:25,10:27:53,,03:45:00,14:38:00,,13:07:00,14:38:00,17:19:25,2:41:25,03:45:00,06:51:31,3:06:32,,,,
2019-01-19,06:51:18,17:20:17,10:28:59,,04:50:00,15:35:00,,13:15:00,15:35:00,17:20:17,1:45:17,04:50:00,06:51:18,2:01:18,,,,
2019-01-20,06:51:02,17:21:09,10:30:06,,05:54:00,16:39:00,,13:15:00,16:39:00,17:21:09,0:42:09,05:54:00,06:51:02,0:57:03,,,,
2019-01-21,06:50:45,17:22:01,10:31:16,,06:54:00,17:47:00,,13:07:00,06:50:45,06:54:00,0:03:14,17:22:01,17:47:00,0:24:59,,,,
2019-01-22,06:50:27,17:22:53,10:32:26,,07:49:00,18:57:00,,12:52:00,06:50:27,07:49:00,0:58:33,17:22:53,18:57:00,1:34:06,,,,
2019-01-23,06:50:07,17:23:46,10:33:39,,08:38:00,20:07:00,,12:31:00,06:50:07,08:38:00,1:47:53,17:23:46,20:07:00,2:43:14,,,,
2019-01-24,06:49:45,17:24:38,10:34:53,,09:21:00,21:14:00,,12:07:00,06:49:45,09:21:00,2:31:15,17:24:38,21:14:00,3:49:21,,,,
2019-01-25,06:49:21,17:25:31,10:36:09,,10:01:00,22:18:00,,11:43:00,06:49:21,10:01:00,3:11:38,17:25:31,22:18:00,4:52:29,,,,
2019-01-26,06:48:56,17:26:23,10:37:27,,10:39:00,23:20:00,,11:19:00,06:48:56,10:39:00,3:50:03,17:26:23,23:20:00,5:53:36,,,,
2019-01-27,06:48:30,17:27:16,10:38:46,,11:16:00,,,11:16:00,06:48:30,11:16:00,4:27:30,17:27:16,00:00:00,6:32:44,,,,
2019-01-28,06:48:02,17:28:08,10:40:06,00:20:00,11:53:00,,,11:33:00,06:48:02,11:53:00,5:04:58,00:00:00,00:00:00,6:51:52,,,,
2019-01-29,06:47:32,17:29:00,10:41:28,,12:31:00,,,12:31:00,06:47:32,12:31:00,5:43:27,17:29:00,00:00:00,6:30:59,,,,
2019-01-30,06:47:01,17:29:52,10:42:51,02:17:00,13:12:00,,,10:55:00,06:47:01,13:12:00,6:24:59,00:00:00,00:00:00,8:47:07,,,,
2019-01-31,06:46:28,17:30:44,10:44:16,03:12:00,13:55:00,,,10:43:00,06:46:28,13:55:00,7:08:31,00:00:00,00:00:00,9:41:15,,,,
2019-02-01,06:45:54,17:31:36,10:45:42,04:06:00,14:42:00,,,10:36:00,06:45:54,14:42:00,7:56:05,00:00:00,00:00:00,10:34:24,,,,
2019-02-02,06:45:19,17:32:27,10:47:09,04:57:00,15:31:00,,,10:34:00,06:45:19,15:31:00,8:45:41,00:00:00,00:00:00,11:24:32,,,,
