Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2009-01-01,06:51:19,17:06:08,10:14:48,09:50:00,21:37:00,,,11:47:00,09:50:00,17:06:08,7:16:08,00:00:00,00:00:00,9:14:20,,,,
2009-01-02,06:51:33,17:06:51,10:15:18,10:18:00,22:33:00,,,12:15:00,10:18:00,17:06:51,6:48:51,00:00:00,00:00:00,8:18:33,,,,
2009-01-03,06:51:45,17:07:34,10:15:50,10:47:00,23:31:00,,,12:44:00,10:47:00,17:07:34,6:20:35,00:00:00,00:00:00,7:20:45,,,,
2009-01-04,06:51:55,17:08:19,10:16:24,11:17:00,,,,12:43:00,11:17:00,17:08:19,5:51:20,00:00:00,06:51:55,6:51:56,,,,
2009-01-05,06:52:04,17:09:05,10:17:01,,00:32:00,11:51:00,,12:41:00,11:51:00,17:09:05,5:18:05,00:32:00,06:52:04,6:20:05,,,,
2009-01-06,06:52:11,17:09:51,10:17:40,12:30:00,,,,11:30:00,12:30:00,17:09:51,4:39:51,00:00:00,06:52:11,6:52:12,,,,
2009-01-07,06:52:17,17:10:38,10:18:21,,02:44:00,13:16:00,,13:28:00,13:16:00,17:10:38,3:54:38,02:44:00,06:52:17,4:08:17,,,,
2009-01-08,06:52:21,17:11:25,10:19:05,,03:55:00,14:12:00,,13:43:00,14:12:00,17:11:25,2:59:26,03:55:00,06:52:21,2:57:21,,,,
2009-01-09,06:52:23,17:12:14,10:19:51,,05:05:00,15:17:00,,13:48:00,15:17:00,17:12:14,1:55:14,05:05:00,06:52:23,1:47:23,,,,
2009-01-10,06:52:23,17:13:02,10:20:39,,06:09:00,16:29:00,,13:40:00,16:29:00,17:13:02,0:44:03,06:09:00,06:52:23,0:43:24,,,,
2009-01-11,06:52:22,17:13:52,10:21:29,,07:04:00,17:43:00,,13:21:00,06:52:22,07:04:00,0:11:37,17:13:52,17:43:00,0:29:08,,,,
2009-01-12,06:52:19,17:14:41,10:22:22,,07:51:00,18:56:00,,12:55:00,06:52:19,07:51:00,0:58:40,17:14:41,18:56:00,1:41:18,,,,
2009-01-13,06:52:15,17:15:32,10:23:17,,08:31:00,20:04:00,,12:27:00,06:52:15,08:31:00,1:38:45,17:15:32,20:04:00,2:48:28,,,,
