Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days
2020-01-01,06:51:07,17:05:38,10:14:31,11:07:00,22:52:00,,,11:45:00,11:07:00,17:05:38,5:58:39,00:00:00,00:00:00,7:59:08,,,,
2020-01-02,06:51:22,17:06:21,10:14:59,11:37:00,23:44:00,,,12:07:00,11:37:00,17:06:21,5:29:21,00:00:00,00:00:00,7:07:22,,,,
2020-01-03,06:51:35,17:07:04,10:15:29,12:06:00,,,,11:54:00,12:06:00,17:07:04,5:01:04,00:00:00,06:51:35,6:51:36,,,,
2020-01-04,06:51:47,17:07:48,10:16:01,,00:36:00,12:36:00,,12:00:00,12:36:00,17:07:48,4:31:48,00:36:00,06:51:47,6:15:47,,,,
2020-01-05,06:51:56,17:08:33,10:16:37,13:08:00,,,,10:52:00,13:08:00,17:08:33,4:00:33,00:00:00,06:51:56,6:51:57,,,,
2020-01-06,06:52:05,17:09:19,10:17:14,,02:25:00,13:43:00,,12:42:00,13:43:00,17:09:19,3:26:19,02:25:00,06:52:05,4:27:05,,,,
2020-01-07,06:52:11,17:10:05,10:17:54,,03:23:00,14:22:00,,13:01:00,14:22:00,17:10:05,2:48:06,03:23:00,06:52:11,3:29:12,,,,
2020-01-08,06:52:16,17:10:52,10:18:36,,04:22:00,15:06:00,,13:16:00,15:06:00,17:10:52,2:04:53,04:22:00,06:52:16,2:30:17,,,,
2020-01-09,06:52:20,17:11:40,10:19:20,,05:23:00,15:58:00,,13:25:00,15:58:00,17:11:40,1:13:40,05:23:00,06:52:20,1:29:20,,,,
2020-01-10,06:52:21,17:12:28,10:20:07,,06:24:00,16:56:00,,13:28:00,16:56:00,17:12:28,0:16:29,06:24:00,06:52:21,0:28:22,,,,
2020-01-11,06:52:21,17:13:17,10:20:56,,07:22:00,18:00:00,,13:22:00,06:52:21,07:22:00,0:29:38,17:13:17,18:00:00,0:46:42,,,,
2020-01-12,06:52:20,17:14:07,10:21:47,,08:14:00,19:07:00,,13:07:00,06:52:20,08:14:00,1:21:40,17:14:07,19:07:00,1:52:53,,,,
2020-01-13,06:52:16,17:14:57,10:22:40,,09:02:00,20:15:00,,12:47:00,06:52:16,09:02:00,2:09:43,17:14:57,20:15:00,3:00:03,,,,
2020-01-14,06:52:11,17:15:47,10:23:36,,09:45:00,21:22:00,,12:23:00,06:52:11,09:45:00,2:52:48,17:15:47,21:22:00,4:06:13,,,,
2020-01-15,06:52:05,17:16:38,10:24:33,,10:24:00,22:27:00,,11:57:00,06:52:05,10:24:00,3:31:55,17:16:38,22:27:00,5:10:22,,,,
2020-01-16,06:51:56,17:17:29,10:25:33,,11:01:00,23:31:00,,11:30:00,06:51:56,11:01:00,4:09:03,17:17:29,23:31:00,6:13:31,,,,
2020-01-17,06:51:46,17:18:20,10:26:34,,11:37:00,,,11:37:00,06:51:46,11:37:00,4:45:13,17:18:20,00:00:00,6:41:39,,,,
2020-01-18,06:51:35,17:19:12,10:27:37,00:35:00,12:14:00,,,11:39:00,06:51:35,12:14:00,5:22:25,00:00:00,00:00:00,7:15:48,,,,
2020-01-19,06:51:21,17:20:04,10:28:42,,12:53:00,,,12:53:00,06:51:21,12:53:00,6:01:38,17:20:04,00:00:00,6:39:56,,,,
2020-01-20,06:51:06,17:20:56,10:29:49,02:40:00,13:35:00,,,10:55:00,06:51:06,13:35:00,6:43:53,00:00:00,00:00:00,9:19:04,,,,
2020-01-21,06:50:50,17:21:48,10:30:58,03:42:00,14:21:00,,,10:39:00,06:50:50,14:21:00,7:30:10,00:00:00,00:00:00,10:20:11,,,,
2020-01-22,06:50:32,17:22:40,10:32:09,04:42:00,15:11:00,,,10:29:00,06:50:32,15:11:00,8:20:28,00:00:00,00:00:00,11:19:19,,,,
2020-01-23,06:50:12,17:23:33,10:33:21,05:39:00,16:05:00,,,10:26:00,06:50:12,16:05:00,9:14:48,00:00:00,00:00:00,12:15:27,,,,
2020-01-24,06:49:50,17:24:25,10:34:35,06:30:00,17:01:00,,,10:31:00,06:49:50,17:01:00,10:11:09,00:00:00,00:00:00,13:05:34,,,,
2020-01-25,06:49:27,17:25:18,10:35:51,07:16:00,17:58:00,,,10:42:00,07:16:00,17:25:18,10:09:18,00:00:00,00:00:00,12:51:28,,,,
2020-01-26,06:49:03,17:26:10,10:37:08,07:57:00,18:54:00,,,10:57:00,07:57:00,17:26:10,9:29:11,00:00:00,00:00:00,11:55:03,,,,
2020-01-27,06:48:36,17:27:03,10:38:26,08:33:00,19:49:00,,,11:16:00,08:33:00,17:27:03,8:54:03,00:00:00,00:00:00,10:59:37,,,,
2020-01-28,06:48:09,17:27:55,10:39:46,09:06:00,20:43:00,,,11:37:00,09:06:00,17:27:55,8:21:56,00:00:00,00:00:00,10:05:09,,,,
2020-01-29,06:47:39,17:28:47,10:41:08,09:37:00,21:35:00,,,11:58:00,09:37:00,17:28:47,7:51:48,00:00:00,00:00:00,9:12:40,,,,
2020-01-30,06:47:09,17:29:39,10:42:31,10:06:00,22:27:00,,,12:21:00,10:06:00,17:29:39,7:23:40,00:00:00,00:00:00,8:20:09,,,,
2020-01-31,06:46:36,17:30:31,10:43:55,10:36:00,23:20:00,,,12:44:00,10:36:00,17:30:31,6:54:32,00:00:00,00:00:00,7:26:37,,,,
2020-02-01,06:46:03,17:31:23,10:45:20,11:06:00,,,,12:54:00,11:06:00,17:31:23,6:25:24,00:00:00,06:46:03,6:46:03,,,,
2020-02-02,06:45:28,17:32:15,10:46:47,,00:13:00,11:39:00,,12:34:00,11:39:00,17:32:15,5:53:15,00:13:00,06:45:28,6:32:28,,,,
2020-02-03,06:44:51,17:33:06,10:48:15,12:15:00,,,,11:45:00,12:15:00,17:33:06,5:18:07,00:00:00,06:44:51,6:44:51,,,,
2020-02-04,06:44:13,17:33:57,10:49:44,,02:06:00,12:56:00,,13:10:00,12:56:00,17:33:57,4:37:58,02:06:00,06:44:13,4:38:13,,,,
2020-02-05,06:43:34,17:34:48,10:51:14,,03:05:00,13:43:00,,13:22:00,13:43:00,17:34:48,3:51:48,03:05:00,06:43:34,3:38:34,,,,
2020-02-06,06:42:53,17:35:39,10:52:46,,04:05:00,14:37:00,,13:28:00,14:37:00,17:35:39,2:58:39,04:05:00,06:42:53,2:37:53,,,,
2020-02-07,06:42:11,17:36:29,10:54:18,,05:04:00,15:39:00,,13:25:00,15:39:00,17:36:29,1:57:29,05:04:00,06:42:11,1:38:11,,,,
2020-02-08,06:41:27,17:37:19,10:55:51,,06:00:00,16:45:00,,13:15:00,16:45:00,17:37:19,0:52:19,06:00:00,06:41:27,0:41:28,,,,
2020-02-09,06:40:43,17:38:08,10:57:26,,06:51:00,17:54:00,,12:57:00,06:40:43,06:51:00,0:10:17,17:38:08,17:54:00,0:15:51,,,,
2020-02-10,06:39:57,17:38:58,10:59:01,,07:37:00,19:04:00,,12:33:00,06:39:57,07:37:00,0:57:03,17:38:58,19:04:00,1:25:02,,,,
