Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2010-01-01,06:51:16,17:05:57,10:14:42,,07:19:00,18:00:00,,13:19:00,188.43,06:51:16,07:19:00,0:27:44,13:19:00,17:05:57,18:00:00,0:54:02,0:00:00,13:19:00,0:54:02,,,,,,,
2010-01-02,06:51:29,17:06:40,10:15:11,,08:09:00,19:12:00,,12:57:00,202.43,06:51:29,08:09:00,1:17:30,12:57:00,17:06:40,19:12:00,2:05:19,0:00:00,12:57:00,2:05:19,,,,,,,
2010-01-03,06:51:42,17:07:24,10:15:42,,08:52:00,20:23:00,,12:29:00,216.43,06:51:42,08:52:00,2:00:18,12:29:00,17:07:24,20:23:00,3:15:36,0:00:00,12:29:00,3:15:36,,,,,,,
2010-01-04,06:51:53,17:08:08,10:16:16,,09:30:00,21:30:00,,12:00:00,230.43,06:51:53,09:30:00,2:38:07,12:00:00,17:08:08,21:30:00,4:21:51,0:00:00,12:00:00,4:21:51,,,,,,,
2010-01-05,06:52:02,17:08:54,10:16:52,,10:04:00,22:35:00,,11:29:00,244.43,06:52:02,10:04:00,3:11:58,11:29:00,17:08:54,22:35:00,5:26:06,0:00:00,11:29:00,5:26:06,,,,,,,
2010-01-06,06:52:09,17:09:40,10:17:30,,10:38:00,23:38:00,,11:00:00,257.43,06:52:09,10:38:00,3:45:50,11:00:00,17:09:40,23:38:00,6:28:20,0:00:00,11:00:00,6:28:20,,,,,,,
2010-01-07,06:52:15,17:10:26,10:18:11,,11:12:00,,,11:12:00,270.43,06:52:15,11:12:00,4:19:44,11:12:00,17:10:26,00:00:00,6:49:33,0:00:00,11:12:00,6:49:33,,,,,,,
2010-01-08,06:52:19,17:11:14,10:18:54,00:40:00,11:47:00,,,11:07:00,282.43,06:52:19,11:47:00,4:54:40,11:07:00,00:00:00,00:00:00,7:28:46,0:00:00,11:07:00,7:28:46,,,,,,,
2010-01-09,06:52:22,17:12:02,10:19:40,,12:26:00,,,12:26:00,294.43,06:52:22,12:26:00,5:33:37,12:26:00,17:12:02,00:00:00,6:47:58,0:00:00,12:26:00,6:47:58,,,,,,,
2010-01-10,06:52:23,17:12:50,10:20:27,02:42:00,13:08:00,,,10:26:00,306.43,06:52:23,13:08:00,6:15:36,10:26:00,00:00:00,00:00:00,9:29:09,0:00:00,10:26:00,9:29:09,,,,,,,
