Date,Sun-Rise-Time,Sun-Set-Time,Total-Sun-Time,Moon-Rise-1-Time,Moon-Set-1-Time,Moon-Rise-2-Time,Moon-Set-2-Time,Total-Moon-Time,Moon-Phase-Angle,Overlap-Sun-Moon-Start-Time,Overlap-Sun-Moon-End-Time,Total-Overlap-Time,Total-Moon-Visible-Time,No-Moon-No-Sun-Start-Time,No-Moon-No-Sun-End-Time,Total-No-Moon-No-Sun-Time,Surya-Time,Chandra-Time,Agni-Time,Total-Sun-Days,Total-Moon-Days,Total-Overlap-Days,Total-No-Sun-No-Moon-Days,Surya-Days,Chandra-Days,Agni-Days
2021-01-01,06:51:19,17:06:10,10:14:51,,08:44:00,19:22:00,,13:22:00,208.43,06:51:19,08:44:00,1:52:41,13:22:00,17:06:10,19:22:00,2:15:49,0:00:00,13:22:00,2:15:49,,,,,,,
2021-01-02,06:51:32,17:06:53,10:15:21,,09:28:00,20:24:00,,13:04:00,220.43,06:51:32,09:28:00,2:36:27,13:04:00,17:06:53,20:24:00,3:17:06,0:00:00,13:04:00,3:17:06,,,,,,,
2021-01-03,06:51:44,17:07:37,10:15:53,,10:07:00,21:27:00,,12:40:00,232.43,06:51:44,10:07:00,3:15:16,12:40:00,17:07:37,21:27:00,4:19:23,0:00:00,12:40:00,4:19:23,,,,,,,
2021-01-04,06:51:54,17:08:22,10:16:28,,10:44:00,22:30:00,,12:14:00,245.43,06:51:54,10:44:00,3:52:05,12:14:00,17:08:22,22:30:00,5:21:38,0:00:00,12:14:00,5:21:38,,,,,,,
2021-01-05,06:52:03,17:09:07,10:17:04,,11:18:00,23:33:00,,11:45:00,257.43,06:52:03,11:18:00,4:25:57,11:45:00,17:09:07,23:33:00,6:23:52,0:00:00,11:45:00,6:23:52,,,,,,,
2021-01-06,06:52:10,17:09:53,10:17:44,,11:52:00,,,11:52:00,270.43,06:52:10,11:52:00,4:59:50,11:52:00,17:09:53,00:00:00,6:50:06,0:00:00,11:52:00,6:50:06,,,,,,,
2021-01-07,06:52:15,17:10:40,10:18:25,00:36:00,12:27:00,,,11:51:00,283.43,06:52:15,12:27:00,5:34:44,11:51:00,00:00:00,00:00:00,7:25:19,0:00:00,11:51:00,7:25:19,,,,,,,
2021-01-08,06:52:19,17:11:28,10:19:09,,13:05:00,,,13:05:00,297.43,06:52:19,13:05:00,6:12:41,13:05:00,17:11:28,00:00:00,6:48:31,0:00:00,13:05:00,6:48:31,,,,,,,
2021-01-09,06:52:21,17:12:16,10:19:55,02:48:00,13:47:00,,,10:59:00,310.43,06:52:21,13:47:00,6:54:39,10:59:00,00:00:00,00:00:00,9:35:43,0:00:00,10:59:00,9:35:43,,,,,,,
2021-01-10,06:52:21,17:13:05,10:20:44,03:56:00,14:34:00,,,10:38:00,323.43,06:52:21,14:34:00,7:41:38,10:38:00,00:00:00,00:00:00,10:42:54,0:00:00,10:38:00,10:42:54,,,,,,,
2021-01-11,06:52:20,17:13:54,10:21:34,05:04:00,15:28:00,,,10:24:00,336.43,06:52:20,15:28:00,8:35:39,0:00:00,00:00:00,00:00:00,11:50:05,10:21:34,10:24:00,11:50:05,,,,,,,
2021-01-12,06:52:17,17:14:44,10:22:27,06:09:00,16:28:00,,,10:19:00,350.43,06:52:17,16:28:00,9:35:42,0:00:00,00:00:00,00:00:00,12:54:15,10:22:27,10:19:00,12:54:15,,,,,,,
